"Sample","ENSBTAG00000017122-ENSBTAG00000011741","ENSBTAG00000007737-ENSBTAG00000019832","ENSBTAG00000000442-ENSBTAG00000007348","ENSBTAG00000032436-ENSBTAG00000019832","ENSBTAG00000010738-ENSBTAG00000019428","ENSBTAG00000005691-ENSBTAG00000027464","ENSBTAG00000017280-ENSBTAG00000047793","ENSBTAG00000032436-ENSBTAG00000010444","ENSBTAG00000015114-ENSBTAG00000019929","ENSBTAG00000015991-ENSBTAG00000010444","ENSBTAG00000021466-ENSBTAG00000004885","ENSBTAG00000021466-ENSBTAG00000019289","ENSBTAG00000005691-ENSBTAG00000015457","ENSBTAG00000010303-ENSBTAG00000007103","ENSBTAG00000008300-ENSBTAG00000033669","ENSBTAG00000017280-ENSBTAG00000037735","ENSBTAG00000021457-ENSBTAG00000011986","ENSBTAG00000008300-ENSBTAG00000011741","ENSBTAG00000010303-ENSBTAG00000017060","ENSBTAG00000005691-ENSBTAG00000014064"
"Zo_IVT_NP_21.NP_Hols_2",88.2415096071725,102.103564844578,47.5613141130875,105.640901991902,41.5118283078187,61.8216505962525,78.6444740569628,100.91377311255,102.786705326536,97.1385455548733,60.0555067460561,45.6060292724339,49.7901319754336,31.1318556162058,84.4709491271255,100.837184103179,72.2956910456853,96.5981188450221,42.889326016498,71.1062120924513
"Zo_IVT_NP_23.NP_Hols_2",73.5732409381505,102.974204667048,47.5613141130875,104.96580924026,41.5118283078187,66.5604339783455,75.9444630431369,100.268888834921,106.230728215004,98.9414484267892,60.0555067460561,45.6060292724339,53.6066695107757,31.1318556162058,83.6389926436184,97.3752560917516,72.2956910456853,95.646721564677,42.889326016498,76.5566802209699
"SW_IVT_NP_1.NP_Hols_2",88.9090012160176,99.6464973156758,51.8180760971568,104.159827413858,40.8053853874802,44.962414685306,62.8199202678181,99.4989723950875,104.442008396002,94.8608507765853,60.4101720334982,45.8753613679801,36.2119830111954,32.5101006763142,83.3354004918853,80.5470942663411,74.891761450225,95.2995438538004,44.788088571559,51.7150054061467
"SW_IVT_NP_2.NP_Hols_2",91.3980901043353,90.4399371938791,15.8919480594471,106.146248822473,39.2962393634588,47.9871543573247,57.9686305543729,101.396507114644,99.7536791413357,96.9623956640677,51.583179674237,39.172161382902,38.6480581727064,25.9423145976783,81.9378349425993,74.3268175102373,72.7877032328298,93.7013351865761,35.7398672960305,55.1940095829788
"SW_IVT_NP_6.NP_Hols_2",84.5195961734745,104.043669618214,20.030087786002,102.306540888401,42.567312790102,51.7821227697384,60.791909559523,97.7286151526171,106.389660297108,96.2543524278724,51.369563626415,39.0099417920954,41.7044627862082,33.5106106545953,84.7105843771811,77.9467985480755,54.1889031132495,96.8721576075023,46.1664580195697,59.558917769911
"Zo_IVT_PR_3.PR_Hols_2",97.3235428748496,109.862636576044,53.6321295766043,111.90829904842,41.6919621016123,36.5477592105357,46.4978105047896,91.4685318543749,113.00278427776,89.2013091562212,65.1248370071312,48.1134845989037,33.3323585144483,35.0292854664951,81.479450728712,55.5603275804822,74.9986104255246,102.059037307053,49.9376135344115,44.0092567639615
"Zo_IVT_PR_5.PR_Hols_2",97.8575747315469,111.615311452018,60.3303479813966,109.38384000505,44.3272582834466,39.7523082786172,50.1771621659718,89.4051588571354,110.421647617785,87.9715192355996,72.4601452661274,53.532726429924,36.2549775948444,41.0078794691472,81.0653808569971,59.9567923034398,81.4289171175295,101.540384172954,58.460673962497,47.8680384183305
"Zo_IVT_PR_7.PR_Hols_2",97.4616841185616,109.288367272644,63.02590088102,113.607712748021,45.5044636216852,41.1408778883964,51.8014619662614,92.857551948841,115.359810147476,89.4880542142228,75.3465098692019,55.6651395807107,37.5213835539295,43.1311980455839,78.7783324632607,61.8976714117949,84.1324689486443,98.6756869363889,61.4876686918628,49.5400948675202
"SW_IVT_PR_1.PR_Hols_2",98.2712493460655,109.946138338877,74.3616285754577,113.095823332805,44.2184368217779,44.7338568931845,51.5249455068644,92.4391578379504,112.251465096641,90.5608807961501,67.8441645546381,50.1224926838225,40.798259261482,38.6405339920619,80.9146571402652,61.5672613365956,82.5175893421056,101.35159157198,55.0857954297847,53.8666073264197
"SW_IVT_PR_3.PR_Hols_2",96.9891674496501,111.479151350196,66.4736893150808,112.887687207716,44.098778160515,29.6938030250638,62.2249927720365,92.2690372485964,112.204862741066,87.7491024359358,69.204286712777,51.1273353754223,27.0814000493775,39.1705185596629,83.9324262527292,74.3527694008595,77.2719397969949,105.131570544329,55.841339374333,35.7560143181587
