"ENSBTAG00000025644-ENSBTAG00000011515","ENSBTAG00000014583-ENSBTAG00000011515","ENSBTAG00000010562-ENSBTAG00000011515","ENSBTAG00000010452-ENSBTAG00000011515","ENSBTAG00000014906-ENSBTAG00000011515","ENSBTAG00000039355-ENSBTAG00000011515","ENSBTAG00000025644-ENSBTAG00000010785","ENSBTAG00000017745-ENSBTAG00000015361","ENSBTAG00000009476-ENSBTAG00000013745","ENSBTAG00000002006-ENSBTAG00000003585","ENSBTAG00000014583-ENSBTAG00000012100","ENSBTAG00000017246-ENSBTAG00000006161","ENSBTAG00000021316-ENSBTAG00000019289","ENSBTAG00000012849-ENSBTAG00000003585","ENSBTAG00000009615-ENSBTAG00000013290","ENSBTAG00000000575-ENSBTAG00000019289","ENSBTAG00000009476-ENSBTAG00000015910","ENSBTAG00000047567-ENSBTAG00000019866","ENSBTAG00000021316-ENSBTAG00000003585","ENSBTAG00000007737-ENSBTAG00000007909","ENSBTAG00000030710-ENSBTAG00000013755","ENSBTAG00000007740-ENSBTAG00000007909","ENSBTAG00000021302-ENSBTAG00000019289","ENSBTAG00000021048-ENSBTAG00000008483","ENSBTAG00000025644-ENSBTAG00000012100","ENSBTAG00000000575-ENSBTAG00000015296","ENSBTAG00000013155-ENSBTAG00000019289","ENSBTAG00000016177-ENSBTAG00000011628","ENSBTAG00000032436-ENSBTAG00000007909","ENSBTAG00000015978-ENSBTAG00000013290","ENSBTAG00000017122-ENSBTAG00000019289","ENSBTAG00000019269-ENSBTAG00000019289","ENSBTAG00000007773-ENSBTAG00000010347","ENSBTAG00000017246-ENSBTAG00000010444","ENSBTAG00000019993-ENSBTAG00000027516","ENSBTAG00000008300-ENSBTAG00000019289","ENSBTAG00000011966-ENSBTAG00000019289","ENSBTAG00000012849-ENSBTAG00000019289","ENSBTAG00000032436-ENSBTAG00000006161","ENSBTAG00000007148-ENSBTAG00000034848","ENSBTAG00000010138-ENSBTAG00000019866","ENSBTAG00000011757-ENSBTAG00000007909","ENSBTAG00000014583-ENSBTAG00000012687","ENSBTAG00000008026-ENSBTAG00000007175","ENSBTAG00000011802-ENSBTAG00000019289","ENSBTAG00000017746-ENSBTAG00000010462","ENSBTAG00000003505-ENSBTAG00000006161","ENSBTAG00000005198-ENSBTAG00000019866","ENSBTAG00000003505-ENSBTAG00000011628","ENSBTAG00000011412-ENSBTAG00000019289","ENSBTAG00000006045-ENSBTAG00000011944","ENSBTAG00000021466-ENSBTAG00000019289","ENSBTAG00000013103-ENSBTAG00000019289","ENSBTAG00000013201-ENSBTAG00000020319","ENSBTAG00000005111-ENSBTAG00000018114","ENSBTAG00000016542-ENSBTAG00000019289","ENSBTAG00000014583-ENSBTAG00000020667","ENSBTAG00000012829-ENSBTAG00000016933","ENSBTAG00000040333-ENSBTAG00000013290","ENSBTAG00000005710-ENSBTAG00000009851","ENSBTAG00000005077-ENSBTAG00000015127","ENSBTAG00000013472-ENSBTAG00000019289","ENSBTAG00000001745-ENSBTAG00000019289","ENSBTAG00000007773-ENSBTAG00000015910","ENSBTAG00000021217-ENSBTAG00000019289","ENSBTAG00000013363-ENSBTAG00000009851","ENSBTAG00000005339-ENSBTAG00000019866","ENSBTAG00000017246-ENSBTAG00000007909","ENSBTAG00000019604-ENSBTAG00000009851","ENSBTAG00000017473-ENSBTAG00000019289","ENSBTAG00000014575-ENSBTAG00000019929","ENSBTAG00000011808-ENSBTAG00000018105","ENSBTAG00000005947-ENSBTAG00000015910","ENSBTAG00000007737-ENSBTAG00000006161","ENSBTAG00000016260-ENSBTAG00000011628","ENSBTAG00000000793-ENSBTAG00000019289","ENSBTAG00000010663-ENSBTAG00000013745","ENSBTAG00000010361-ENSBTAG00000007909","ENSBTAG00000011104-ENSBTAG00000017425","ENSBTAG00000005339-ENSBTAG00000007213","ENSBTAG00000017468-ENSBTAG00000013557","ENSBTAG00000025644-ENSBTAG00000012687","ENSBTAG00000011082-ENSBTAG00000012687","ENSBTAG00000020638-ENSBTAG00000000782","ENSBTAG00000019866-ENSBTAG00000009851","ENSBTAG00000006276-ENSBTAG00000047138","ENSBTAG00000017745-ENSBTAG00000016933","ENSBTAG00000013718-ENSBTAG00000005072","ENSBTAG00000017746-ENSBTAG00000009851","ENSBTAG00000015509-ENSBTAG00000012687","ENSBTAG00000002880-ENSBTAG00000012687","ENSBTAG00000000575-ENSBTAG00000012119","ENSBTAG00000015991-ENSBTAG00000021190","ENSBTAG00000011851-ENSBTAG00000018572","ENSBTAG00000015043-ENSBTAG00000007909","ENSBTAG00000017122-ENSBTAG00000000782","ENSBTAG00000005947-ENSBTAG00000018517","ENSBTAG00000025868-ENSBTAG00000013755","ENSBTAG00000007773-ENSBTAG00000003418","ENSBTAG00000010312-ENSBTAG00000020199"
25.1352185328936,17.8202173022794,15.134745357868,15.1032857232159,17.788998167618,8.44511798959742,116.998920680383,20.7578520230757,58.3840438888441,60.5814134894054,17.8202173022794,140.025282026653,52.2589685009459,88.7345144938834,24.518344567371,39.115301371647,56.6606933988006,18.3509238927553,66.7194711486257,130.207041373564,67.9811328145613,93.9084548213759,27.9269470136485,15.0560943068394,25.1352185328936,11.8222174459486,41.9770037273439,71.5275120488084,122.506039476438,22.8997877368627,53.3950532449828,51.6078647173781,94.3376430509482,141.672828529861,7.67668598795579,54.334206732595,53.7387350618031,69.5025622663091,133.587352230029,48.6766812913732,8.99495372579132,109.213617758589,52.746235911535,8.07102448630301,60.7767173673927,12.2018899154262,138.991002714408,10.542306482666,140.691146330892,75.1713047560248,107.428043579917,92.6974419462489,66.9178999357567,36.8711072243258,34.9433150018427,44.0317233567645,17.8202173022794,8.70917338332433,20.4888165769973,11.9109665149304,81.847807399634,82.0103522043336,75.0098923603498,85.3458433070692,33.4100514485059,23.680532982999,15.0157146746148,128.409931339297,17.8339941109433,49.3524757996443,89.7883953702286,38.6115518148413,80.5874734802439,141.984950073793,62.8213709926074,40.8398519848701,92.6954182688553,74.5655529529821,24.8260962776997,15.0157146746148,114.923895970124,74.3979797740407,45.2813074045527,57.8134526207121,17.3631434983702,11.0743209032697,20.7578520230757,8.20762328620902,12.2018899154262,56.6994123981413,37.9643953617242,56.7400406017407,81.8339492726354,75.0702333161569,67.6578522120847,47.4189273212455,14.6270978643946,87.6408331938126,90.5496543146169,61.5465980032623
25.3933169006917,17.6623262265341,15.2777858070146,12.3039705307313,15.1544667221335,7.06936369174073,118.200311884611,17.7729574941023,56.7717861006117,60.5264379550363,17.6623262265341,145.358583956932,31.3717736674308,68.2271148508165,26.7921595915022,42.7752650868972,55.0960254153223,17.4025104962237,40.0526112192108,136.542755360708,68.3464778007936,78.6915214853542,29.6125042595382,15.7008627036745,25.3933169006917,12.9284056988488,21.3452353309009,62.3866874663938,127.899435974904,26.5957327456124,49.4057567350479,47.7620951753824,87.6108817442919,147.068882434774,7.08738916451169,60.6204186962135,46.5254231695357,53.4398517331874,139.468609683424,58.9687082826334,11.5398392550357,98.1049155392978,52.2788925683919,7.06936369174073,57.2545026157849,10.7898431653427,136.368880281369,8.05620887114222,138.036949989262,62.6851519821103,106.667478836855,91.2611753863139,67.1331297694718,36.4654599954739,31.7566202299224,61.1928702130949,17.6623262265341,8.02637679574033,21.0208723758027,9.11113840219209,108.488774227841,84.3776946400127,74.2750211744702,79.2602437746334,19.076371960949,23.8434129004574,14.3341742856621,133.30082621747,19.3192214767185,43.7876679495148,100.21682486628,33.1546360133324,93.2771102763481,148.893762567011,62.6120108607303,56.7401973872518,90.6763324187222,66.1838717706642,24.2492666057572,14.3341742856621,114.807942587169,75.1619276634147,30.6208576901753,57.8347122346194,15.4773456982173,10.0643637907944,17.7729574941023,10.1320032777847,10.7898431653427,50.9259733053317,31.0487236683706,62.0491263692538,88.463512932847,63.2330186778746,66.3433660511245,43.8761242005224,16.9303411758472,87.0430502349459,84.0929961739666,60.1077307496498
26.2057131474979,19.0456324976758,14.4017780330903,14.2568622588304,19.6162783877629,8.83212642346941,121.981837949989,20.7949180774583,58.2577080797551,65.3708352857528,19.0456324976758,142.680430561962,37.0794166187474,92.260493215916,25.957769729663,44.2694212748313,56.5380867058194,17.6658200122273,47.3396076935123,132.263669683941,69.1180320268888,96.94854286773,29.5091103369086,15.4409019633044,26.2057131474979,13.3799997996876,37.1365324836166,64.6304377963052,122.948266155078,24.353336183497,57.8692430982127,56.1256334422424,97.4781866024687,144.359217714155,7.74799869810032,59.5115085420281,53.5919102836096,72.2643349212398,134.0695806274,46.9057651155808,8.65932337618368,107.832440567714,56.3733543629857,8.37419552134981,64.4956552083594,13.8864762946638,146.300467059698,9.71687811571372,148.090020342304,76.6367872957055,112.124071494505,96.7620461292146,74.2668366854136,38.4235269008724,36.5854371880024,42.8262547416663,19.0456324976758,7.86283129594072,21.9184529839136,12.4538687818617,98.162902285237,89.8802022298732,75.8534227626755,88.1870457070734,38.1435073974651,24.0398925977878,13.2772024316262,130.844830495935,18.8086551255518,50.9042555159142,100.571950343053,36.5265350707786,82.8254236174597,144.227611184044,65.8881765009202,40.1813882696906,92.5933910830522,66.0022136626745,25.2067550807044,13.2772024316262,122.394824773052,77.5665472794845,47.5232477623371,60.4501250226215,17.5801868248079,11.471803320763,20.7949180774583,7.30679735373242,13.8864762946638,57.3603070815232,40.7583568524385,64.2165258215349,73.6326636771507,76.9467043675477,64.5135476826702,51.3923531458878,15.0332989060579,94.0953105991201,93.5640939778656,61.9859843642641
26.0474096729795,18.6210757241755,15.802942821396,14.4625121056921,18.9276413989941,7.06936369174073,121.244970051492,20.9046734980988,59.8286126212099,58.7276851585749,18.6210757241755,141.851513492808,47.4545090217802,93.0973022572135,26.583361185864,48.4576182727739,58.0626220866097,17.612750176594,60.5855767224636,131.245238316594,66.3650410913055,98.6104512968619,29.2019860486202,14.9344233608025,26.0474096729795,14.6458413982401,45.2004418368313,68.8293224907679,121.650246759702,24.4366445780169,58.7892284856304,56.9518845352038,102.323079137681,143.520547553281,6.5777170766271,57.6248530942982,53.5863190696696,72.9197774266676,132.654148580845,52.0846531443531,9.24341621163022,108.296796044467,55.1167046065307,9.0655296876217,64.5814759888121,12.7208595284643,145.111674940698,10.9713816182355,146.886686869597,77.0184679575553,111.094723370285,97.978891545783,73.1019755094826,37.1384789445464,37.5266029422993,44.26354499361,18.6210757241755,8.32360639516881,21.7411715579894,11.8048292777887,84.0081925837774,90.7756056986941,73.6191412188161,92.5701469355674,34.5137789743819,23.5548450527453,12.4367621076599,130.084673598585,18.4173204737031,54.0434736191095,86.6350053521071,38.2810190827319,82.7786822692113,143.11705736667,63.6472588949416,41.2643692259606,91.1581901391725,73.0633577542412,24.9395540080379,12.4367621076599,115.470006594816,77.0979832731693,49.1022995807441,58.9971371676584,17.8486310705599,11.8591567932769,20.9046734980988,10.2900949988083,12.7208595284643,55.1349890046856,33.778725775277,70.291858475973,73.5550313597612,74.8253149531136,64.5045395278225,52.2093711573206,15.0248150779192,90.7330772686603,98.2144470083949,58.1944546465426
26.0075532508056,19.108660159502,14.9108597736489,13.8606682061505,18.4083800828901,7.06936369174073,121.059447161749,20.6928901291614,53.1982739983408,63.5555437477496,19.108660159502,142.703249690934,43.1346845538166,92.5099113788659,26.7039739177249,51.4584468992564,51.6279944243693,17.8056642171882,55.0704199517706,131.909243553557,65.0613686424681,96.2049983473601,29.8183667024261,16.4116386902433,26.0075532508056,15.5528125143061,32.4227801967355,67.4515102251527,121.5465736506,24.4639473517641,60.2046020998504,57.1605403348818,96.9998786397456,144.382305334471,7.22406811571191,58.1163781372575,53.9978967339299,72.4596952215654,132.541097696157,48.7873536031114,9.46092443286487,106.511497712663,56.5599105571806,8.88050571391758,64.6662877479205,12.7504853564503,142.223914344578,10.4001559991397,143.963603068036,76.543746234636,112.124411207898,97.4366303556095,74.1674872386629,38.0881429048947,33.8183471338661,45.9679415083211,19.108660159502,8.23520997266978,21.7399582994726,12.8376330018053,94.757041291185,90.065523041149,72.1737281861389,87.7543277048117,34.9323222484756,23.9486127228736,12.6176445610172,130.86575673684,18.5311744995511,51.8337524709396,96.9612457624407,41.8373413875729,88.159642845248,143.841125354271,64.3365467773815,41.8338652078323,93.8643675606783,69.0940435288973,24.8772564722461,12.6176445610172,117.376967759931,76.9800118584038,47.5181496142071,58.7617303354125,17.7210846581075,11.1164197788341,20.6928901291614,8.8240659639957,12.7504853564503,53.748885166575,38.2883069267121,74.6448132567049,76.110254503764,72.6726562917056,64.8968903897434,53.4663321390276,16.001490900489,94.0556892769808,93.1049917650076,55.6030824854205
25.8239614858231,19.9581871907378,15.1346297936111,14.3585120532444,17.7073692981287,13.2630181423894,120.204867826358,19.9810608562226,53.2146848087545,69.3432645932311,19.9581871907378,143.107498847932,37.131019797141,91.1127825492715,25.5428339528816,40.286260954608,51.6439208288343,18.0143615787871,47.4054899118332,132.586006186175,68.1690055935077,95.5256993203996,25.5044312984853,17.2505026657192,25.8239614858231,12.1761285325244,32.1481693869815,73.1632710903983,124.324218698823,24.9684583091552,54.4294049089122,54.8527263891532,94.3582519945276,144.791310913133,7.92494060875202,58.6812094517198,53.788702766228,71.3653743248231,135.569995283678,56.2875263362961,8.65011695492578,103.400157922109,59.0744339461326,15.5258031054385,62.7508492131034,12.8984772785943,146.044467758405,9.98511102870764,147.830889647112,76.1661772362399,107.909819359779,93.9534358527214,74.330401279811,37.0698625495778,34.7213386361846,41.674021918532,19.9581871907378,8.05447073307629,21.7968196294484,10.3428191445225,95.9902104000897,88.4189216786637,72.9970355098617,85.3644879075973,36.2681514314647,23.7888806840967,12.9331729429822,131.236472694293,19.01562689818,54.3621599418968,87.0192480780706,39.9094833148522,83.9211634898937,144.579104710768,64.119308902418,47.5991054925939,89.2938389769032,72.7766596825159,24.4195176181604,12.9331729429822,115.871667386183,76.4365967932048,41.8464804445267,54.9469945063976,17.164177879448,11.3665714973855,19.9810608562226,9.77314097949081,12.8984772785943,54.2207975009886,33.3018304727044,58.4386161450795,78.2600266035901,77.0106669752022,71.0947004355407,48.3375114108885,15.2321821028607,93.9233815397648,90.5694357365027,59.3796849803566
24.8720615079932,18.8622792308229,17.048744091187,14.8325307187257,18.4230008220519,4.0120101623182,115.773982538608,18.8172301939894,48.6032418582847,60.8456260947712,18.8622792308229,141.056519923723,44.7272371419708,97.0416604641275,25.8270061975704,54.2752894080298,47.1685961041528,19.2710853413207,57.1036454345143,134.082449541851,66.2628355233952,99.4165997144046,29.8254735396516,18.4566799655376,24.8720615079932,16.4041756249544,33.9210073287661,67.9661165477428,123.163592980203,24.6620897465799,61.4587790369124,54.7107064569485,85.5430362455193,142.716200038567,7.71188805790322,60.2427156404899,54.381477272242,76.0092517246936,134.304384891381,49.3461953492793,9.67061447746417,103.982035759419,55.8306452307388,3.98276934679902,62.0004837207314,12.8797975987413,144.437175208317,10.1524395831413,146.203936628969,80.6143964729889,107.622952933307,96.4139759085963,71.7152301966703,33.6695891613373,33.1012100684051,46.5761547464693,18.8622792308229,8.21885303198343,21.0818578472038,13.9254714323936,104.151333274592,87.8183943049636,79.9009326976819,77.3894951295124,31.8874495288445,24.0133478416495,14.7699300661854,129.355626185547,19.6557929181747,54.4484259846411,94.0962630077262,41.1985740637473,78.6710145566895,146.210909203847,61.9529350598458,39.8642853361996,22.6103256095928,72.636774930094,24.2071283692217,14.7699300661854,109.302900172735,73.6190587159121,42.649657136434,54.8342057371739,18.6881416164593,12.8462820891562,18.8172301939894,8.33164433658597,12.8797975987413,55.1037243156944,36.1562946174601,78.7308806705269,70.2800933523949,75.8485633391355,66.9361248814401,54.5801380332489,14.2792493586986,96.0653975952109,82.1081819573471,54.8515787745603
57.6919735234025,40.9021112523435,34.7382429688007,34.6660347877965,40.8304550824181,19.3837790914872,128.640922989776,20.7578520230757,58.2212514176402,14.3416758550794,72.8315361470401,145.359300525672,15.7947623424675,21.0064699835979,24.518344567371,11.8222174459486,56.5851063580754,18.3509238927553,15.7947623424675,99.337904145236,68.1861243079117,71.6448894396512,8.44064671929524,50.330771071049,102.728072620531,11.8222174459486,12.6871390067768,71.5212806657169,93.46263518736,22.8997877368627,16.1381328499172,15.5979725891155,95.0560640786095,148.100551249391,7.67668598795579,16.4219828103248,16.2420073191962,21.0064699835979,138.676129040307,48.3047432058312,8.99495372579132,83.3215452698231,70.3410832715092,8.07102448630301,18.3691686673056,50.1820566899149,144.285622149881,10.542306482666,140.678889502642,22.7197919831334,24.8238764019222,28.0168956122657,20.2252810620089,27.7180360766554,50.6525146838114,13.3081579277016,17.8202173022794,8.70917338332433,20.4888165769973,26.4295191105865,80.7457392968018,24.7868272154293,22.6710066645183,85.2319894280075,10.0978614315591,52.5452823864899,15.0157146746148,97.9668481528779,39.5722620479565,14.9163033375535,84.5390188445042,38.5199142457089,80.4799674072593,147.39361870359,62.8158980771126,12.3434460094806,92.4369552504663,56.8877510282155,24.8260962776997,63.7532718566178,105.459082398767,99.2153165070383,60.3860381644767,52.0340220360686,38.5274807325502,11.0743209032697,20.7578520230757,24.9229076417278,27.0750557732479,75.6129422321698,50.6283841745671,11.8222174459486,21.0189024060739,78.0825583709872,51.6177095095349,42.6786050185914,14.6270978643946,87.9051068905142,90.9899910575906,58.7563866947066
58.2843775314264,40.5397094793271,35.0665586265359,28.2408661441606,34.7835087150905,16.2260591606743,129.961858879483,17.7729574941023,56.6134890944712,14.3286612809969,72.186232591232,150.895765275874,9.4818118985602,16.1516727550242,26.7921595915022,12.9284056988488,55.0225256879619,17.4025104962237,9.4818118985602,104.171564000396,68.5525709617863,60.0355459727235,8.95008991875239,52.4861567848732,103.782925111099,12.9284056988488,6.45138870640967,62.3812524199581,97.5773796645404,26.5957327456124,14.9324069794015,14.4356263415308,88.2780756412505,153.741425128892,7.08738916451169,18.3219289219273,14.0618543175465,16.1516727550242,144.781422722018,58.5181289110809,11.5398392550357,74.846464470837,69.7178456802705,7.06936369174073,17.3046136920238,44.3748079315143,141.563614543521,8.05620887114222,138.024924391117,18.9459743726279,24.6481293199847,27.5827980855571,20.290332175149,27.4130887786179,46.0332018418843,18.4949467965829,17.6623262265341,8.02637679574033,21.0208723758027,20.2169157488678,107.027989615639,25.5023333233257,22.4488990327329,79.1545082653286,5.76564693339188,52.9067004028869,14.3341742856621,101.698222750343,42.8678674044251,13.2343945667613,94.3577620579237,33.0759494517485,93.1526758525834,154.565610339257,62.6065561844159,17.1491699645798,90.4234992257654,50.4931764101175,24.2492666057572,60.8596080757241,105.352678615078,100.23409862813,40.8352229008747,52.0531563926653,34.343040373712,10.0643637907944,17.7729574941023,30.7663952294459,23.9418325776666,67.913625817034,41.4058144489002,12.9284056988488,22.7216938857397,65.770354690322,50.6148582130135,39.489964878682,16.9303411758472,87.3055213664892,84.5019346323453,57.3827504012574
60.1490417554482,43.7147631859428,33.0558891257556,32.723269100957,45.0245464105869,20.2720657913246,134.119666494555,20.7949180774583,58.0952678712105,15.4754944799697,77.8398292326261,148.115592305972,11.2068911823213,21.8411887692885,25.957769729663,13.3799997996876,56.4626632260487,17.6658200122273,11.2068911823213,100.90695251469,69.3264517459494,73.964241540398,8.91884011642304,51.6171382835024,107.103202614529,13.3799997996876,11.2241538941098,64.6248072772819,93.8000199474298,24.353336183497,17.4904129930962,16.9634240202162,98.2205241967595,150.908822413262,7.74799869810032,17.9867716685998,16.1976309653554,21.8411887692885,139.176727086039,46.5473585846683,8.65932337618368,82.2678138744442,75.1781192536981,8.37419552134981,19.493181273169,57.1101645295935,151.873527769999,9.71687811571372,148.077118933848,23.162719754103,25.9090084833325,29.2453824907425,22.4464253509276,28.8850751986115,53.0328732199916,12.9438168235247,19.0456324976758,7.86283129594072,21.9184529839136,27.6341775084633,96.8411539461302,27.1654124495028,22.9259554822153,88.069401579982,11.5285022175707,53.342673748033,13.2772024316262,99.8244879277612,41.7349599179951,15.3853135865006,94.6921255271593,36.4398459136382,82.714932052805,149.721710070977,65.8824364093496,12.1444317887501,92.3352125474876,50.3545853206625,25.2067550807044,56.3719486192572,112.31472621046,103.440840222619,63.3758347001227,54.4071145196283,39.0090831899762,11.471803320763,20.7949180774583,22.1874992617999,30.8130234560287,76.4942951316531,54.3543425198287,13.3799997996876,18.9124169795729,80.0343261213901,49.2188482908833,46.2548198534766,15.0332989060579,94.3790472395435,94.0190897336567,59.1758535015321
