"dataset","feature","mean_shap","sd_shap"
"vitro","ENSBTAG00000008300.ENSBTAG00000008165",0.0613175824088064,0.131072595175669
"vitro","ENSBTAG00000021466.ENSBTAG00000010682",0.0489657444624572,0.0733613148544282
"vitro","ENSBTAG00000005947.ENSBTAG00000015910",0.0476067561855399,0.0621682166600368
"vitro","ENSBTAG00000013103.ENSBTAG00000010682",0.0467882217325657,0.0728222481568288
"vitro","ENSBTAG00000000575.ENSBTAG00000015296",0.0330995789862525,0.0362777654483463
"vitro","ENSBTAG00000000575.ENSBTAG00000012897",0.0302229381287154,0.0237498166598777
"vitro","ENSBTAG00000000575.ENSBTAG00000020679",0.0297361236619177,0.0239345464815971
"vitro","ENSBTAG00000007773.ENSBTAG00000010347",0.0288035597424517,0.0380872534501538
"vitro","ENSBTAG00000015991.ENSBTAG00000024015",0.0280969776858025,0.0569562075262717
"vitro","ENSBTAG00000000476.ENSBTAG00000003781",0.0260034082991105,0.0256277086656392
"vitro","ENSBTAG00000005339.ENSBTAG00000000782",0.0242513416290835,0.0241294754144424
"vitro","ENSBTAG00000008300.ENSBTAG00000011741",0.0224517853607936,0.0280706279857385
"vitro","ENSBTAG00000021945.ENSBTAG00000011741",0.0201788302784981,0.0315123059679402
"vitro","ENSBTAG00000008300.ENSBTAG00000018993",0.0181226303240267,0.0296592361088475
"vitro","ENSBTAG00000008300.ENSBTAG00000001462",0.0164175255646132,0.0251868892243201
"vivo","ENSBTAG00000017745.ENSBTAG00000015361",0.0574187921811407,0.0803119116117643
"vivo","ENSBTAG00000010452.ENSBTAG00000011515",0.0549913332875836,0.028680595393757
"vivo","ENSBTAG00000014583.ENSBTAG00000011515",0.0524289786384346,0.0244251556515492
"vivo","ENSBTAG00000025644.ENSBTAG00000011515",0.0513696254063435,0.0280210990771433
"vivo","ENSBTAG00000014906.ENSBTAG00000011515",0.0488091264111449,0.0269329785364544
"vivo","ENSBTAG00000010562.ENSBTAG00000011515",0.0486611694434964,0.028948580573615
"vivo","ENSBTAG00000014737.ENSBTAG00000037649",0.0467502218110812,0.0588580459412179
"vivo","ENSBTAG00000001941.ENSBTAG00000023144",0.0289219790388107,0.0276063023721114
"vivo","ENSBTAG00000015089.ENSBTAG00000023144",0.0273907050134721,0.0291388392806249
"vivo","ENSBTAG00000017246.ENSBTAG00000010444",0.0263385387969986,0.0333211462101337
"vivo","ENSBTAG00000012519.ENSBTAG00000031753",0.0257786522538336,0.0238261976241656
"vivo","ENSBTAG00000003329.ENSBTAG00000002081",0.0248344466942771,0.0291573096659395
"vivo","ENSBTAG00000001292.ENSBTAG00000032007",0.0197492567681449,0.0362394845326302
"vivo","ENSBTAG00000026236.ENSBTAG00000019929",0.019493574675913,0.017778772960117
