"ENSBTAG00000014906-ENSBTAG00000011515","ENSBTAG00000008300-ENSBTAG00000011578","ENSBTAG00000014583-ENSBTAG00000011515","ENSBTAG00000007773-ENSBTAG00000018993","ENSBTAG00000010452-ENSBTAG00000011515","ENSBTAG00000017745-ENSBTAG00000015361","ENSBTAG00000039355-ENSBTAG00000011515","ENSBTAG00000011851-ENSBTAG00000015510","ENSBTAG00000010562-ENSBTAG00000011515","ENSBTAG00000039355-ENSBTAG00000011578"
17.7217577195711,17.0893887951918,18.9325577145445,15.789321214609,14.1722352045364,20.1297317090106,7.06936369174073,73.14906008737,15.8838236018931,7.06936369174073
19.1127612084403,17.5589805924973,18.8431981662756,18.040321280428,14.8434202326305,20.9664580809771,7.06936369174073,73.3441168862097,14.8738874666944,7.06936369174073
18.4083800828901,17.5651071426399,19.108660159502,15.9279238314514,13.8606682061505,20.6928901291614,7.06936369174073,71.5324234148944,14.9108597736489,7.06936369174073
19.2914714157153,18.2167904982458,18.8453127234062,16.9558262750093,13.7391779213613,19.1475330914834,4.0120101623182,75.3141473686657,14.4300487835666,4.0120101623182
18.3752330060578,17.498403448906,19.1848625231725,15.6168111498896,14.6903500017163,20.0999040734371,4.0120101623182,72.8515184195479,15.003691847922,4.0120101623182
18.4765381960148,17.9398201624143,18.9525484789906,17.0588941095017,14.982992368903,19.9280787950939,4.0120101623182,72.1882280801411,15.409814357839,4.0120101623182
16.6147992880434,18.3021899885443,18.4066563805103,15.8628915419542,14.2982376633,20.2925947393675,4.0120101623182,70.7994418940065,13.4546444444722,4.0120101623182
17.7217577195711,17.0893887951918,18.9325577145445,15.789321214609,14.1722352045364,20.1297317090106,7.06936369174073,73.8267855638522,15.8838236018931,7.06936369174073
19.1127612084403,17.5589805924973,18.8431981662756,18.040321280428,14.8434202326305,20.9664580809771,7.06936369174073,74.0236495624259,14.8738874666944,7.06936369174073
18.4083800828901,17.5651071426399,19.108660159502,15.9279238314514,13.8606682061505,20.6928901291614,7.06936369174073,72.1951707650979,14.9108597736489,7.06936369174073
19.2914714157153,18.2167904982458,18.8453127234062,16.9558262750093,13.7391779213613,19.1475330914834,4.0120101623182,76.0119323620793,14.4300487835666,4.0120101623182
18.3752330060578,17.498403448906,19.1848625231725,15.6168111498896,14.6903500017163,20.0999040734371,4.0120101623182,73.5264871747768,15.003691847922,4.0120101623182
18.4765381960148,17.9398201624143,18.9525484789906,17.0588941095017,14.982992368903,19.9280787950939,4.0120101623182,72.8570514555007,15.409814357839,4.0120101623182
16.6147992880434,18.3021899885443,18.4066563805103,15.8628915419542,14.2982376633,20.2925947393675,4.0120101623182,71.4553981760828,13.4546444444722,4.0120101623182
40.6761204724625,17.0893887951918,43.4552266561118,15.789321214609,32.5290276317889,20.1297317090106,16.2260591606743,71.8906264131814,36.4575756320396,7.06936369174073
43.8688413292865,17.5589805924973,43.2501228617666,18.040321280428,34.0695747656613,20.9664580809771,16.2260591606743,72.082327515533,34.1395051248761,7.06936369174073
42.2521003730683,17.5651071426399,43.8594283374537,15.9279238314514,31.8138989768252,20.6928901291614,16.2260591606743,70.301801855108,34.2243663466366,7.06936369174073
44.2790285147682,18.2167904982458,43.2549763295744,16.9558262750093,31.5350466452158,19.1475330914834,9.20862429571395,74.0184662064152,33.1207779742781,4.0120101623182
42.1760190660176,17.498403448906,44.0343329137377,15.6168111498896,33.7182381064011,20.0999040734371,9.20862429571395,71.5982035596518,34.4374405064684,4.0120101623182
42.4085412670532,17.9398201624143,43.5011107470587,17.0588941095017,34.3899297281576,19.9280787950939,9.20862429571395,70.9463242609047,35.3695990655329,4.0120101623182
38.1353581377475,18.3021899885443,42.2481440202748,15.8628915419542,32.8182365959107,20.2925947393675,9.20862429571395,69.5814303202862,30.8819670710826,4.0120101623182
17.7217577195711,17.0893887951918,18.9325577145445,15.789321214609,14.1722352045364,20.1297317090106,7.06936369174073,76.705618746964,15.8838236018931,7.06936369174073
19.1127612084403,17.5589805924973,18.8431981662756,18.040321280428,14.8434202326305,20.9664580809771,7.06936369174073,76.9101593443131,14.8738874666944,7.06936369174073
18.4083800828901,17.5651071426399,19.108660159502,15.9279238314514,13.8606682061505,20.6928901291614,7.06936369174073,75.0103800644277,14.9108597736489,7.06936369174073
19.2914714157153,18.2167904982458,18.8453127234062,16.9558262750093,13.7391779213613,19.1475330914834,4.0120101623182,78.9759740919896,14.4300487835666,4.0120101623182
18.3752330060578,17.498403448906,19.1848625231725,15.6168111498896,14.6903500017163,20.0999040734371,4.0120101623182,76.3936103943475,15.003691847922,4.0120101623182
18.4765381960148,17.9398201624143,18.9525484789906,17.0588941095017,14.982992368903,19.9280787950939,4.0120101623182,75.6980704129409,15.409814357839,4.0120101623182
16.6147992880434,18.3021899885443,18.4066563805103,15.8628915419542,14.2982376633,20.2925947393675,4.0120101623182,74.2417604673661,13.4546444444722,4.0120101623182
17.7217577195711,17.0893887951918,18.9325577145445,15.789321214609,14.1722352045364,20.1297317090106,7.06936369174073,72.2845293353663,15.8838236018931,7.06936369174073
19.1127612084403,17.5589805924973,18.8431981662756,18.040321280428,14.8434202326305,20.9664580809771,7.06936369174073,72.4772808058698,14.8738874666944,7.06936369174073
18.4083800828901,17.5651071426399,19.108660159502,15.9279238314514,13.8606682061505,20.6928901291614,7.06936369174073,70.6869992941515,14.9108597736489,7.06936369174073
19.2914714157153,18.2167904982458,18.8453127234062,16.9558262750093,13.7391779213613,19.1475330914834,4.0120101623182,74.424027982533,14.4300487835666,4.0120101623182
18.3752330060578,17.498403448906,19.1848625231725,15.6168111498896,14.6903500017163,20.0999040734371,4.0120101623182,71.9905042393432,15.003691847922,4.0120101623182
18.4765381960148,17.9398201624143,18.9525484789906,17.0588941095017,14.982992368903,19.9280787950939,4.0120101623182,71.3350531653384,15.409814357839,4.0120101623182
16.6147992880434,18.3021899885443,18.4066563805103,15.8628915419542,14.2982376633,20.2925947393675,4.0120101623182,69.9626807016007,13.4546444444722,4.0120101623182
17.7217577195711,17.0893887951918,18.9325577145445,15.789321214609,14.1722352045364,20.1297317090106,7.06936369174073,80.4775022644536,15.8838236018931,7.06936369174073
19.1127612084403,17.5589805924973,18.8431981662756,18.040321280428,14.8434202326305,20.9664580809771,7.06936369174073,80.6921008382639,14.8738874666944,7.06936369174073
18.4083800828901,17.5651071426399,19.108660159502,15.9279238314514,13.8606682061505,20.6928901291614,7.06936369174073,78.6989027675556,14.9108597736489,7.06936369174073
19.2914714157153,18.2167904982458,18.8453127234062,16.9558262750093,13.7391779213613,19.1475330914834,4.0120101623182,82.8594989213498,14.4300487835666,4.0120101623182
18.3752330060578,17.498403448906,19.1848625231725,15.6168111498896,14.6903500017163,20.0999040734371,4.0120101623182,80.1501513700289,15.003691847922,4.0120101623182
18.4765381960148,17.9398201624143,18.9525484789906,17.0588941095017,14.982992368903,19.9280787950939,4.0120101623182,79.4204092553956,15.409814357839,4.0120101623182
16.6147992880434,18.3021899885443,18.4066563805103,15.8628915419542,14.2982376633,20.2925947393675,4.0120101623182,77.8924874570021,13.4546444444722,4.0120101623182
17.7217577195711,17.0893887951918,18.9325577145445,15.789321214609,14.1722352045364,20.1297317090106,7.06936369174073,65.8340471064486,15.8838236018931,7.06936369174073
19.1127612084403,17.5589805924973,18.8431981662756,18.040321280428,14.8434202326305,20.9664580809771,7.06936369174073,66.0095979401559,14.8738874666944,7.06936369174073
18.4083800828901,17.5651071426399,19.108660159502,15.9279238314514,13.8606682061505,20.6928901291614,7.06936369174073,64.3790764653679,14.9108597736489,7.06936369174073
