"ENSBTAG00000000575-ENSBTAG00000015296","ENSBTAG00000002278-ENSBTAG00000019929","ENSBTAG00000018255-ENSBTAG00000015127","ENSBTAG00000012066-ENSBTAG00000019929","ENSBTAG00000026236-ENSBTAG00000019929","ENSBTAG00000000575-ENSBTAG00000020679","ENSBTAG00000005710-ENSBTAG00000015457","ENSBTAG00000021697-ENSBTAG00000007173","ENSBTAG00000011966-ENSBTAG00000019929","ENSBTAG00000016800-ENSBTAG00000007338","ENSBTAG00000000575-ENSBTAG00000012897","ENSBTAG00000020221-ENSBTAG00000005092","ENSBTAG00000013201-ENSBTAG00000020319","ENSBTAG00000021697-ENSBTAG00000019929","ENSBTAG00000005947-ENSBTAG00000013125","ENSBTAG00000005691-ENSBTAG00000015127","ENSBTAG00000011412-ENSBTAG00000019929","ENSBTAG00000040584-ENSBTAG00000021923","ENSBTAG00000008300-ENSBTAG00000019929","ENSBTAG00000013155-ENSBTAG00000008165"
42.5484346345393,118.649274983021,92.6777134376409,81.1099411184073,129.056666911816,47.9862445938723,38.373139636219,77.1692214201749,84.9507556871609,42.1647164502546,70.0459895101988,72.938955466033,41.6797493356436,76.7672972215398,56.3922466900327,74.778906040202,124.359405994633,106.376179128578,94.8442898806392,41.0123715255298
45.0369727751664,114.482216446013,98.6716232182101,72.557215472318,138.321858032463,50.7928249280963,38.7235210534553,84.373925010792,92.7223811940956,44.8001484813752,74.142782212241,71.8169394931904,35.3023372035212,83.9344762050172,63.6248499455779,90.5078715477446,125.033428727752,107.318968485273,103.033554341798,30.4053370394426
47.9861483625061,120.69946595827,98.0682107812425,79.6529527061497,127.332354848994,54.1189134740067,42.5095254960883,76.9354552829449,91.7438690713213,44.6173873480564,78.9979061205324,73.7880990888884,36.3454728218647,76.53474861982,59.055262336947,80.8549152863163,127.249312058455,112.140269933124,103.697950553376,39.9861930920491
43.88359771877,122.840213660124,99.2969871190672,78.876854028023,131.438194084508,49.4920452862577,39.5475467716375,81.2577833746833,89.3883681144834,44.4443776646439,72.2440214753164,69.45877024873,36.4178383368684,80.834564520525,60.9427410640592,79.6726429776096,125.821195704561,109.842851234346,97.1142776986478,35.7120340654974
42.1761737403321,130.53100796145,98.9992877512321,78.4057346295882,130.654304239853,47.5664077073783,37.1795935418943,82.4342437464976,87.269010489841,41.6970679975947,69.4331495099811,69.7057027344677,34.7004663394172,82.0048974767264,60.3273214136358,82.2895988864751,125.983644268482,114.236400995845,99.5640935016515,34.7806917465184
42.5484346345393,120.676427173419,91.3972759224053,82.4957245108866,131.26163196578,47.9862445938723,38.373139636219,75.3603003126149,86.4021603459065,42.1647164502546,70.0459895101988,72.938955466033,41.6797493356436,78.0788854696416,56.3922466900327,73.7457588779495,126.484117184774,104.653462661651,96.4647280165294,41.0123715255298
45.0369727751664,116.438173411307,97.3083737014555,73.7968734331011,140.685121166861,50.7928249280963,38.7235210534553,82.3961186902035,94.3065659955903,44.8001484813752,74.142782212241,71.8169394931904,35.3023372035212,85.36851747761,63.6248499455779,89.2574126201855,127.169655762891,105.580983950223,104.793908085201,30.4053370394426
47.9861483625061,122.761646168239,96.7132980252127,81.0138430914723,129.507859605155,54.1189134740067,42.5095254960883,75.132013879496,93.3113357513332,44.6173873480564,78.9979061205324,73.7880990888884,36.3454728218647,77.8423637175809,59.055262336947,79.7378218343565,129.423398008013,110.324206494843,105.469655670277,39.9861930920491
43.88359771877,124.938969073721,97.9250975596353,80.2244845755964,133.683848118874,49.4920452862577,39.5475467716375,79.3530224247228,90.9155904784233,44.4443776646439,72.2440214753164,69.45877024873,36.4178383368684,82.2156430357629,60.9427410640592,78.5718838282684,127.970881933216,108.063993503736,98.7734991374964,35.7120340654974
42.1761737403321,132.761162496669,97.6315112134178,79.7453159857897,132.886565322464,47.5664077073783,37.1795935418943,80.5019054287781,88.7600231049085,41.6970679975947,69.4331495099811,69.7057027344677,34.7004663394172,83.4059714197998,60.3273214136358,81.1526838114304,128.136105971005,112.386391616582,101.265170649031,34.7806917465184
