"Sample","ENSBTAG00000020406-ENSBTAG00000021527","ENSBTAG00000032436-ENSBTAG00000012314","ENSBTAG00000010123-ENSBTAG00000012314","ENSBTAG00000009761-ENSBTAG00000012314","ENSBTAG00000017685-ENSBTAG00000007421","ENSBTAG00000015089-ENSBTAG00000015910","ENSBTAG00000015089-ENSBTAG00000023144","ENSBTAG00000017246-ENSBTAG00000012314","ENSBTAG00000013162-ENSBTAG00000012314","ENSBTAG00000031998-ENSBTAG00000039292","ENSBTAG00000000793-ENSBTAG00000018169","ENSBTAG00000014583-ENSBTAG00000010986","ENSBTAG00000021457-ENSBTAG00000023147","ENSBTAG00000008300-ENSBTAG00000033669","ENSBTAG00000011966-ENSBTAG00000018169","ENSBTAG00000005250-ENSBTAG00000008008","ENSBTAG00000000442-ENSBTAG00000007348","ENSBTAG00000010123-ENSBTAG00000005903","ENSBTAG00000015991-ENSBTAG00000021190","ENSBTAG00000014737-ENSBTAG00000037649","ENSBTAG00000032436-ENSBTAG00000022799","ENSBTAG00000021048-ENSBTAG00000016948","ENSBTAG00000020406-ENSBTAG00000047793","ENSBTAG00000015509-ENSBTAG00000012687","ENSBTAG00000017473-ENSBTAG00000018169","ENSBTAG00000014583-ENSBTAG00000012100","ENSBTAG00000000793-ENSBTAG00000019289","ENSBTAG00000022120-ENSBTAG00000013745","ENSBTAG00000017582-ENSBTAG00000002699","ENSBTAG00000011966-ENSBTAG00000019289"
"Zo_IVT_NP_3.NP_Hols_7",41.0852942780845,90.9997371536608,57.2018866965002,84.2656570350802,65.7649680329982,106.954252287741,55.0452070781736,91.8164260480386,92.3916803117351,30.4775815668756,75.0568883790758,67.3203639977259,36.9175889927245,80.7070326409288,110.754068862631,51.7835732345913,45.8077138113815,49.2702890669934,68.674675254136,67.251570435522,107.024202449707,48.1113636902041,51.2845635881906,47.5434250121374,67.1208928613191,60.2729984399474,50.8680106602176,47.9576450498227,77.2675455090662,75.060920819326
"Zo_IVT_NP_6.NP_Hols_7",41.0852942780845,89.5849914755542,57.2018866965002,86.7293717872827,66.1239798153038,106.954252287741,55.0452070781736,89.2238116461598,93.2611613990379,30.4775815668756,75.0568883790758,65.4718909376096,36.9175889927245,83.4427969836872,119.305191882432,51.7835732345913,45.8077138113815,49.2702890669934,71.7949160945785,67.251570435522,105.360329205624,48.1113636902041,51.2845635881906,62.8297517577564,67.1208928613191,58.6180309493908,50.8680106602176,47.9576450498227,75.6030474133383,80.8562398942549
"Zo_IVT_NP_28.NP_Hols_7",41.0852942780845,91.6938328856522,57.2018866965002,89.4173671271852,66.3344165849315,106.954252287741,55.0452070781736,91.1124889086496,95.7820410486779,30.4775815668756,75.0568883790758,66.2113752116416,36.9175889927245,87.5366409471347,117.113407258374,51.7835732345913,45.8077138113815,49.2702890669934,72.6017373320941,67.251570435522,107.840523951984,48.1113636902041,51.2845635881906,47.5434250121374,67.1208928613191,59.2801030453853,50.8680106602176,47.9576450498227,78.5816991321623,79.3708102950632
"SW_IVT_NP_2.NP_Hols_7",42.6816507849858,91.6342308924356,55.9321497691387,86.4076877674565,65.3726146374416,25.7951590260315,13.2757682825208,86.3342537008636,91.2137510413089,9.78123288278601,71.3360494920369,60.0242623645284,37.1688336165975,83.1201633211086,110.719721525402,52.1816165639076,15.3060070392836,48.1766135072681,71.7053365177322,55.5146572202075,107.770426433157,52.2503897740748,53.2772095756693,60.7184536400504,72.8576020619251,53.740681972225,48.3463011108565,46.0264608411005,76.0067826158432,75.037642733143
"SW_IVT_NP_3.NP_Hols_7",38.3460379695704,91.203913485705,56.7716831898546,85.9739666263934,65.4833823208952,117.46316472288,60.4537368821346,87.866449115517,91.1256883578094,9.78123288278601,73.2981186190152,60.4241227269042,40.0401805948459,81.8272741764768,112.559306193174,46.2539183387709,46.820275515059,48.8997374583982,71.1817265329255,70.0919433338299,107.264332913592,45.5588600430404,47.8652972349427,63.48813150542,64.1409651305546,54.0986833490222,49.6760465269353,43.5647211447014,66.19686935325,76.2843772369502
"Zo_IVT_PR_1.PR_Hols_1",66.8821213109058,98.7591594696548,60.6813981608119,95.2365828314754,73.9505307135148,138.480671501303,76.7275815128924,95.1679663225185,101.147785937793,37.4021675997884,77.4514464332883,41.6866220218928,41.8005157922138,76.695381680205,126.313223535978,55.1834079686683,51.7523946906663,51.8564931297341,87.7286805214704,61.5816543611241,113.528495747631,48.7295590312452,70.9864937528114,77.617271431295,69.2622669320808,33.9913055277468,47.7874367900187,53.4348154210946,42.3680890577608,77.9350866051063
"SW_IVT_PR_1.PR_Hols_1",49.1766371001413,95.3263351701551,58.8808648497585,92.033793165707,72.976186473846,129.116240995893,71.5390588321739,95.945377319917,98.3267312363623,44.9629258855111,81.4996978075418,59.420814572493,45.9912227287906,82.7506049249065,121.090308909204,58.9211928669506,71.7553522908511,50.3178116539536,86.5373942244305,70.1769687131438,109.582295911778,54.1992261004347,52.1944725118076,72.4091314628047,79.6698508693797,48.4517805683668,50.2852023653057,54.6900315187224,69.547903456878,74.7125554054907
"SW_IVT_PR_2.PR_Hols_1",48.4190548203431,96.4315716771618,70.5793488953925,91.6203511851988,73.6026663855276,128.889678957874,71.4135282649735,92.6154048597258,96.6165286254086,43.1122665911351,87.8887712687695,62.0713167367437,39.2979188591601,81.0310136158375,116.542547786225,62.5998029080232,52.2589077758477,60.3149833725923,85.9325849525859,71.5535134329603,110.852819463817,55.4798782451647,51.390399484247,65.6666695020807,68.2045676614474,50.6130021904902,54.2272519749045,62.6480316877902,57.4254039424532,71.9065929966717
"SW_IVT_PR_3.PR_Hols_1",45.5012758637245,95.1509011582125,60.5431001984728,91.1891919129416,73.1368266117719,136.155435942076,75.4392450326234,96.796889647653,99.2114961425114,46.3182754298107,75.264144402252,57.5436384882855,43.0675571380986,85.8368470027442,118.752685863035,54.8749940219665,64.1438748216233,51.7383078612455,83.8505390360706,72.0756810642611,109.380625913919,52.4831388972168,48.2935644315239,65.1872737782054,73.941072041565,46.9211296613644,46.4378744207884,52.5122857741243,72.7236738374637,73.270245174991
"SW_IVT_PR_4.PR_Hols_1",46.0734627442914,97.2255619708802,67.2934194491608,91.5277417564384,73.4650030095816,112.641724563294,62.4110715920498,92.5055902591588,95.9938835963041,41.304215965319,76.3055408981273,59.4963758634008,45.7524273672447,80.4207978552523,118.989717584434,60.1674409629749,65.0688455675578,57.5069271491392,85.5079718429094,70.7790257215294,111.765550233987,56.2611127193307,48.900864852424,59.915272245686,75.181995753106,48.5133933064767,47.0804146380696,55.8267323513615,70.2948826869486,73.416493423736
