"Sample","ENSBTAG00000014583-ENSBTAG00000010986","ENSBTAG00000025644-ENSBTAG00000010986","ENSBTAG00000002278-ENSBTAG00000015910","ENSBTAG00000015991-ENSBTAG00000021190","ENSBTAG00000002278-ENSBTAG00000019929","ENSBTAG00000014583-ENSBTAG00000026813","ENSBTAG00000025644-ENSBTAG00000026813","ENSBTAG00000016800-ENSBTAG00000000782","ENSBTAG00000002278-ENSBTAG00000013745","ENSBTAG00000019269-ENSBTAG00000019289"
"Zo_NP_1.NP_Hols_2",64.8771453134145,73.9943104778081,59.7137192909384,78.232761628268,42.3898015739248,63.4537037763021,72.3708331417557,70.4607208320948,29.4689128911236,12.7805162942831
"Zo_NP_8.NP_Hols_2",67.6485792014677,73.0815989765924,25.4591822065089,78.2579025609094,18.0730608440275,66.1643308256055,71.478147050967,42.0727439573108,12.5641884583918,12.7805162942831
"Zo_NP_9.NP_Hols_2",65.9653835555547,72.4568774334204,25.4591822065089,77.8417233561721,18.0730608440275,64.5180654512991,70.8671322544372,61.0836575753795,12.5641884583918,12.7805162942831
"Zo_NP_10.NP_Hols_2",65.7092391106287,71.1878558757993,25.4591822065089,78.3173455215325,18.0730608440275,64.2675409614535,69.6259537529167,56.5434168196878,12.5641884583918,29.2684829984148
"Zo_NP_11.NP_Hols_2",68.5897936108861,73.8926203156663,71.3193387748729,79.5004373416388,50.6284427590355,67.0848944545492,72.2713741197174,15.238020698144,35.1963235043074,12.7805162942831
"Zo_NP_14.NP_Hols_2",67.0152187697662,72.9318363793848,106.851169611655,77.6204217632544,75.85191362326,65.5448666826832,71.3316703304813,59.3985422733465,52.7313965197672,38.8326744030466
"Zo_NP_15.NP_Hols_2",65.4802824004977,72.6244957537901,25.4591822065089,77.5341530828159,18.0730608440275,64.0436076920091,71.0310729333441,62.5224665718151,12.5641884583918,12.7805162942831
"Zo_NP_1.NP_Hols_4",67.6875911871285,77.1997074408842,59.3378886220108,73.4020135531723,46.7170235609744,97.881410402692,111.636654731863,70.6185002830411,32.2156824857174,9.33618299487419
"Zo_NP_8.NP_Hols_4",70.5790822216132,76.2474577284835,25.2989453029524,73.4256020733789,19.9179891841891,102.062726588692,110.25962914607,42.1669555174963,13.7352846221954,9.33618299487419
"Zo_NP_9.NP_Hols_4",68.8229713721281,75.5956735567889,25.2989453029524,73.0351212698016,19.9179891841891,99.5232565949104,109.317099608754,61.2204393999226,13.7352846221954,9.33618299487419
"Zo_NP_10.NP_Hols_4",68.5557308764304,74.2716786124221,25.2989453029524,73.4813745261274,19.9179891841891,99.1368064911789,107.402502113885,56.670031891959,13.7352846221954,21.3806631096583
"Zo_NP_11.NP_Hols_4",71.5610695741143,77.0936121111721,70.8704637907401,74.5914123160079,55.7966790456555,103.482755066211,111.483232807294,15.2721424969401,38.4769396437727,9.33618299487419
"Zo_NP_14.NP_Hols_4",69.9182849290071,76.0912074895752,106.17866173528,72.8274846967778,83.5950040884973,101.107163392304,110.033679404148,59.5315506967096,57.6464402872824,28.3673167858942
"Zo_NP_15.NP_Hols_4",68.3168558747633,75.7705530199627,25.2989453029524,72.7465429695657,19.9179891841891,98.7913750514859,109.569988627343,62.6624702551583,13.7352846221954,9.33618299487419
"Zo_NP_1.NP_Hols_6",62.0386361650384,70.7569065167616,59.7723290200169,70.6254342912906,44.3776115407675,71.1289210746695,81.124646353118,70.4791482237677,31.776412779234,13.3131416014622
"Zo_NP_8.NP_Hols_6",64.6888140945047,69.8841280294526,25.4841706980884,70.6481305281271,18.9205715457339,74.1674194755268,80.1239829604812,42.0837471222302,13.548000232143,13.3131416014622
"Zo_NP_9.NP_Hols_6",63.0792617357055,69.2867393445147,25.4841706980884,70.2724204487969,18.9205715457339,72.3220255440739,79.4390611883647,61.0996326104013,13.548000232143,13.3131416014622
"Zo_NP_10.NP_Hols_6",62.834324139458,68.0732401019306,25.4841706980884,70.7017932753213,18.9205715457339,72.0411981753781,78.0477525267701,56.5582044584737,13.548000232143,30.4882408226486
"Zo_NP_11.NP_Hols_6",65.5888484288934,70.6596655093128,71.3893395581651,71.769841646137,53.0025921861477,75.1993324106359,81.0131569914621,15.2420058543049,37.952295970891,13.3131416014622
"Zo_NP_14.NP_Hols_6",64.083164490259,69.7409178552933,106.956045311528,70.0726381480847,79.4088821464897,73.4730263430812,79.9597887453188,59.414076604962,56.8604151917088,40.451017876523
"Zo_NP_15.NP_Hols_6",62.6153847584365,69.4470240170565,25.4841706980884,69.9947582050161,18.9205715457339,71.7901784412984,79.6228317630817,62.5388178944566,13.548000232143,13.3131416014622
"Zo_NP_1.NP_Hols_10",67.6421201593565,77.1478463836435,60.1027213664719,72.8594721339675,43.6612569084641,65.7532295639152,74.9935105770588,72.1901293321582,29.900195616696,14.2893537338099
"Zo_NP_8.NP_Hols_10",70.53166875407,76.1962363715536,25.625034791766,72.8828863027005,18.6151508932465,68.5620881809527,74.0684740549501,43.1053896663172,12.7480675673009,14.2893537338099
"Zo_NP_9.NP_Hols_10",68.7767376210412,75.5448900540602,25.625034791766,72.4952916871048,18.6151508932465,66.856163094822,73.4353164330592,62.582912697642,12.7480675673009,14.2893537338099
