"feature","importance"
"ENSBTAG00000000575-ENSBTAG00000015296",0.0625
"ENSBTAG00000017060-ENSBTAG00000007103",0.0625
"ENSBTAG00000005947-ENSBTAG00000015910",0.0625
"ENSBTAG00000017753-ENSBTAG00000020979",0.0625
"ENSBTAG00000005947-ENSBTAG00000013125",0.03125
"ENSBTAG00000017745-ENSBTAG00000010423",0.03125
"ENSBTAG00000017745-ENSBTAG00000015361",0.03125
"ENSBTAG00000017060-ENSBTAG00000010303",0.03125
"ENSBTAG00000007338-ENSBTAG00000017593",0.03125
"ENSBTAG00000016542-ENSBTAG00000018169",0.03125
"ENSBTAG00000009478-ENSBTAG00000018035",0.03125
"ENSBTAG00000000575-ENSBTAG00000020679",0.03125
"ENSBTAG00000034077-ENSBTAG00000017846",0.03125
"ENSBTAG00000011412-ENSBTAG00000017266",0.03125
"ENSBTAG00000007737-ENSBTAG00000018035",0.03125
"ENSBTAG00000016648-ENSBTAG00000017266",0.03125
"ENSBTAG00000017473-ENSBTAG00000017266",0.03125
"ENSBTAG00000017753-ENSBTAG00000015228",0.03125
"ENSBTAG00000013103-ENSBTAG00000010682",0
"ENSBTAG00000021466-ENSBTAG00000010682",0
"ENSBTAG00000005111-ENSBTAG00000008997",0
"ENSBTAG00000010963-ENSBTAG00000009024",0
"ENSBTAG00000006045-ENSBTAG00000011944",0
"ENSBTAG00000001725-ENSBTAG00000001338",0
"ENSBTAG00000026779-ENSBTAG00000007103",0
"ENSBTAG00000025471-ENSBTAG00000012642",0
"ENSBTAG00000040584-ENSBTAG00000021923",0
"ENSBTAG00000005947-ENSBTAG00000017060",0
"ENSBTAG00000013155-ENSBTAG00000010682",-0.03125
"ENSBTAG00000021217-ENSBTAG00000010682",-0.0625
