"feature","importance"
"ENSBTAG00000017745-ENSBTAG00000015361",0.0964963881110605
"ENSBTAG00000011412-ENSBTAG00000019929",0.0284633095565902
"ENSBTAG00000007737-ENSBTAG00000010444",0.0279456755065897
"ENSBTAG00000012817-ENSBTAG00000007909",0.0195651765395752
"ENSBTAG00000010562-ENSBTAG00000011515",0.0192238995837686
"ENSBTAG00000005339-ENSBTAG00000015996",0.0123944200687058
"ENSBTAG00000005339-ENSBTAG00000015910",0.0075704761231539
"ENSBTAG00000032436-ENSBTAG00000010444",0.00740372381065885
"ENSBTAG00000005339-ENSBTAG00000007213",0.00638163928659702
"ENSBTAG00000010452-ENSBTAG00000011515",0.00425743966924957
"ENSBTAG00000025644-ENSBTAG00000012100",0.00228374192161182
"ENSBTAG00000017753-ENSBTAG00000020054",0.00194627067838518
"ENSBTAG00000005691-ENSBTAG00000014357",0.00159892835279773
"ENSBTAG00000039355-ENSBTAG00000011515",0.00143570279858629
"ENSBTAG00000005339-ENSBTAG00000019866",0.00128576197563685
"ENSBTAG00000014906-ENSBTAG00000011515",-0.00067465241139944
"ENSBTAG00000014583-ENSBTAG00000012100",-0.000941485709554712
"ENSBTAG00000021105-ENSBTAG00000014031",-0.0030532521379617
"ENSBTAG00000040584-ENSBTAG00000021923",-0.00318758906947436
"ENSBTAG00000034077-ENSBTAG00000017846",-0.00387135015102463
"ENSBTAG00000017745-ENSBTAG00000016933",-0.00388056312863003
"ENSBTAG00000001460-ENSBTAG00000020661",-0.00443626194046942
"ENSBTAG00000017246-ENSBTAG00000010444",-0.00641681758842352
"ENSBTAG00000015362-ENSBTAG00000006420",-0.00649784155061325
"ENSBTAG00000015362-ENSBTAG00000011909",-0.00824556368088022
"ENSBTAG00000017745-ENSBTAG00000018474",-0.0146034014897022
"ENSBTAG00000014583-ENSBTAG00000011515",-0.0169080368384651
"ENSBTAG00000025644-ENSBTAG00000011515",-0.0201927596342192
"ENSBTAG00000006045-ENSBTAG00000011944",-0.0205142288759094
