"feature","importance"
"ENSBTAG00000017246-ENSBTAG00000012314",0.0625
"ENSBTAG00000025644-ENSBTAG00000010986",0.03125
"ENSBTAG00000014583-ENSBTAG00000010986",0.03125
"ENSBTAG00000032436-ENSBTAG00000010444",0.03125
"ENSBTAG00000000073-ENSBTAG00000014611",0.03125
"ENSBTAG00000018343-ENSBTAG00000015312",0.03125
"ENSBTAG00000002278-ENSBTAG00000019929",0
"ENSBTAG00000002278-ENSBTAG00000015910",0
"ENSBTAG00000002278-ENSBTAG00000013745",0
"ENSBTAG00000016800-ENSBTAG00000000782",0
"ENSBTAG00000015991-ENSBTAG00000010444",0
"ENSBTAG00000005250-ENSBTAG00000008008",0
"ENSBTAG00000019269-ENSBTAG00000019289",0
"ENSBTAG00000011034-ENSBTAG00000020148",0
"ENSBTAG00000013162-ENSBTAG00000012314",-0.03125
