"Sample","ENSBTAG00000025644-ENSBTAG00000010986","ENSBTAG00000014583-ENSBTAG00000010986","ENSBTAG00000032436-ENSBTAG00000010444","ENSBTAG00000002278-ENSBTAG00000019929","ENSBTAG00000002278-ENSBTAG00000015910","ENSBTAG00000000073-ENSBTAG00000014611","ENSBTAG00000002278-ENSBTAG00000013745","ENSBTAG00000016800-ENSBTAG00000000782","ENSBTAG00000013162-ENSBTAG00000012314","ENSBTAG00000018343-ENSBTAG00000015312","ENSBTAG00000015991-ENSBTAG00000010444","ENSBTAG00000017246-ENSBTAG00000012314","ENSBTAG00000005250-ENSBTAG00000008008","ENSBTAG00000019269-ENSBTAG00000019289","ENSBTAG00000011034-ENSBTAG00000020148"
"Zo_PR_1.PR_Hols_2",61.7782342821128,57.8983229663871,92.5122042621274,93.2253800176001,124.616192633182,97.8305029952893,73.6846401783433,81.4584009901019,99.3428412736206,18.5093542433912,88.1565598410698,98.5105964206637,15.4818309431243,60.3653158847824,71.1352908146606
"Zo_PR_3.PR_Hols_2",63.9823370966024,58.8487295581885,92.1660421077904,91.5047030256477,122.316129973763,100.697272742643,72.3246300073874,80.5323620014195,99.866672732825,18.5093542433912,89.0295132726745,99.5969416863316,50.5402850544994,55.7208873650423,74.2967304784653
"Zo_PR_4.PR_Hols_2",62.6542032709649,57.2262368054116,92.8162581114573,95.1351084906321,127.16896411266,96.6396739783227,75.1940752200362,80.6427536442977,99.6303751180476,18.5093542433912,88.2875446574121,97.2752868579216,15.4818309431243,42.159227303687,77.0415271076384
"SW_PR_1.PR_Hols_2",65.6113318522885,60.87754977693,91.2815230972227,89.3344795912283,119.415149773848,100.937962896386,70.6093017047126,74.1243612939857,102.501586297177,18.5093542433912,88.011538508947,100.619005219874,15.4818309431243,54.8050076931979,17.3600873479652
"SW_PR_2.PR_Hols_2",63.3615672007888,59.9891012992944,94.1018018993462,77.2610553169341,103.276366914249,98.180879156718,61.0665578381401,73.2121583842115,99.5127312171876,18.5093542433912,90.2571966754137,96.7985692540787,47.5189572900676,41.4751392511207,88.6824836522641
"SW_PR_4.PR_Hols_2",65.2454630584651,58.2761939404508,92.7831225602005,62.5428129182119,83.6022038308189,100.250486591573,49.4333695904468,66.4378461172532,101.608897878443,18.5093542433912,88.3898260127207,98.4208458030928,15.4818309431243,56.6168669168776,66.1482177498631
"SW_PR_6.PR_Hols_2",65.825010766669,57.1486960622759,92.273624766949,85.9376145564898,114.874493705318,102.586053702041,67.9244450940787,72.4837122519521,102.882049094089,18.5093542433912,89.4314456249073,101.461693289864,15.4818309431243,13.4831991230314,70.3737281280351
"Zo_PR_1.PR_Jap_4",65.5200895472941,61.4051752931728,85.7388949340017,90.1854212782537,121.511221283421,98.0326491408449,58.9091426775791,77.4377678802095,96.488020137594,18.4280768407851,81.7021503513218,95.679691554457,15.4851663397163,70.1729458266038,67.6790259808439
"Zo_PR_3.PR_Jap_4",67.8576930002728,62.4131472063357,85.4180771476615,88.5208533314808,119.268467618196,100.905342464556,57.8218464241145,76.557436430267,96.9967982210113,18.4280768407851,82.5111902304555,96.7348184516376,50.5511734239143,64.7739310755948,70.6868601331071
"Zo_PR_4.PR_Jap_4",66.4491152350169,60.6923814433272,86.0206873877639,92.0328759824873,124.000387206199,96.8393595263302,60.1159006127255,76.6623793497599,96.7672911048386,18.4280768407851,81.8235450742764,94.4798811560637,15.4851663397163,49.0088907895353,73.2982947705494
"SW_PR_1.PR_Jap_4",69.5853545869934,64.5648513453741,84.5983184669657,86.4213980687176,116.439769039285,101.146529953847,56.4504816528869,70.4657225575779,99.5559921176079,18.4280768407851,81.5677468003822,97.7275108846503,15.4851663397163,63.7092472641377,16.5166092553671
"SW_PR_2.PR_Jap_4",67.199323598256,63.6225902968141,87.2121096940638,74.7416725021096,100.703104534776,98.3837492808729,48.8212816105051,69.5985442637721,96.6530279437521,18.4280768407851,83.6489884173999,94.0168630143452,47.5291947463983,48.213658077675,84.3736497933931
"SW_PR_4.PR_Jap_4",69.1973254305691,61.8059335917172,85.9899778660263,60.5033729000738,81.5191483130204,100.457633123933,39.520820284782,63.1585992795769,98.6889569390371,18.4280768407851,81.9183378688753,95.5925201057192,15.4851663397163,65.815481569138,62.9342608487214
"SW_PR_6.PR_Jap_4",69.8119758520274,60.610144123131,85.5177831095277,83.1353003974029,112.012249206938,102.798026192304,54.3040017248876,68.9060528593558,99.9255215325052,18.4280768407851,82.8836949825963,98.5459825774719,15.4851663397163,15.6738316989129,66.9544654952692
"Zo_PR_1.PR_Jap_5",57.2894574232739,53.691458601985,92.2195020097381,93.1174297165535,121.194670058126,96.367495599179,60.2753027385767,75.3548161914409,99.395965806391,18.7666580989978,87.877638548099,98.5632759025537,14.6405941166324,58.9378631301869,69.0417034352088
"Zo_PR_3.PR_Jap_5",59.3334111848947,54.5728091068759,91.8744350886524,91.3987451820119,118.957759033715,99.1913942049669,59.1627910321546,74.4981642448019,99.9200773894691,18.7666580989978,88.7478300150774,99.6502021017235,47.79407569687,54.4032609600128,72.1100985622549
"Zo_PR_4.PR_Jap_5",58.101778925727,53.0682058989675,92.5225938535979,95.0249468200685,123.677351406767,95.1944748486118,61.5100465587548,74.6002843681661,99.6836534122863,18.7666580989978,88.0082089374899,97.3273057462299,14.6405941166324,41.1622921553457,74.774112902972
