"feature","importance"
"ENSBTAG00000011966-ENSBTAG00000019929",0.03125
"ENSBTAG00000020221-ENSBTAG00000005092",0.03125
"ENSBTAG00000013201-ENSBTAG00000020319",0.03125
"ENSBTAG00000005691-ENSBTAG00000015127",0.03125
"ENSBTAG00000040584-ENSBTAG00000021923",0.03125
"ENSBTAG00000000575-ENSBTAG00000015296",0
"ENSBTAG00000002278-ENSBTAG00000019929",0
"ENSBTAG00000012066-ENSBTAG00000019929",0
"ENSBTAG00000026236-ENSBTAG00000019929",0
"ENSBTAG00000000575-ENSBTAG00000020679",0
"ENSBTAG00000005710-ENSBTAG00000015457",0
"ENSBTAG00000021697-ENSBTAG00000007173",0
"ENSBTAG00000000575-ENSBTAG00000012897",0
"ENSBTAG00000008300-ENSBTAG00000019929",0
"ENSBTAG00000018255-ENSBTAG00000015127",-0.03125
"ENSBTAG00000021697-ENSBTAG00000019929",-0.03125
"ENSBTAG00000005947-ENSBTAG00000013125",-0.03125
"ENSBTAG00000011412-ENSBTAG00000019929",-0.03125
"ENSBTAG00000013155-ENSBTAG00000008165",-0.03125
"ENSBTAG00000016800-ENSBTAG00000007338",-0.0625
