"Sample","ENSBTAG00000020556-ENSBTAG00000018517","ENSBTAG00000010123-ENSBTAG00000018517","ENSBTAG00000000283-ENSBTAG00000012771","ENSBTAG00000008300-ENSBTAG00000011741","ENSBTAG00000009357-ENSBTAG00000012771","ENSBTAG00000000016-ENSBTAG00000016455","ENSBTAG00000020645-ENSBTAG00000011628","ENSBTAG00000020645-ENSBTAG00000021527","ENSBTAG00000014113-ENSBTAG00000019428","ENSBTAG00000008300-ENSBTAG00000033669","ENSBTAG00000008300-ENSBTAG00000015910","ENSBTAG00000001764-ENSBTAG00000021190","ENSBTAG00000000073-ENSBTAG00000014611","ENSBTAG00000007737-ENSBTAG00000011628","ENSBTAG00000008300-ENSBTAG00000001462","ENSBTAG00000019665-ENSBTAG00000005273","ENSBTAG00000020645-ENSBTAG00000011461","ENSBTAG00000003658-ENSBTAG00000018517","ENSBTAG00000006354-ENSBTAG00000017060","ENSBTAG00000025257-ENSBTAG00000019428"
"Zo_IVT_PR_2.PR_Jap_5",58.9929431655055,57.8313094646001,57.6218692666378,95.2070366482091,59.2047895991551,92.2122676734171,47.8781300356974,47.6156316362111,37.5617722355382,81.0613336703827,154.189585992185,63.1922339577419,77.5392570757877,62.8794447795653,49.3249224722255,49.7001195486333,46.0538262143936,54.3926252241763,68.0714752099602,35.6171138585443
"Zo_IVT_PR_3.PR_Jap_5",58.9929431655055,57.8313094646001,57.6218692666378,95.0103498505923,59.2047895991551,92.2122676734171,47.8781300356974,47.6156316362111,37.5617722355382,80.8938702696564,153.87104802522,63.1922339577419,92.0258769800067,67.7116507776584,49.2230228502511,49.7001195486333,46.0538262143936,54.3926252241763,68.0714752099602,35.6171138585443
"Zo_IVT_PR_7.PR_Jap_5",65.6852330506427,65.0735200539848,68.2805267371696,91.860669911747,69.0751052640483,94.017020452694,49.8677354670995,49.5943287835812,44.5048030713183,78.2121645316547,148.770082142069,65.5911321856616,79.0579805631141,67.3577113152898,47.59123465197,55.3680370937017,47.9676215674011,61.829918816898,71.7653945567141,43.5440465694151
"SW_IVT_PR_2.PR_Jap_5",67.2482941640716,67.2643724681905,69.0253351170356,92.3910955981466,73.7107393282341,95.7669171336997,60.684146423786,60.3514372870975,43.8616574433652,78.6637804527704,149.629116514578,70.1006716043366,90.3380926669903,64.277708824509,47.8660379310134,76.3655084352127,58.371894041938,53.0617258546926,76.5497303587524,34.2045654501058
"SW_IVT_PR_4.PR_Jap_5",60.9369361420616,64.1327768154294,58.3490437516877,91.6953310981614,65.9437404968016,93.8856870835994,61.4123584799845,61.0756568210506,44.2280290414546,78.0713914836892,148.502312824666,70.6188103828287,89.3965587400027,64.7406750959333,47.5055758136228,77.0365757365071,59.0723589819511,53.919191679188,78.4783092062184,44.6742692683901
"Zo_IVT_NP_6.NP_Jap_1",45.331176706539,44.4385576958841,54.2107316138609,95.8346375229252,55.6999451781613,84.8575694815434,71.4987356165934,71.4432500082031,32.0151897657627,86.3099926339549,159.053461645342,54.3930216234991,101.609492569167,76.5427452940392,52.1808775579612,88.6628586518114,63.0812172732142,41.7962144836914,58.1962254331627,30.357690578061
"Zo_IVT_NP_15.NP_Jap_1",45.331176706539,44.4385576958841,54.2107316138609,97.8930840395072,55.6999451781613,84.8575694815434,73.6710847284324,73.6139132984528,32.0151897657627,88.1638578780435,162.469794743026,54.3930216234991,100.368872207624,77.963922751829,53.3016784334869,89.572840326812,64.9978165687881,41.7962144836914,58.1962254331627,30.357690578061
"Zo_IVT_NP_21.NP_Jap_1",45.331176706539,44.4385576958841,54.2107316138609,98.4153698671883,55.6999451781613,84.8575694815434,73.7195681481516,73.6623590932823,32.0151897657627,88.6342356778155,163.336614621602,54.3930216234991,102.907980887066,75.7402215696643,53.5860571667812,87.5791722402682,65.0405920543555,41.7962144836914,58.1962254331627,30.357690578061
"Zo_IVT_NP_28.NP_Jap_1",45.331176706539,44.4385576958841,54.2107316138609,100.536446025211,55.6999451781613,84.8575694815434,72.7458189001281,72.6893655099426,32.0151897657627,90.5445060383749,166.856891987562,54.3930216234991,98.6483686719362,78.0013565774832,54.7409591745904,86.6861882919697,64.1814819266801,41.7962144836914,58.1962254331627,30.357690578061
"SW_IVT_NP_1.NP_Jap_1",43.6649617145547,44.9294944529273,51.9014842118042,97.0923654485785,40.1330885243425,84.5991801703165,69.8522988512275,69.798090937398,33.9206796342824,87.4427197022102,161.140869554985,48.8128828886381,99.0191134436449,73.917573757769,52.865696205854,84.7694675168798,61.6286148680529,42.5603714771752,46.7675048911714,33.0144949188308
"Zo_IVT_NP_6.NP_Jap_3",53.7476156243225,52.6892679931938,57.3195652485147,96.2465568183748,58.8941810400135,89.155715924676,70.3104589530855,64.4286018277773,30.9588119279783,82.6071672783329,159.858438205356,59.9772543710408,97.0670645077288,75.2706394699381,51.2770571372302,90.8444818322192,58.358180693528,49.5563326132926,59.7709045010564,29.3560038235045
