"NOT_PREGNANT","PREGNANT"
100,100
95.3020134228188,95.3020134228188
87.248322147651,87.248322147651
78.2997762863535,78.2997762863535
78.076062639821,78.076062639821
76.5100671140939,76.5100671140939
74.7203579418345,74.7203579418345
73.1543624161074,73.1543624161074
72.5950782997763,72.5950782997763
71.1409395973154,71.1409395973154
70.6935123042505,70.6935123042505
69.7986577181208,69.7986577181208
69.3512304250559,69.3512304250559
68.6800894854586,68.6800894854586
67.1140939597315,67.1140939597315
66.4429530201342,66.4429530201342
65.5480984340045,65.5480984340045
65.1006711409396,65.1006711409396
64.2058165548098,64.2058165548098
63.3109619686801,63.3109619686801
62.8635346756152,62.8635346756152
62.4161073825503,62.4161073825503
62.1923937360179,62.1923937360179
61.9686800894854,61.9686800894854
60.8501118568233,60.8501118568233
60.8501118568233,60.8501118568233
60.4026845637584,60.4026845637584
60.1789709172259,60.1789709172259
60.1789709172259,60.1789709172259
60.1789709172259,60.1789709172259
59.5078299776287,59.5078299776287
58.165548098434,58.165548098434
57.7181208053691,57.7181208053691
57.0469798657718,57.0469798657718
57.0469798657718,57.0469798657718
56.9351230425056,56.9351230425056
56.5995525727069,56.5995525727069
56.1521252796421,56.1521252796421
54.8098434004474,54.8098434004474
54.1387024608501,54.1387024608501
53.0201342281879,53.0201342281879
52.5727069351231,52.5727069351231
52.3489932885906,52.3489932885906
51.4541387024608,51.4541387024608
51.0067114093959,51.0067114093959
51.0067114093959,51.0067114093959
50.5592841163311,50.5592841163311
48.993288590604,48.993288590604
46.9798657718121,46.9798657718121
46.7561521252797,46.7561521252797
46.6442953020134,46.6442953020134
46.0850111856823,46.0850111856823
46.0850111856823,46.0850111856823
45.1901565995526,45.1901565995526
45.1901565995526,45.1901565995526
45.1901565995526,45.1901565995526
44.2953020134228,44.2953020134228
43.6241610738255,43.6241610738255
43.4004474272931,43.4004474272931
43.1767337807606,43.1767337807606
42.9530201342282,42.9530201342282
42.2818791946309,42.2818791946309
41.834451901566,41.834451901566
41.6107382550336,41.6107382550336
41.3870246085011,41.3870246085011
40.268456375839,40.268456375839
40.268456375839,40.268456375839
39.8210290827741,39.8210290827741
39.1498881431767,39.1498881431767
38.9261744966443,38.9261744966443
38.7024608501118,38.7024608501118
38.4787472035794,38.4787472035794
38.255033557047,38.255033557047
37.5838926174497,37.5838926174497
37.3601789709172,37.3601789709172
37.3601789709172,37.3601789709172
37.3601789709172,37.3601789709172
36.4653243847875,36.4653243847875
36.0178970917226,36.0178970917226
35.3467561521253,35.3467561521253
35.3467561521253,35.3467561521253
34.8993288590604,34.8993288590604
34.8993288590604,34.8993288590604
34.675615212528,34.675615212528
34.675615212528,34.675615212528
34.4519015659955,34.4519015659955
34.0044742729307,34.0044742729307
34.0044742729307,34.0044742729307
32.8859060402685,32.8859060402685
32.662192393736,32.662192393736
31.7673378076062,31.7673378076062
30.4250559284116,30.4250559284116
29.082774049217,29.082774049217
28.4116331096197,28.4116331096197
27.0693512304251,27.0693512304251
27.0693512304251,27.0693512304251
26.6219239373602,26.6219239373602
26.1744966442953,26.1744966442953
25.9507829977629,25.9507829977629
25.7270693512304,25.7270693512304
25.7270693512304,25.7270693512304
25.503355704698,25.503355704698
24.9440715883669,24.9440715883669
24.8322147651007,24.8322147651007
24.8322147651007,24.8322147651007
24.6085011185682,24.6085011185682
23.9373601789709,23.9373601789709
23.9373601789709,23.9373601789709
23.4899328859061,23.4899328859061
22.8187919463087,22.8187919463087
22.8187919463087,22.8187919463087
22.5950782997763,22.5950782997763
