"Sample","ENSBTAG00000015043-ENSBTAG00000022799","ENSBTAG00000009212-ENSBTAG00000012314","ENSBTAG00000017745-ENSBTAG00000015361","ENSBTAG00000031998-ENSBTAG00000015708","ENSBTAG00000017280-ENSBTAG00000037735","ENSBTAG00000012817-ENSBTAG00000022799","ENSBTAG00000007338-ENSBTAG00000017593","ENSBTAG00000000310-ENSBTAG00000022799","ENSBTAG00000007338-ENSBTAG00000004917","ENSBTAG00000012529-ENSBTAG00000012899","ENSBTAG00000017549-ENSBTAG00000002699","ENSBTAG00000001292-ENSBTAG00000032007","ENSBTAG00000014737-ENSBTAG00000015910","ENSBTAG00000014737-ENSBTAG00000000782","ENSBTAG00000011409-ENSBTAG00000001941","ENSBTAG00000025644-ENSBTAG00000010986","ENSBTAG00000017280-ENSBTAG00000039292","ENSBTAG00000001321-ENSBTAG00000013205","ENSBTAG00000007273-ENSBTAG00000012314","ENSBTAG00000017745-ENSBTAG00000010423","ENSBTAG00000010303-ENSBTAG00000007626","ENSBTAG00000014737-ENSBTAG00000000802","ENSBTAG00000010963-ENSBTAG00000000973","ENSBTAG00000015978-ENSBTAG00000039292","ENSBTAG00000017280-ENSBTAG00000005397","ENSBTAG00000001292-ENSBTAG00000034385","ENSBTAG00000010303-ENSBTAG00000017060","ENSBTAG00000017280-ENSBTAG00000047793","ENSBTAG00000010726-ENSBTAG00000025101","ENSBTAG00000014737-ENSBTAG00000037649","ENSBTAG00000015043-ENSBTAG00000007909","ENSBTAG00000022635-ENSBTAG00000012897","ENSBTAG00000010161-ENSBTAG00000015133","ENSBTAG00000005850-ENSBTAG00000022799","ENSBTAG00000010303-ENSBTAG00000020892","ENSBTAG00000006505-ENSBTAG00000006240","ENSBTAG00000017745-ENSBTAG00000016933","ENSBTAG00000005250-ENSBTAG00000008008","ENSBTAG00000007273-ENSBTAG00000034385","ENSBTAG00000022635-ENSBTAG00000015910","ENSBTAG00000022635-ENSBTAG00000009757","ENSBTAG00000025775-ENSBTAG00000016948","ENSBTAG00000045582-ENSBTAG00000012314","ENSBTAG00000010303-ENSBTAG00000007103","ENSBTAG00000014737-ENSBTAG00000011971","ENSBTAG00000014737-ENSBTAG00000001462","ENSBTAG00000007273-ENSBTAG00000011738","ENSBTAG00000021457-ENSBTAG00000011986","ENSBTAG00000008300-ENSBTAG00000001462","ENSBTAG00000008300-ENSBTAG00000015910","ENSBTAG00000018103-ENSBTAG00000011154","ENSBTAG00000017745-ENSBTAG00000018474","ENSBTAG00000010303-ENSBTAG00000011628","ENSBTAG00000000476-ENSBTAG00000003781","ENSBTAG00000031998-ENSBTAG00000039292","ENSBTAG00000017246-ENSBTAG00000010444","ENSBTAG00000006354-ENSBTAG00000025101","ENSBTAG00000025775-ENSBTAG00000019903","ENSBTAG00000025775-ENSBTAG00000020704","ENSBTAG00000003658-ENSBTAG00000018517"
"Zo_IVT_PR_1.PR_Jap_6",65.1019061497958,53.3079239027126,11.5213798721291,42.1969063784512,50.3240978641114,63.3736745034739,34.9624574206751,61.8456988348385,29.0129189818722,55.5817095905564,58.4266490898153,59.8832792627745,78.8174026803883,48.6772774438831,59.5289265907006,71.1284341979454,31.1807437524427,48.8809861747996,61.3891167984577,20.3180498067695,33.5689058930185,30.4261480296651,26.4805533768704,54.9192113542635,72.8006663611845,33.0685677292571,44.1152418427257,44.4402765467563,55.5194668095509,69.6766046449736,84.1613135635063,42.0695247627096,26.2413743059265,62.8916379607705,41.6463638887969,57.4711726353615,19.1908611885824,53.9551035379147,35.2942721354586,81.7703184249328,90.3200787586439,46.6425298015806,66.6937025812055,32.0011395498372,34.9374301100872,25.5086445453383,32.0767544735946,73.4071958826932,45.6231902912448,140.967951251105,97.7221033067193,19.4916307529144,38.8824178962031,34.3316425626116,29.2912473089483,92.7377888962067,62.6145365238199,78.3211640419616,56.5437385062155,46.0390434001624
"Zo_IVT_PR_2.PR_Jap_6",65.1019061497958,53.3079239027126,11.5213798721291,42.1969063784512,50.3240978641114,63.3736745034739,34.9624574206751,61.8456988348385,29.0129189818722,55.5817095905564,58.4266490898153,59.8832792627745,78.8174026803883,48.6772774438831,59.5289265907006,68.6524884343734,31.1807437524427,48.8809861747996,61.3891167984577,20.3180498067695,33.5689058930185,30.4261480296651,26.4805533768704,29.1543759338268,72.8006663611845,33.0685677292571,44.1152418427257,44.4402765467563,55.5194668095509,69.6766046449736,84.1613135635063,42.0695247627096,26.2413743059265,62.8916379607705,41.6463638887969,57.4711726353615,19.1908611885824,53.9551035379147,35.2942721354586,81.7703184249328,90.3200787586439,46.6425298015806,66.6937025812055,32.0011395498372,34.9374301100872,25.5086445453383,32.0767544735946,73.4071958826932,49.6714273534081,153.476319937928,99.628061503335,19.4916307529144,38.8824178962031,34.3316425626116,29.2912473089483,87.59781510316,62.6145365238199,78.3211640419616,56.5437385062155,46.0390434001624
"Zo_IVT_PR_5.PR_Jap_6",71.1663375572648,60.9350998561562,11.5213798721291,50.4715470771221,54.3062219913269,67.6356718938619,40.816296380774,66.1829733992666,33.8706140071036,61.6233344073889,60.9729758828158,66.211745927359,92.5008785758804,57.1281313151094,65.9167790084721,27.7759156859158,33.6480625374989,54.828793564659,66.329405192673,20.3180498067695,39.2982508332558,35.7084264224824,29.8849261641793,32.3487789735845,78.5613516451422,36.5632549123328,51.6445738514741,47.9568164345616,59.4915311839875,81.7731481457209,92.0011840596787,45.6364793802269,31.7110192073034,69.931009081607,48.7543222174354,63.7786248013022,19.1908611885824,59.0781214861667,38.1345782370355,88.7033897283722,97.9780597745892,49.7101855579789,68.1840477881836,37.462907280546,41.0029114188334,29.9371959932746,34.6581308822217,79.7010562655403,49.3169084809657,152.380916508027,99.1988104406443,19.4916307529144,45.5186420539924,42.7111266472275,35.0351410656061,85.9645320519758,64.9062225135096,83.4723076600978,60.2625917857174,50.4938589990677
"SW_IVT_PR_1.PR_Jap_6",68.7845432612419,57.4953631002343,54.3313117028917,50.7269095843228,55.7649139170405,64.4121040278948,34.5025048638968,75.3593135870418,28.6312362498849,56.8175981079004,65.19758184288,59.3228076354051,89.8184119821997,55.4714518740976,62.0854865378536,67.4938093311052,34.5518661043755,52.4012121843207,15.8840210618684,95.8137227917365,37.0296005745301,34.6729047878134,25.6248635645161,52.4144301358905,80.6715483245617,32.7590657414207,48.6631822285478,49.2449601932491,60.267357268975,79.4017789053621,88.9220893227271,51.1474917439691,30.5640722357298,73.0099815726791,45.9397820440855,59.4288426188582,90.4982452324191,57.6096906432233,9.13215552201955,99.4151160520882,109.809785317975,47.3832186634146,79.2627789306555,35.3002096415278,39.8138530896799,29.0690363671522,8.29964446837844,80.7666276779715,49.2252142501436,152.097596823936,96.6036605758366,91.9165827173237,42.8908945872974,39.0692041272838,35.2124025521417,93.4953481858315,66.3217285940868,79.5649133432653,57.441659727388,48.9319107947438
"SW_IVT_PR_3.PR_Jap_6",71.3504089601163,64.1428897022784,59.0302590310676,52.2560070003562,67.3454640521414,73.9334906550988,44.657644783559,75.5545857275579,37.0582826726717,66.9787496137052,70.1520345870387,69.5626319276408,92.2485444218814,56.9722908635712,69.3647148963184,69.4612832572415,41.7271594846948,55.6218264326658,81.5159846280327,104.100355722243,37.5374899544482,35.6110170171808,31.6405523414168,50.3547542050827,97.4243924379518,38.4136712892833,49.330635105798,59.4715290223046,61.0194060664644,81.550078284387,92.2391446966194,12.8654969998328,34.333433618334,67.7609226055858,46.569881398492,65.3858729152804,98.3251589275074,53.6535544484442,46.8657556077419,25.0066002006243,27.6212462310485,47.2582635197195,79.4518127114794,35.784379098061,40.8910591302535,29.8555299903094,42.5933514106593,75.6322869014543,51.0611032765409,157.770183793929,98.7668741399885,99.8661640404566,43.4791761112158,44.9981780483176,36.2738351171456,94.3251165789533,47.4630075075873,79.3550912699588,57.2901792866796,49.2525140372083
"Zo_IVT_NP_20.NP_Jap_5",60.8308981762401,48.6202103135061,77.7660987751922,35.404257417358,87.927590921309,59.2160470986009,31.2314750715511,57.7883142131665,29.9225659381115,57.9769439634213,49.74928005308,55.7077975918399,79.954689894276,50.1263282638908,52.9359599409772,77.5016415302278,53.5740032077627,45.0637301919428,55.9907711871991,109.012762287129,37.1525572858583,26.1065339750835,23.7829007751035,61.1005362353812,106.125847527393,36.3329390620817,45.3242816180888,73.2602498510906,37.5734746079268,64.0318269747289,81.5674278914386,38.2645700062541,27.8877827391602,58.7656345441828,40.3455342153217,53.5165781573652,114.121429741141,50.6643914188607,38.778354394938,82.9502144181732,90.7840597991385,47.9562963702067,83.9633967559234,31.7188404758468,31.2299807846381,29.7969159209486,32.7996270633645,70.9754948149269,59.2086033957459,158.875688213485,108.573614131756,107.970234144352,36.0470451818945,32.5537436053168,32.5792706833677,97.1377412775972,42.375149355003,86.1527342146326,62.0467599754713,45.5664296800036
"SW_IVT_NP_2.NP_Jap_5",60.7777511795724,45.3457919317084,67.6681474694778,11.3623610876545,71.3497679476136,56.6025792440548,30.078846249015,59.447057288418,28.8182437162027,53.5782461259106,44.3706863492491,55.257483144699,66.0007963216906,41.3781553836795,52.835111504489,72.5491316375626,43.4731880726668,47.3763849153708,14.541641185574,94.8574223303299,30.9593922411832,21.5503560057975,22.0633570248361,58.8256301969682,86.116934570628,36.0392414456973,37.7689266950779,59.4477998531487,28.1059698280453,52.8568314860962,81.4961637156939,49.1051226433559,9.03295165423953,62.4906189599671,33.6201142048349,53.1901701731992,99.3027277795584,51.0538319649347,10.071318958849,106.450443625299,116.503658339028,41.9973586665202,73.8062185865873,26.4314517079299,25.7796459922831,24.5966832128738,8.51855399850491,71.4585223361036,58.4267059250728,156.777606319283,104.099278896355,93.95026678032,30.0381640578673,10.9708397708956,10.4557322898508,94.9420878654538,48.7493982157625,75.4475960983748,54.3369740788457,48.4700697413688
"SW_IVT_NP_4.NP_Jap_5",57.4472412264645,23.3204192807997,70.6324484272617,11.3623610876545,81.3603442763703,54.136452221848,29.468695622528,17.2633024666752,28.2336644636566,52.0511244535389,43.4085272590044,52.0832751067546,25.3674302420087,15.9037091783319,48.3089371419247,77.6218872148826,49.5726005861785,41.2206236628941,14.4872354448023,99.0127887528189,11.8251805347839,8.28288722461761,20.3534333335872,62.2026493666947,98.1993865745473,33.9690051018018,14.426135154559,67.7884960477535,40.1456829008194,20.3155425428783,77.0303225299401,54.8360762866247,26.7160263961521,53.2778135311375,12.8414639723893,46.7529156168012,103.652827229233,53.2570797219547,10.0336383723518,118.874046803175,130.100550664528,45.2977945834507,82.5434123231278,10.0956984493681,9.90841638009148,9.45374420251205,8.48668288886344,73.1605760469441,59.7629223587866,160.36310392154,107.965977079875,98.0658939434039,11.4733102688375,10.9708397708956,10.4557322898508,100.786416596272,27.7088022848309,81.376777454431,58.6071402645612,40.034351526651
"SW_IVT_NP_5.NP_Jap_5",54.9370099841532,33.9661577456101,70.6324484272617,32.1130992287932,71.1868556729716,60.9656656083,26.0824067237663,58.5747011010621,24.9892947172212,37.3510457557884,41.2819358322721,44.4976914515849,79.0525600585091,49.5607522314642,48.441369727976,77.5108451856129,43.3739261386959,43.3828495479301,14.4872354448023,99.0127887528189,36.3433089131621,25.8119736029712,19.917680762735,59.0485817356142,85.9203045590715,29.0216447571528,44.337038644184,59.3120632337438,39.2951076580005,63.3093550143105,73.6643833117676,53.6655951907355,28.9328115745355,62.414700075588,39.4667371608392,46.2065527943379,103.652827229233,47.2595022913623,10.0336383723518,116.336669332043,127.323542435098,41.8001874033929,76.5414230832659,31.0279480605175,30.8776124936285,29.4607169199685,8.48668288886344,66.773556884964,59.9775356857468,160.938980366264,106.611399355689,98.0658939434039,35.2618768170493,10.9708397708956,29.5507215396009,99.5586126253836,31.6342708001875,75.0933810168798,54.0818701829384,43.6426772675959
"SW_IVT_NP_6.NP_Jap_5",58.9193060433735,48.0801105222789,72.9165108742294,37.2335120939368,74.8247560565683,47.8705191679142,25.973065717736,56.3943879081532,24.8845361857979,56.6827133138323,50.4505607796184,37.8674864292694,67.3866644589701,42.2470034934226,49.076534860082,75.4129957156051,45.5904873429571,31.1335014545885,14.4872354448023,102.214594687562,39.9913483274943,22.0028649662939,14.5946045731261,58.9864887505954,90.3111363490035,24.697387732851,48.7874662283981,62.3431196773825,42.1620179300799,53.9667059524146,79.0041967353952,47.4893989129971,27.3526793182222,52.418785694599,43.428297542197,44.6917305955366,107.004679465251,53.9943682386692,10.0336383723518,102.947865918248,112.670296047702,45.7639240909854,78.3818972869275,34.1424464607891,26.3209605212308,25.11315818662,8.48668288886344,53.1993560931673,60.4038464723147,162.082909047643,104.636203726336,101.237079859678,38.8013651107345,42.6679017241841,34.2625649424321,101.064726751765,35.376952679159,82.2141718032821,59.2102274055744,46.8922054425278
"Zo_IVT_NP_20.NP_Sim_2",62.7764055116373,52.0456992234366,72.8202203516525,41.0583714264878,89.3161039140296,61.1099079071291,32.1779250647081,59.6365129505289,25.2232458506717,57.000702273066,51.9799880285091,54.239884312892,80.8181502882356,48.7270028227239,54.2962776555348,76.7114824343958,52.4969861529932,47.309324775731,59.9355456857768,108.418616357477,31.2735351597764,28.8064562636711,26.8483613416895,59.87221063638,107.784383946919,37.3254333432917,44.7429808870253,74.999124035571,50.1524142131034,66.4664060500197,85.0744370842269,41.3860484379559,23.5947537775298,60.6450901580674,12.5131338061229,52.7777630922832,111.224558554353,53.4420755295408,39.8376492377238,83.8460245941023,92.6054896363101,51.404992794815,89.8789549687107,35.4180104016535,37.1099508667039,26.4020463191663,26.4889902675299,73.4949709307637,52.4627546520214,160.591445782138,105.668230242843,110.794175833696,36.4695527426891,11.8540858470239,31.9243181306928,92.1462256429197,56.5616053604443,85.4685396140827,59.1263442534752,49.2321539359433
"SW_IVT_NP_2.NP_Sim_2",62.7215587558838,48.5405849277176,63.3644928461735,13.1769475156415,72.4764914116003,58.4128555415157,30.9903665586171,61.3483063162938,24.2923567364434,52.6760716753699,46.3602235608214,53.8014357550025,66.7135634360267,40.2230437379169,54.1928376741914,71.8094652882277,42.5992312619748,49.7372226203783,15.5661581568536,94.3404264282687,26.0603767953408,23.7790810660671,24.9071796335965,57.6430378352588,87.4627713827809,37.0237128910953,37.284526194606,60.8588275891844,37.5153550579465,54.8665216980123,85.0001088898425,53.1109322262743,7.64242436050084,64.4892078551679,10.4272503959675,52.4558612844155,96.7820161872959,53.8528672215892,10.3464336819883,107.600041505191,118.841108767086,45.0175281049217,79.0061628406752,29.5139865606096,30.6334289070468,21.7942947923545,6.87958718322933,73.9951448812266,51.7699415671935,158.470705922265,101.313626321634,96.4075187923074,30.3902414989669,3.99491001817991,10.2455370212127,90.0633979789449,65.0698408243737,74.8484179254991,51.7794424132391,52.3693857857856
