"dataset","feature","mean_importance","sd_importance"
"vitro","ENSBTAG00000005947.ENSBTAG00000015910",36.5701272075607,41.6683349856633
"vitro","ENSBTAG00000000575.ENSBTAG00000015296",30.4542106027456,39.0971092819112
"vitro","ENSBTAG00000000575.ENSBTAG00000020679",26.8798868108042,27.9577155034069
"vitro","ENSBTAG00000021466.ENSBTAG00000010682",25.8620887057078,31.2297208524467
"vitro","ENSBTAG00000007773.ENSBTAG00000010347",25.4186820955076,31.5276551952688
"vitro","ENSBTAG00000000575.ENSBTAG00000012897",25.406382517483,23.9435193266594
"vitro","ENSBTAG00000008300.ENSBTAG00000008165",24.4765491779314,37.2263649150901
"vitro","ENSBTAG00000013103.ENSBTAG00000010682",24.3794565439959,32.8410078626424
"vitro","ENSBTAG00000000476.ENSBTAG00000003781",24.0648037462684,28.2703401459113
"vitro","ENSBTAG00000008300.ENSBTAG00000017489",23.7954303411015,30.3703918353518
"vitro","ENSBTAG00000005339.ENSBTAG00000000782",22.3110722387455,27.7172507882026
"vitro","ENSBTAG00000021217.ENSBTAG00000010682",18.6836964850597,30.7205811168102
"vitro","ENSBTAG00000004148.ENSBTAG00000003255",18.5776568154933,30.4368988940962
"vitro","ENSBTAG00000008300.ENSBTAG00000001462",18.3197593291582,26.5861016042307
"vitro","ENSBTAG00000008300.ENSBTAG00000011741",18.0615862001501,24.8991009335048
"vitro","ENSBTAG00000009208.ENSBTAG00000044190",17.512193207585,31.4376204998981
"vitro","ENSBTAG00000021945.ENSBTAG00000011741",15.9644781004494,26.7945812490899
"vitro","ENSBTAG00000008300.ENSBTAG00000018993",15.4639465011575,23.3915161122001
"vitro","ENSBTAG00000015991.ENSBTAG00000024015",14.7062933161922,31.1220340498236
"vitro","ENSBTAG00000005947.ENSBTAG00000015739",11.6936916320542,19.1067542187873
"vivo","ENSBTAG00000010452.ENSBTAG00000011515",47.1756144705291,35.113298721815
"vivo","ENSBTAG00000014583.ENSBTAG00000011515",41.0808747286688,31.27761166431
"vivo","ENSBTAG00000010562.ENSBTAG00000011515",39.5209634335244,30.7047520786024
"vivo","ENSBTAG00000025644.ENSBTAG00000011515",38.9266439388723,25.0796572254436
"vivo","ENSBTAG00000014906.ENSBTAG00000011515",37.3233359578943,30.4836468857645
"vivo","ENSBTAG00000017745.ENSBTAG00000015361",32.0154878738068,39.479235104913
"vivo","ENSBTAG00000014737.ENSBTAG00000037649",27.8802723843623,39.6822552902981
"vivo","ENSBTAG00000021105.ENSBTAG00000014031",25.4935431290779,35.3174801043514
"vivo","ENSBTAG00000003329.ENSBTAG00000002081",23.9515526159913,40.3602193258647
"vivo","ENSBTAG00000001941.ENSBTAG00000023144",18.9821502503317,24.6040700990057
"vivo","ENSBTAG00000012519.ENSBTAG00000031753",17.9598204565052,26.840795176249
"vivo","ENSBTAG00000015089.ENSBTAG00000023144",17.9339501165831,24.7919870141959
"vivo","ENSBTAG00000017246.ENSBTAG00000010444",15.5766816548026,23.4082271520521
"vivo","ENSBTAG00000026236.ENSBTAG00000019929",15.1374022943724,14.9329572781851
"vivo","ENSBTAG00000001292.ENSBTAG00000032007",11.4638975077671,30.1797802370313
"vivo","ENSBTAG00000014465.ENSBTAG00000019929",10.0829787475568,31.5938682740103
"vivo","ENSBTAG00000005077.ENSBTAG00000015910",9.19876519359467,20.7337140155478
"vivo","ENSBTAG00000001492.ENSBTAG00000007213",8.32445943033576,25.3051120143622
"vivo","ENSBTAG00000034077.ENSBTAG00000003848",3.46211381652669,7.70815424452145
"vivo","ENSBTAG00000034077.ENSBTAG00000017846",2.95977219547587,5.87470169238235
