"dataset","feature","mean_shap","sd_shap"
"vitro","ENSBTAG00000005947.ENSBTAG00000015910",0.0394130797354897,0.050613006156594
"vitro","ENSBTAG00000021466.ENSBTAG00000010682",0.0370544943580241,0.048013537199069
"vitro","ENSBTAG00000013103.ENSBTAG00000010682",0.0358161203404805,0.0496991936852522
"vitro","ENSBTAG00000008300.ENSBTAG00000008165",0.0318545671921846,0.0521529857071943
"vitro","ENSBTAG00000000575.ENSBTAG00000015296",0.0288103535399519,0.0326239410706131
"vitro","ENSBTAG00000021217.ENSBTAG00000010682",0.0286547445592792,0.0493078349621765
"vitro","ENSBTAG00000000575.ENSBTAG00000012897",0.0271550453252767,0.0241378545185864
"vitro","ENSBTAG00000004148.ENSBTAG00000003255",0.0268902077739761,0.0556092126093611
"vitro","ENSBTAG00000000575.ENSBTAG00000020679",0.026160770084654,0.0236017950972663
"vitro","ENSBTAG00000007773.ENSBTAG00000010347",0.0251165871538447,0.0362564815198985
"vitro","ENSBTAG00000000476.ENSBTAG00000003781",0.0231562104604129,0.0247017565982008
"vitro","ENSBTAG00000009208.ENSBTAG00000044190",0.0209585171711422,0.030979871628388
"vitro","ENSBTAG00000015991.ENSBTAG00000024015",0.0209055311596007,0.0404226717406383
"vitro","ENSBTAG00000005339.ENSBTAG00000000782",0.020468453485274,0.0231338675215432
"vitro","ENSBTAG00000008300.ENSBTAG00000017489",0.0198070087922792,0.0242458746373154
"vitro","ENSBTAG00000008300.ENSBTAG00000011741",0.0182361448440731,0.0203264334384541
"vitro","ENSBTAG00000021945.ENSBTAG00000011741",0.0167337696855428,0.0254505997871312
"vitro","ENSBTAG00000008300.ENSBTAG00000001462",0.0148447370126412,0.0224300535173526
"vitro","ENSBTAG00000008300.ENSBTAG00000018993",0.0124087654365424,0.0179538658653085
"vitro","ENSBTAG00000005947.ENSBTAG00000015739",0.0123421570342956,0.020763329512336
"vivo","ENSBTAG00000010452.ENSBTAG00000011515",0.0526864005942767,0.0335487927025024
"vivo","ENSBTAG00000017745.ENSBTAG00000015361",0.0503083503073945,0.0744158937914142
"vivo","ENSBTAG00000014583.ENSBTAG00000011515",0.0463030101732827,0.0306404393459385
"vivo","ENSBTAG00000010562.ENSBTAG00000011515",0.0454948358457707,0.0300895809749426
"vivo","ENSBTAG00000025644.ENSBTAG00000011515",0.0450362593236583,0.0241567478414864
"vivo","ENSBTAG00000014906.ENSBTAG00000011515",0.0435121443325376,0.0301619938543655
"vivo","ENSBTAG00000014737.ENSBTAG00000037649",0.0420818428725956,0.0581944899171969
"vivo","ENSBTAG00000021105.ENSBTAG00000014031",0.0340624782336422,0.0398138262034483
"vivo","ENSBTAG00000001941.ENSBTAG00000023144",0.0232942850380287,0.0313038714994493
"vivo","ENSBTAG00000015089.ENSBTAG00000023144",0.0226030970619915,0.0326571131089278
"vivo","ENSBTAG00000017246.ENSBTAG00000010444",0.0218156942988105,0.0308982084357087
"vivo","ENSBTAG00000012519.ENSBTAG00000031753",0.0206789254781947,0.0242633398512596
"vivo","ENSBTAG00000003329.ENSBTAG00000002081",0.0205836684797666,0.0259996271969562
"vivo","ENSBTAG00000001292.ENSBTAG00000032007",0.0162318958917627,0.0382341332215007
"vivo","ENSBTAG00000026236.ENSBTAG00000019929",0.0158704227603076,0.0149728497447038
"vivo","ENSBTAG00000014465.ENSBTAG00000019929",0.0139870396655578,0.0423777477664199
"vivo","ENSBTAG00000005077.ENSBTAG00000015910",0.0116599796092575,0.0220841550694556
"vivo","ENSBTAG00000001492.ENSBTAG00000007213",0.0115543781961875,0.0340125263474844
"vivo","ENSBTAG00000034077.ENSBTAG00000003848",0.00919996901454245,0.0206484585015717
"vivo","ENSBTAG00000034077.ENSBTAG00000017846",0.00814889466325093,0.0161462198320543
