"feature","importance"
"ENSBTAG00000009212-ENSBTAG00000012314",0.15625
"ENSBTAG00000012398-ENSBTAG00000012314",0.15625
"ENSBTAG00000012398-ENSBTAG00000008008",0.125
"ENSBTAG00000013472-ENSBTAG00000015910",0.0625
"ENSBTAG00000005111-ENSBTAG00000018114",0.0625
"ENSBTAG00000002278-ENSBTAG00000013745",0.03125
"ENSBTAG00000001745-ENSBTAG00000015910",0.03125
"ENSBTAG00000012413-ENSBTAG00000015457",0.03125
"ENSBTAG00000005111-ENSBTAG00000000231",0.03125
"ENSBTAG00000011757-ENSBTAG00000004334",0.03125
"ENSBTAG00000021457-ENSBTAG00000023147",0.03125
"ENSBTAG00000019269-ENSBTAG00000019289",0.03125
"ENSBTAG00000006295-ENSBTAG00000017489",0.03125
"ENSBTAG00000000016-ENSBTAG00000013674",0.03125
"ENSBTAG00000012228-ENSBTAG00000010146",0.03125
"ENSBTAG00000012228-ENSBTAG00000014966",0.03125
"ENSBTAG00000005691-ENSBTAG00000015457",0.03125
"ENSBTAG00000013003-ENSBTAG00000021527",0.03125
"ENSBTAG00000005250-ENSBTAG00000006240",0.03125
"ENSBTAG00000008027-ENSBTAG00000012314",0
"ENSBTAG00000005339-ENSBTAG00000015910",0
"ENSBTAG00000003329-ENSBTAG00000006420",0
"ENSBTAG00000000470-ENSBTAG00000019929",0
"ENSBTAG00000017246-ENSBTAG00000012314",0
"ENSBTAG00000010361-ENSBTAG00000022799",0
"ENSBTAG00000005111-ENSBTAG00000006420",0
"ENSBTAG00000016800-ENSBTAG00000007338",0
"ENSBTAG00000013162-ENSBTAG00000012314",0
"ENSBTAG00000008027-ENSBTAG00000016948",0
"ENSBTAG00000000073-ENSBTAG00000012314",0
"ENSBTAG00000008027-ENSBTAG00000002144",0
"ENSBTAG00000005339-ENSBTAG00000011628",0
"ENSBTAG00000012817-ENSBTAG00000022799",0
"ENSBTAG00000016800-ENSBTAG00000000782",0
"ENSBTAG00000007273-ENSBTAG00000012314",0
