"Seed","Gene","Accuracy"
64,"ENSBTAG00000017122-ENSBTAG00000000782",0.75
64,"ENSBTAG00000017246-ENSBTAG00000007909",0.75
64,"ENSBTAG00000007737-ENSBTAG00000002081",0.75
64,"ENSBTAG00000003329-ENSBTAG00000002081",0.75
64,"ENSBTAG00000012413-ENSBTAG00000010543",0.75
64,"ENSBTAG00000011966-ENSBTAG00000019929",0.75
64,"ENSBTAG00000007319-ENSBTAG00000022799",0.75
64,"ENSBTAG00000032436-ENSBTAG00000012599",0.75
64,"ENSBTAG00000017745-ENSBTAG00000015361",0.75
64,"ENSBTAG00000005691-ENSBTAG00000019866",0.75
64,"ENSBTAG00000005339-ENSBTAG00000019866",0.75
64,"ENSBTAG00000013103-ENSBTAG00000019289",0.75
64,"ENSBTAG00000009761-ENSBTAG00000002144",0.75
64,"ENSBTAG00000014737-ENSBTAG00000037649",0.75
64,"ENSBTAG00000017312-ENSBTAG00000017136",0.75
64,"ENSBTAG00000039355-ENSBTAG00000011578",0.75
64,"ENSBTAG00000002080-ENSBTAG00000022799",0.75
64,"ENSBTAG00000010138-ENSBTAG00000019866",0.75
64,"ENSBTAG00000013103-ENSBTAG00000015910",0.75
64,"ENSBTAG00000008300-ENSBTAG00000011578",0.75
64,"ENSBTAG00000007737-ENSBTAG00000011628",0.75
64,"ENSBTAG00000020244-ENSBTAG00000015510",0.75
64,"ENSBTAG00000005481-ENSBTAG00000003166",0.75
64,"ENSBTAG00000005198-ENSBTAG00000011578",0.75
64,"ENSBTAG00000021333-ENSBTAG00000017801",0.75
64,"ENSBTAG00000010361-ENSBTAG00000007909",0.75
64,"ENSBTAG00000005710-ENSBTAG00000011425",0.75
64,"ENSBTAG00000013472-ENSBTAG00000011578",0.75
64,"ENSBTAG00000011238-ENSBTAG00000017256",0.75
64,"ENSBTAG00000021499-ENSBTAG00000013732",0.75
64,"ENSBTAG00000025471-ENSBTAG00000004211",0.75
64,"ENSBTAG00000021697-ENSBTAG00000019929",0.75
64,"ENSBTAG00000000793-ENSBTAG00000018169",0.75
64,"ENSBTAG00000003837-ENSBTAG00000011761",0.75
64,"ENSBTAG00000017564-ENSBTAG00000000561",0.75
64,"ENSBTAG00000000442-ENSBTAG00000007348",0.75
64,"ENSBTAG00000007737-ENSBTAG00000006161",0.75
64,"ENSBTAG00000016648-ENSBTAG00000015910",0.75
64,"ENSBTAG00000037899-ENSBTAG00000022799",0.75
64,"ENSBTAG00000013155-ENSBTAG00000019289",0.75
64,"ENSBTAG00000014906-ENSBTAG00000011578",0.75
64,"ENSBTAG00000047330-ENSBTAG00000017851",0.75
64,"ENSBTAG00000007737-ENSBTAG00000002144",0.75
64,"ENSBTAG00000020676-ENSBTAG00000011578",0.75
64,"ENSBTAG00000038735-ENSBTAG00000016948",0.75
64,"ENSBTAG00000025644-ENSBTAG00000011425",0.75
64,"ENSBTAG00000000793-ENSBTAG00000015910",0.75
64,"ENSBTAG00000011412-ENSBTAG00000019289",0.75
64,"ENSBTAG00000010452-ENSBTAG00000011515",0.75
64,"ENSBTAG00000021105-ENSBTAG00000013205",0.75
64,"ENSBTAG00000007319-ENSBTAG00000007909",0.75
64,"ENSBTAG00000025644-ENSBTAG00000020667",0.75
64,"ENSBTAG00000000575-ENSBTAG00000013745",0.75
64,"ENSBTAG00000005339-ENSBTAG00000011971",0.75
64,"ENSBTAG00000017280-ENSBTAG00000017060",0.75
64,"ENSBTAG00000003505-ENSBTAG00000011628",0.75
64,"ENSBTAG00000021466-ENSBTAG00000010682",0.75
64,"ENSBTAG00000015043-ENSBTAG00000007909",0.75
