"ENSBTAG00000016208-ENSBTAG00000015127","ENSBTAG00000000476-ENSBTAG00000003781","ENSBTAG00000008300-ENSBTAG00000011741","ENSBTAG00000025257-ENSBTAG00000014162","ENSBTAG00000012004-ENSBTAG00000013843","ENSBTAG00000017753-ENSBTAG00000020979","ENSBTAG00000018255-ENSBTAG00000015127","ENSBTAG00000009357-ENSBTAG00000012771","ENSBTAG00000003253-ENSBTAG00000011434","ENSBTAG00000012849-ENSBTAG00000019929","ENSBTAG00000005339-ENSBTAG00000000782","ENSBTAG00000005111-ENSBTAG00000011909","ENSBTAG00000010963-ENSBTAG00000009024","ENSBTAG00000002006-ENSBTAG00000003585","ENSBTAG00000007740-ENSBTAG00000026676"
119.784935271569,31.5819712807905,64.9044967729338,31.1580980471664,44.2438618305394,97.0980984931812,82.9269168838396,27.4902402529594,44.8425030977458,111.677473671565,43.3660928143307,35.9617629417775,39.7258100831978,51.170100275522,84.9307928406015
120.943874448283,31.71292161885,66.687978889122,34.4283765733867,47.0461979679832,98.2438069593331,91.2975744512305,26.8794454111063,36.9483372296364,114.302924701077,41.1746442438004,34.9518735362307,34.7013719954999,49.9567081972739,85.8061873183135
119.173429927462,33.4950155557376,68.3127043167623,34.9483069713478,47.2384030816788,98.412690111018,90.4645710301669,25.0184003369029,31.9706257723956,115.126425580204,43.2023143563606,38.7360388953019,35.955637102068,52.6401111384746,87.5718256695915
124.295528318166,31.7686431612688,63.3612723577187,35.160825504984,44.6575516796617,97.8562877136414,82.7686618467997,27.2874275829557,33.4529675979424,113.067763003072,39.5393614257457,40.2449888241626,40.5242385433921,52.610659602829,87.3549642444551
117.818290606099,31.0681744415921,67.3596117529829,47.7498633910444,44.5411154170016,97.8343889713358,86.1430652751817,26.730460964928,29.3059732995362,113.694265160881,42.0828865105629,36.7623630407034,36.7841766225882,55.8389247886494,86.2865974093594
123.920688191218,31.5819712807905,64.9044967729338,31.1580980471664,44.2438618305394,97.0980984931812,85.7900919387186,27.4902402529594,44.8425030977458,21.1868714888453,43.3660928143307,35.9617629417775,39.7258100831978,51.170100275522,84.9307928406015
125.119641465472,31.71292161885,66.687978889122,34.4283765733867,47.0461979679832,98.2438069593331,94.4497588994462,26.8794454111063,36.9483372296364,21.6849584506449,41.1746442438004,34.9518735362307,34.7013719954999,49.9567081972739,85.8061873183135
123.288069716261,33.4950155557376,68.3127043167623,34.9483069713478,47.2384030816788,98.412690111018,93.5879947972257,25.0184003369029,31.9706257723956,21.8411887692885,43.2023143563606,38.7360388953019,35.955637102068,52.6401111384746,87.5718256695915
128.587016166582,31.7686431612688,63.3612723577187,35.160825504984,44.6575516796617,97.8562877136414,85.6263729113196,27.2874275829557,33.4529675979424,21.4506299750515,39.5393614257457,40.2449888241626,40.5242385433921,52.610659602829,87.3549642444551
121.886142195763,31.0681744415921,67.3596117529829,47.7498633910444,44.5411154170016,97.8343889713358,89.1172826332465,26.730460964928,29.3059732995362,21.5694867173166,42.0828865105629,36.7623630407034,36.7841766225882,55.8389247886494,86.2865974093594
