"dataset","mean_accuracy","sd_accuracy","mean_kappa","sd_kappa","mean_auc","sd_auc"
"vitro",0.703125,0.166177668057748,0.40625,0.332355336115496,0.7294921875,0.179407168290352
"vivo",0.621875,0.182485016508205,0.24375,0.364970033016411,0.75,0.159471988462447
