"ENSBTAG00000003835-ENSBTAG00000002081","ENSBTAG00000031998-ENSBTAG00000039292","ENSBTAG00000008300-ENSBTAG00000011578","ENSBTAG00000005077-ENSBTAG00000015127","ENSBTAG00000000073-ENSBTAG00000018517","ENSBTAG00000011757-ENSBTAG00000022799","ENSBTAG00000004594-ENSBTAG00000011578","ENSBTAG00000010562-ENSBTAG00000011515","ENSBTAG00000003806-ENSBTAG00000016455","ENSBTAG00000005947-ENSBTAG00000015910","ENSBTAG00000021105-ENSBTAG00000013205","ENSBTAG00000020457-ENSBTAG00000008997","ENSBTAG00000013472-ENSBTAG00000011578","ENSBTAG00000000310-ENSBTAG00000022799","ENSBTAG00000007737-ENSBTAG00000007909","ENSBTAG00000005339-ENSBTAG00000019866","ENSBTAG00000026236-ENSBTAG00000019929","ENSBTAG00000011757-ENSBTAG00000007909","ENSBTAG00000038221-ENSBTAG00000006359","ENSBTAG00000007244-ENSBTAG00000015910","ENSBTAG00000021316-ENSBTAG00000003585","ENSBTAG00000006989-ENSBTAG00000011971","ENSBTAG00000021316-ENSBTAG00000019289","ENSBTAG00000039355-ENSBTAG00000011515","ENSBTAG00000047567-ENSBTAG00000000570"
15.2383717731081,16.9420599213632,17.7055978719162,101.018406810857,19.81660573145,79.7218553806769,11.7181518738522,14.4283982624691,28.6079427151863,81.3308831193095,17.917337897293,10.2565903457659,25.2142842881016,63.2275442778408,91.976774227761,13.4043682503073,118.557375567004,71.6558687913834,46.7454680574745,90.7193109089454,34.6962657705181,14.5207402592231,9.4810134191486,13.2954478843502,17.2037982971736
14.5935259223043,17.7022395845604,17.07707009649,101.089267444575,19.6073279741959,78.2626078607478,9.97559033061332,16.1390058880914,29.3291593483208,84.1346758627024,17.9315129745103,9.98904296648404,27.0429101873831,69.2770020835894,90.9718050871094,13.0400634524381,112.034451389107,70.3442629798667,46.2406128469733,97.152647386814,36.1068598883068,14.890426069559,9.86646878337083,13.2975271533942,17.7547199950302
14.7547014048165,18.1469065656098,18.2167904982458,94.3909710037634,19.6190361148426,77.1166953019869,8.68506620056433,14.4300487835666,30.8540736766467,84.9806579818534,18.8002025279845,9.75333145840757,27.8582444632576,67.827423031277,92.226635797376,14.327721168946,115.146378485398,69.3142899622433,46.5153026488106,112.757496947347,42.1977013471772,14.4412698879095,11.5308366432264,4.0120101623182,17.3383466187186
16.0255429129538,18.942206335795,18.684673547574,93.2434634931558,19.8209539967962,79.9316613880272,8.9432401549521,15.7536183373971,33.1103940309779,89.762019423738,18.1250820751869,10.790177036212,27.2261166036936,91.3790030535914,91.2666578255054,13.4992380578865,113.110494418741,71.8444473394182,46.5153026488106,99.6904457362765,49.0180109267206,14.9156714045392,13.3945371081146,4.0120101623182,18.462075799846
15.1812289530166,18.1213907661198,18.1291643542751,109.667265993011,18.9652344250821,75.9337783001658,10.5054318154341,14.4300487835666,30.8540736766467,86.2132223977672,18.9786938542169,9.94489965848682,28.8531419409943,70.386916353756,93.4685990153999,14.398893182062,115.777702044445,68.2510564854402,46.5153026488106,122.695298530455,39.4902002331773,14.5484062612683,10.7909917687384,4.0120101623182,17.3073735823431
14.4507282093926,17.8054337168975,17.8450198762847,81.253425677468,19.2268838045226,82.0330352745132,9.44511620962934,15.4354781586534,28.6299458666092,84.7396622777484,18.4216501209718,9.62914312582445,25.8948950738141,75.857166308068,92.1586688759133,12.5467509065067,115.211815190076,73.7332113524066,45.7940913979805,95.3938411758067,42.0108863909925,13.8842971746283,11.4797880630074,4.03920829943454,17.4730742182675
16.1294756609842,17.9354898158389,17.532883961246,98.3860398961117,18.7220864465002,75.5674528820169,8.51009021749562,15.2977271224156,29.0348818343975,82.8296931112273,18.7537426881272,10.2262779274233,26.0310259184961,61.8058724790921,91.1885511623091,12.6937079547928,111.174620765279,67.921794629046,46.6937298356454,91.0665894680929,52.7774078127748,14.2746575694369,14.4218203483436,4.0120101623182,17.5920888251538
15.2383717731081,16.9420599213632,17.7055978719162,100.617680413065,59.1855738742844,21.9080208664716,11.7181518738522,14.4283982624691,56.1519098891591,82.1798376580259,17.917337897293,43.8474190053735,25.2142842881016,17.3752900350891,127.622095316022,13.4043682503073,123.497254012193,99.4258843455519,50.2384368343565,91.6662644866214,32.0873168178067,14.5207402592231,15.6620238760237,13.2954478843502,17.2037982971736
14.5935259223043,17.7022395845604,17.07707009649,100.688259952204,58.5605312040076,21.5070113194246,9.97559033061332,16.1390058880914,57.5675199453423,85.0128971754145,17.9315129745103,42.7036410394332,27.0429101873831,19.0377155670381,126.227653419851,13.0400634524381,116.702541998306,97.6059696627437,49.6958572505543,98.1667539326184,33.3918428050753,14.890426069559,16.2987713259742,13.2975271533942,17.7547199950302
14.7547014048165,18.1469065656098,18.2167904982458,94.0165347501283,58.5954995044608,21.1921080080477,8.68506620056433,14.4300487835666,60.5606345780626,85.8677098928841,18.8002025279845,41.6959629602084,27.8582444632576,18.6393629700744,127.968789982376,14.327721168946,119.94413240329,96.17683371259,49.991072740571,113.934491283771,39.0246898921493,14.4412698879095,19.0481998951709,4.0120101623182,17.3383466187186
16.0255429129538,18.942206335795,18.684673547574,92.8735792470773,59.1985606886441,21.9656767547471,8.9432401549521,15.7536183373971,64.9893590927487,90.6989805247548,18.1250820751869,46.1285278732281,27.2261166036936,25.1114715794821,126.636775446576,13.4992380578865,117.823420043415,99.6875459403831,49.991072740571,100.731042532088,45.3321535172489,14.9156714045392,22.1269130968506,4.0120101623182,18.462075799846
15.1812289530166,18.1213907661198,18.1291643542751,109.232230737115,56.6428125139212,20.8670356645171,10.5054318154341,14.4300487835666,60.5606345780626,87.1131401614115,18.9786938542169,42.514926266123,28.8531419409943,19.3427263432511,129.692072294899,14.398893182062,120.601761045646,94.7015473127459,49.991072740571,123.976026423374,36.5207764565052,14.5484062612683,17.8260237862982,4.0120101623182,17.3073735823431
14.4507282093926,17.8054337168975,17.8450198762847,80.9311042945841,57.4242717045563,22.5431462922229,9.44511620962934,15.4354781586534,56.195097859307,85.624198608117,18.4216501209718,41.1650518415247,25.8948950738141,20.8459822518301,127.874482685756,12.5467509065067,120.012295630594,102.308294742664,49.2159703108658,96.3895888097405,38.8519222887118,13.8842971746283,18.963870926644,4.03920829943454,17.4730742182675
16.1294756609842,17.9354898158389,17.532883961246,97.9957557429036,55.9166108200608,20.7663673488287,8.51009021749562,15.2977271224156,56.9899095729805,83.6942926484548,18.7537426881272,43.7178319532121,26.0310259184961,16.9846065106837,126.528398781935,12.6937079547928,115.806885186989,94.244681018255,50.182832569445,92.0171680366416,48.8088665365847,14.2746575694369,23.8239188835327,4.0120101623182,17.5920888251538
15.2383717731081,16.9420599213632,17.7055978719162,98.147272699311,70.4194754044793,45.6581754326267,11.7181518738522,14.4283982624691,59.1326901852696,79.5790515446084,17.917337897293,33.3347962714774,25.2142842881016,36.2115795602964,124.480019725077,13.4043682503073,114.435467288773,96.9780037999716,45.7308303454623,88.7652567146454,41.5797931397045,14.5207402592231,17.5902651300585,13.2954478843502,17.2037982971736
14.5935259223043,17.7022395845604,17.07707009649,98.2161193398461,69.6757945703659,44.8224374916769,9.97559033061332,16.1390058880914,60.623446796054,82.3224518212235,17.9315129745103,32.4652443950088,27.0429101873831,39.6762155054615,123.119909202592,13.0400634524381,108.139326936332,95.2028956962146,45.2369333124479,95.0600219445407,43.270240521266,14.890426069559,18.3054061970228,13.2975271533942,17.7547199950302
14.7547014048165,18.1469065656098,18.2167904982458,91.7082011479854,69.7174001376098,44.1661522561097,8.68506620056433,14.4300487835666,63.7754485821912,83.1502118563257,18.8002025279845,31.6991618241265,27.8582444632576,38.846014874055,124.818178715489,14.327721168946,111.143061033258,93.8089452926859,45.5056608115502,110.328749885215,50.5694677517009,14.4412698879095,21.3933326279335,4.0120101623182,17.3383466187186
16.0255429129538,18.942206335795,18.684673547574,90.593307970359,70.4349272214427,45.7783351986617,8.9432401549521,15.7536183373971,68.4392684800323,87.8285848684442,18.1250820751869,35.0689986739876,27.2261166036936,52.3344386850619,123.518958582174,13.4992380578865,109.177958960111,97.2332232461437,45.5056608115502,97.5431572298841,58.7428851258302,14.9156714045392,24.8510838040035,4.0120101623182,18.462075799846
15.1812289530166,18.1213907661198,18.1291643542751,106.550314951582,67.3940773327145,43.488673894204,10.5054318154341,14.4300487835666,63.7754485821912,84.3562273749592,18.9786938542169,32.3217748667125,28.8531419409943,40.3118838578908,126.499033552761,14.398893182062,111.752435238316,92.3699806706274,45.5056608115502,120.052495578006,47.3248149412162,14.5484062612683,20.0206874346385,4.0120101623182,17.3073735823431
14.4507282093926,17.8054337168975,17.8450198762847,78.9440496983024,68.3238638102676,46.9818307407634,9.44511620962934,15.4354781586534,59.178170755094,82.9144070940577,18.4216501209718,31.295539116541,25.8948950738141,43.444796794772,124.726193278999,12.5467509065067,111.206222686777,99.7894488103344,44.800103872546,93.339099648426,50.3455898483858,13.8842971746283,21.2986214382255,4.03920829943454,17.4730742182675
16.1294756609842,17.9354898158389,17.532883961246,95.5897226291547,66.5300366726015,43.2788725777719,8.51009021749562,15.2977271224156,60.0151744280421,81.0455778262354,18.7537426881272,33.2362783180559,26.0310259184961,35.3973619271903,123.413250167664,12.6937079547928,107.309390217875,91.9243624944869,45.6802151319847,89.1050550458425,63.2481234095709,14.2746575694369,26.7570176699759,4.0120101623182,17.5920888251538
55.0041813387929,16.9420599213632,77.4050241970318,98.0521253764434,82.5435289778638,102.580233507456,51.2292121340186,14.4283982624691,58.6328872697869,81.3726147701158,17.917337897293,28.8294827431109,110.231368607273,81.3565643342514,107.940953911398,13.4043682503073,123.244846933022,84.0929995167999,49.1821295628452,90.7658598514756,42.5908965674478,14.5207402592231,43.3530197822136,13.2954478843502,17.2037982971736
52.6765561409502,17.7022395845604,74.6572374226273,98.1209052746905,81.6718093274641,100.702580878516,43.6111119492646,16.1390058880914,60.1110436674234,84.1778461662716,17.9315129745103,28.077453823758,118.225723443814,89.1405627289702,106.761554779343,13.0400634524381,116.464022138143,82.5537415504326,48.6509581914768,97.2024973355685,44.3224508668859,14.890426069559,45.1155585838714,13.2975271533942,17.7547199950302
53.2583325669009,18.1469065656098,79.6398472115737,91.6192960813008,81.7205780853357,99.2281046850617,37.9692210492266,14.4300487835666,63.2364040192308,85.0242623669058,18.8002025279845,27.4149099738665,121.790187621148,87.2753507746865,108.234183331504,14.327721168946,119.698987291638,81.3449986807385,48.9399665164537,112.815353893048,51.7991747396868,14.4412698879095,52.726071254117,4.0120101623182,17.3383466187186
57.8455416078174,18.942206335795,81.6853301721958,90.5054837192511,82.5616411193411,102.850196482132,39.0979014434723,15.7536183373971,67.8608042530091,89.8080771708889,18.1250820751869,30.3293016659285,119.026662061654,117.579795730494,107.107584373369,13.4992380578865,117.582609301922,84.3143091738629,48.9399665164537,99.7415978535367,60.1713465976489,14.9156714045392,61.2480550917556,4.0120101623182,18.462075799846
54.7979195356735,18.1213907661198,79.2567647625421,106.447021432164,78.9972510203543,97.7060138896666,45.9274637183394,14.4300487835666,63.2364040192308,86.2574592233616,18.9786938542169,27.953374700655,126.139663074893,90.5687189662189,109.691711012834,14.398893182062,120.355271854516,80.0972224167823,48.9399665164537,122.758254656806,48.4756211139072,14.5484062612683,49.343045826195,4.0120101623182,17.3073735823431
52.161115816176,17.8054337168975,78.014546885834,78.8675186365771,80.0871179444162,105.554090200271,41.2919944324371,15.4354781586534,58.677983427515,84.7831430056096,18.4216501209718,27.0658382774837,113.206850978325,97.6074352000295,108.154419560719,12.5467509065067,119.767011205066,86.5309012536267,48.1811612963007,95.4427886643417,51.5698527564871,13.8842971746283,52.4926457741343,4.03920829943454,17.4730742182675
58.2206955812751,17.9354898158389,76.6499565324826,95.4970546827952,77.9844493080946,97.2346532225823,37.2042640959901,15.2977271224156,59.5079125554915,82.8721938157167,18.7537426881272,28.744279833367,113.80198543257,79.5272613860168,107.015920931125,12.6937079547928,115.570195894813,79.7108113998247,49.1276944264547,91.1133166025595,64.7861395839873,14.2746575694369,65.9454253692448,4.0120101623182,17.5920888251538
15.2383717731081,16.9420599213632,17.7055978719162,105.688875044017,68.5028695368667,21.9080208664716,11.7181518738522,54.6456183804187,55.9860387916975,81.8174775965779,17.917337897293,10.2565903457659,25.2142842881016,17.3752900350891,102.972599071502,13.4043682503073,123.197049077031,80.2223290621581,49.826312554304,91.2620754035241,39.1150129677157,56.8268662178583,27.9837738095189,50.3547211595069,73.6425818681506
14.5935259223043,17.7022395845604,17.07707009649,105.763011836498,67.779429453513,21.5070113194246,9.97559033061332,61.1243147546062,57.3974671772294,84.6380451493915,17.9315129745103,9.98904296648404,27.0429101873831,19.0377155670381,101.847485853862,13.0400634524381,116.418854078813,78.7539207547009,49.2881839493625,97.7339018851954,40.7052534729741,58.2736303436236,29.12146819399,50.3625961114331,76.0008573801349
14.7547014048165,18.1469065656098,18.2167904982458,98.7550274711711,67.8199026426209,21.1921080080477,8.68506620056433,54.6518695071467,60.381740236975,85.4890886943042,18.8002025279845,9.75333145840757,27.8582444632576,18.6393629700744,103.252331595798,14.327721168946,119.652564620839,77.6008144461934,49.5809776786926,113.43211368801,47.5717947954255,56.5158591976718,34.033948713421,15.1949490359358,74.2185294358588
16.0255429129538,18.942206335795,18.684673547574,97.554466289012,68.5179008019461,21.9656767547471,8.9432401549521,59.6647112254613,64.7973824291353,90.2990565398355,18.1250820751869,10.790177036212,27.2261166036936,25.1114715794821,102.177588241893,13.4992380578865,117.537007422685,80.4334521786549,49.5809776786926,100.286883626426,55.2607057408322,58.3724278737724,39.5347712470959,15.1949490359358,79.0287647565323
15.1812289530166,18.1213907661198,18.1291643542751,114.737604144322,65.5598136816961,20.8670356645171,10.5054318154341,54.6518695071467,60.381740236975,86.729027418902,18.9786938542169,9.94489965848682,28.8531419409943,19.3427263432511,104.642771536586,14.398893182062,120.308594657902,76.4104713900744,49.5809776786926,123.42937213647,44.519479543846,56.9351370200996,31.8502526562052,15.1949490359358,74.0859462511698
14.4507282093926,17.8054337168975,17.8450198762847,85.0100830574694,66.4642941738202,22.5431462922229,9.44511620962934,58.4597980755155,56.0290991858463,85.2466511371889,18.4216501209718,9.62914312582445,25.8948950738141,20.8459822518301,103.176239227777,12.5467509065067,119.720562152659,82.5480179598869,48.8122336978353,95.9645729138782,47.3611879975049,54.3361484322703,33.8832757991458,15.2979583232094,74.7952444210204
16.1294756609842,17.9354898158389,17.532883961246,102.934803714784,64.7192896040274,20.7663673488287,8.51009021749562,57.9380845477333,56.8215630489929,83.325254817629,18.7537426881272,10.2262779274233,26.0310259184961,16.9846065106837,102.090143925851,12.6937079547928,115.525374486716,76.041846273433,49.7711644315236,91.6114316952926,59.4988810799705,55.8638224720596,42.5668587004074,15.1949490359358,75.3046983671626
15.2383717731081,16.9420599213632,63.2808140503745,94.9800125316413,19.81660573145,53.4935829514305,41.8813414326707,14.4283982624691,50.3926737013017,80.1313456717191,17.917337897293,10.2565903457659,90.1172864644956,42.4258550994753,124.80452418621,33.6661897605373,114.434273936839,97.2308138086327,46.0465464081673,89.3813048959622,29.2383659839653,14.5207402592231,9.4810134191486,13.2954478843502,17.2037982971736
14.5935259223043,17.7022395845604,61.0344200245997,95.0466374576422,19.6073279741959,52.5144238753998,35.6533273443161,16.1390058880914,51.6630913200494,82.8937856809231,17.9315129745103,9.98904296648404,96.652899457473,46.4850578287363,123.440868018944,32.7512078511544,108.138199241588,95.4510782112431,45.5492396136098,95.719757023358,30.4270664436493,14.890426069559,9.86646878337083,13.2975271533942,17.7547199950302
14.7547014048165,18.1469065656098,65.1078455781825,88.7487329472282,19.6190361148426,51.7455134150943,31.0409206867196,14.4300487835666,54.3492163215854,83.7272905319934,18.8002025279845,9.75333145840757,99.56695054311,45.5123863209138,125.143564716496,35.9852676905342,111.14190201508,94.0534939464285,45.8198223510123,111.094452911707,35.5597874373905,14.4412698879095,11.5308366432264,4.0120101623182,17.3383466187186
16.0255429129538,18.942206335795,66.7800862139435,87.669817914033,19.8209539967962,53.6343633560549,31.9636490869944,15.7536183373971,58.3237074799818,88.4381323645977,18.1250820751869,10.790177036212,97.3076896118212,61.3155609151957,123.840957672332,33.9044632013193,109.176820434341,97.4866985812486,45.8198223510123,98.220125751527,41.307227491302,14.9156714045392,13.3945371081146,4.0120101623182,18.462075799846
15.1812289530166,18.1213907661198,64.7946647546559,103.111884528429,18.9652344250821,50.9517728723107,37.5470109532891,14.4300487835666,54.3492163215854,84.9416760333701,18.9786938542169,9.94489965848682,103.122770727398,47.2298133389614,126.828801340455,36.1640221424008,111.751269865483,92.6107781164228,45.8198223510123,120.885683294695,33.2781900748182,14.5484062612683,10.7909917687384,4.0120101623182,17.3073735823431
14.4507282093926,17.8054337168975,63.7791162255847,76.3964868653545,19.2268838045226,55.0443909798721,33.7573826577055,15.4354781586534,50.4314320853315,83.4898492387186,18.4216501209718,9.62914312582445,92.5498281319906,50.9003660161257,125.05133948502,31.5122122138777,111.205063009938,100.049587918478,45.1093943948603,93.9868911911126,35.4023594278077,13.8842971746283,11.4797880630074,4.03920829943454,17.4730742182675
16.1294756609842,17.9354898158389,62.6635247080941,92.5049958446473,18.7220864465002,50.7059675150546,30.4155465689998,15.2977271224156,51.1447237154858,81.6080499315561,18.7537426881272,10.2262779274233,93.0363675152503,41.4719094351035,123.734973688682,31.8813071075617,107.308271177848,92.1639982672167,45.9955817578701,89.7234614938021,44.4752520493463,14.2746575694369,14.4218203483436,4.0120101623182,17.5920888251538
63.6050104960779,47.9464418993999,17.7055978719162,99.0735785797703,19.81660573145,92.4249276563516,11.7181518738522,14.4283982624691,58.5582584025438,80.7511972145334,74.8302254647848,10.2565903457659,25.2142842881016,73.3023733311736,128.957102612306,13.4043682503073,112.772524719849,100.465941560661,47.2560863664936,90.0727089810189,38.4210309228263,65.2956453094149,40.1964665450873,13.2954478843502,17.2037982971736
60.9134219379675,50.0977688468762,17.07707009649,99.1430749892314,19.6073279741959,90.7331601251252,9.97559033061332,16.1390058880914,60.0345333793139,83.5350059239294,74.8894264593873,9.98904296648404,27.0429101873831,80.3157663008508,127.548073977835,13.0400634524381,106.567878028072,98.6269894268995,46.7457164328631,96.4601918503457,39.9830572393634,66.9580174141901,41.8306740889022,13.2975271533942,17.7547199950302
