"Sample","ENSBTAG00000000073-ENSBTAG00000014611","ENSBTAG00000015978-ENSBTAG00000011628","ENSBTAG00000013472-ENSBTAG00000017866","ENSBTAG00000021697-ENSBTAG00000002804","ENSBTAG00000009972-ENSBTAG00000011909","ENSBTAG00000021697-ENSBTAG00000005990","ENSBTAG00000020645-ENSBTAG00000011628","ENSBTAG00000047330-ENSBTAG00000017851","ENSBTAG00000012829-ENSBTAG00000017745","ENSBTAG00000005339-ENSBTAG00000011628","ENSBTAG00000019665-ENSBTAG00000005273","ENSBTAG00000021697-ENSBTAG00000007173","ENSBTAG00000009357-ENSBTAG00000012771","ENSBTAG00000021697-ENSBTAG00000019929","ENSBTAG00000019910-ENSBTAG00000015510","ENSBTAG00000016177-ENSBTAG00000011628","ENSBTAG00000021807-ENSBTAG00000016247","ENSBTAG00000010123-ENSBTAG00000018517","ENSBTAG00000003329-ENSBTAG00000006420","ENSBTAG00000013472-ENSBTAG00000001462","ENSBTAG00000025644-ENSBTAG00000011628","ENSBTAG00000005198-ENSBTAG00000011628","ENSBTAG00000015991-ENSBTAG00000011628","ENSBTAG00000000277-ENSBTAG00000027676","ENSBTAG00000005947-ENSBTAG00000019929","ENSBTAG00000009212-ENSBTAG00000012314","ENSBTAG00000005339-ENSBTAG00000001694","ENSBTAG00000007737-ENSBTAG00000011628","ENSBTAG00000021217-ENSBTAG00000019289","ENSBTAG00000005339-ENSBTAG00000007213","ENSBTAG00000013472-ENSBTAG00000011578","ENSBTAG00000000793-ENSBTAG00000019289","ENSBTAG00000013155-ENSBTAG00000019289","ENSBTAG00000007273-ENSBTAG00000034385","ENSBTAG00000008300-ENSBTAG00000033669","ENSBTAG00000000073-ENSBTAG00000018517","ENSBTAG00000005339-ENSBTAG00000019929","ENSBTAG00000008237-ENSBTAG00000005273","ENSBTAG00000012398-ENSBTAG00000012314","ENSBTAG00000012817-ENSBTAG00000007909"
"Zo_PR_2.PR_Hols_1",98.4301612094423,66.6984838954575,61.1760663242877,67.377954194753,17.7876654275746,54.4396741811363,63.2096621898801,74.8550583110978,20.718002017616,50.406536800763,60.2633396342072,64.6713153410924,17.6360656770488,77.6173178367301,48.0233993041559,12.0703559741655,54.2941765320286,40.0134301929739,59.0967688956699,35.9892682239823,69.1586956580015,12.0703559741655,66.8812891110926,63.9445371551918,94.1432110136831,16.1685151201512,65.2402957473083,69.3816260599743,64.4083102849589,68.0908655857515,83.9386574221966,54.1056615611048,13.4892681283103,10.68874494132,82.7890728713619,86.9568263774706,78.8902305256713,69.2849399390461,16.1685151201512,104.247188228557
"Zo_PR_4.PR_Hols_1",97.2059979418191,65.5220510827369,64.1195394997397,60.1716212751488,17.7876654275746,48.6171403735634,64.4690054907423,61.8516294770915,41.2164676963812,46.2399944236772,69.7094473895571,57.7544679202054,17.6360656770488,69.3158453544776,47.0536009576423,12.0703559741655,59.1493150848973,15.3340733809055,65.5015379471054,37.7208840663593,67.6219202794916,12.0703559741655,67.9682826526371,14.8869893830178,99.3661285214324,16.1685151201512,59.8476130879303,69.4748882357723,64.3833770447871,62.462558327174,87.977347736085,39.1875085344227,45.2805499159816,47.1592183397905,82.9777619961659,85.8753555009384,72.3692610347003,75.3013939737066,16.1685151201512,108.828536816574
"SW_PR_1.PR_Hols_1",101.529475521186,67.2355054494787,64.8269575075857,16.3989345506533,17.7876654275746,13.2499222412554,66.4578052830994,63.7180586313985,20.718002017616,56.1513717920711,79.4078292259965,15.7401731806488,17.6360656770488,18.8910650436595,50.5565798557823,12.0703559741655,15.6594218256644,15.3340733809055,15.2484110243323,38.1370510081153,70.8135132252619,12.0703559741655,67.7557989553552,74.0337034612529,106.451831111269,16.1685151201512,72.6757348320016,70.394526768566,60.185148973475,75.85118422759,88.9479841529496,13.4892681283103,13.4892681283103,10.68874494132,83.4312073778918,89.6948746868909,87.881353216516,81.3830121707864,16.1685151201512,102.395182814105
"SW_PR_2.PR_Hols_1",98.7562348293382,63.8128101400285,56.3237941076116,68.8681385073065,73.3496617734189,55.6437052238533,61.6282208187906,15.5832035892712,20.718002017616,54.8705152796954,76.39276116533,66.1016374805111,17.6360656770488,79.3339640425269,46.879091090169,12.0703559741655,60.0141841169474,15.3340733809055,15.2484110243323,33.1347249884621,68.3853695737755,12.0703559741655,69.484621855481,47.482040910257,107.048742120051,70.1237710268324,71.0179447321273,67.9158380585927,61.09620980852,74.1209596544651,77.2809358688721,52.8818356507179,43.6834012450739,34.636463180211,79.9474374539106,87.2448918119184,85.8767111215626,59.9816969004968,45.324738967012,111.99839952226
"SW_PR_4.PR_Hols_1",100.837970495147,66.0135656639641,64.1666372266754,58.8432393590999,48.8999062552082,47.5438415540595,65.8216928508704,69.7447037863561,20.718002017616,58.6568056368206,78.4157996206101,56.479448415489,17.6360656770488,67.7855905015548,47.7635217318776,12.0703559741655,58.9192049143779,15.3340733809055,15.2484110243323,37.7485911882661,70.4186354817579,12.0703559741655,68.0470240888689,67.3385593891244,105.581607922095,16.1685151201512,75.9184738769958,70.0816888122299,56.1428576203444,79.2356095419323,88.0419697394949,13.4892681283103,13.4892681283103,10.68874494132,83.2706704203246,89.0839737013646,91.8025560232145,81.0510670810995,16.1685151201512,86.6298850555802
"SW_PR_7.PR_Hols_1",98.8777694430618,62.9629233957763,68.556605858333,72.6360053935941,17.7876654275746,58.6880458854071,65.7575434666598,68.5271594438723,20.718002017616,58.2569846296765,78.0408790683519,69.7181454389161,17.6360656770488,83.6744300773691,47.2560691926187,12.0703559741655,71.6048896273863,38.4666716362318,15.2484110243323,40.3311658465008,69.6654610988722,12.0703559741655,68.4392455328968,54.258682847781,106.039198807242,73.2095053889986,75.4009925658879,71.0274424665171,45.2384321150492,78.6955177168697,94.065372275931,13.4892681283103,13.4892681283103,10.68874494132,79.9914805618106,87.3522599618285,91.1768044158926,81.1550220924844,16.1685151201512,109.458410835674
"Zo_PR_1.PR_Hols_3",97.4459668507053,63.5400640685647,57.6129422998822,57.1846262281005,18.3513240651901,45.5683196655307,61.9984086977026,52.5884863522059,20.676792302701,47.0207215639255,63.1067312653964,58.6770935424136,17.0702810705412,65.0212773738859,46.7044592166161,12.0238675664812,58.0702649950585,57.9469561895209,15.3395804625975,38.9710929845422,66.4196962027949,12.0238675664812,67.6060555548535,58.3758450713046,94.5288632691769,16.2012826982802,59.8393461364282,68.9671765679608,62.9747099025985,56.677997623366,73.0778782932795,55.3110205235504,14.4262344676223,45.9728582066129,80.8265131912797,79.6051981873653,71.7748581083818,72.1806783849984,16.2012826982802,102.976728124714
"Zo_PR_2.PR_Hols_3",97.4720661117211,66.4415978253289,53.9751756750378,66.3213281499187,18.3513240651901,52.8490204644019,62.9662131522743,68.212207798605,20.676792302701,50.2123983977397,57.2326112125105,68.0522551670991,17.0702810705412,75.4100841061598,48.7460962821856,12.0238675664812,58.5038325012213,36.6403685162747,59.450105332818,36.5104003739312,68.8923341981121,12.0238675664812,66.6236989752836,59.4914356931165,91.4660240579227,16.2012826982802,63.9011267399984,69.1144059941386,68.8821199931608,60.525191923767,68.4636326731546,57.8638479331712,14.4262344676223,10.8467216033549,80.7086102615428,79.6265190989726,76.6467984839327,65.8005025025648,16.2012826982802,100.484953019299
"Zo_PR_4.PR_Hols_3",96.2598185497222,65.2696959881924,56.5721795572032,59.2280054744159,18.3513240651901,47.196613226856,64.2207061517112,56.3627401776827,41.1344849413777,46.0619032624315,66.2036608741284,60.7738031493001,17.0702810705412,67.3446838122657,47.761703584908,12.0238675664812,63.7354103758705,14.0414380077475,65.8931681576641,38.2670903767831,67.3614776376111,12.0238675664812,67.7065060123854,13.8502585356817,96.5404154375296,16.2012826982802,58.6191381447869,69.207308975058,68.8554548868456,55.5222539510909,71.7577455243993,41.9094780341021,48.4257428718376,47.856218402791,80.8925576897023,78.6362143121884,70.311268328121,71.5143805706201,16.2012826982802,104.900962750158
"SW_PR_1.PR_Hols_3",100.541212456534,66.9765510661212,57.1963290578718,16.1417652500885,18.3513240651901,12.8627774176224,66.2018461753135,58.0635371069409,20.676792302701,55.9351074275826,75.414297397172,16.5630508056673,17.0702810705412,18.3538525100021,51.3173982903518,12.0238675664812,16.8735626925699,14.0414380077475,15.3395804625975,38.6892835031158,70.5407783134316,12.0238675664812,67.4948406860586,68.8779918431357,103.424619158338,16.2012826982802,71.183940680003,70.1234055633451,64.3656173412346,67.4232504393449,72.5494343260101,14.4262344676223,14.4262344676223,10.8467216033549,81.3346081357252,82.133754759317,85.3822371363174,77.2901456033768,16.2012826982802,98.6997856663471
"SW_PR_2.PR_Hols_3",97.7949658108099,63.5670381064928,49.6940529900668,67.7881432822252,75.6739786205679,54.0178713470248,61.390862628161,14.2003058361353,20.676792302701,54.6591840737534,72.5508613655347,69.5573528551467,17.0702810705412,77.0779133788997,47.5845675444506,12.0238675664812,64.6673363432291,14.0414380077475,15.3395804625975,33.614522753833,68.1219865428863,12.0238675664812,69.2170051061887,44.1753886893391,104.004555577564,70.2658858796032,69.5601795663089,67.6542634062256,65.3399605817727,65.8852735982703,63.0333361105792,56.5550149139995,46.7176560440719,35.1483804228756,77.9383842225482,79.8903011247591,83.4346018250693,56.9651326894629,45.4165953876073,107.956426503868
"SW_PR_4.PR_Hols_3",99.8564383711679,65.7593175241537,56.6137335216535,57.9204553415037,50.4494549945614,46.1546747485388,65.5681837001651,63.555360651182,20.676792302701,58.430891711851,74.4721583610514,59.4321271338927,17.0702810705412,65.8579454093038,48.482307851058,12.0238675664812,63.4874587955577,14.0414380077475,15.3395804625975,38.2951987036246,70.1474214229634,12.0238675664812,67.7849441796833,62.6490980119627,102.579142843056,16.2012826982802,74.3601169423166,69.8117724876674,60.0425478987703,70.4316274065057,71.8104537429952,14.4262344676223,14.4262344676223,10.8467216033549,81.1781054199502,81.5743516506935,89.1919311800159,76.9748945008447,16.2012826982802,83.5034505754916
"SW_PR_7.PR_Hols_3",97.91531743635,62.7204246610179,60.4869692875097,71.4969222022322,18.3513240651901,56.973260488182,65.5042813842872,62.4458646522829,20.676792302701,58.0326105964898,74.1160930926275,73.3629275693947,17.0702810705412,81.2949478999314,47.9672187341738,12.0238675664812,77.1567180240376,35.223998981061,15.3395804625975,40.9151695844131,69.3971478557491,12.0238675664812,68.1756550012879,50.4801048695977,103.023721038964,73.357873879846,73.8532578229961,70.7538836162873,48.38069956291,69.9515459581769,76.7233750519803,14.4262344676223,14.4262344676223,10.8467216033549,77.9813205413994,79.988618328774,88.5839743135217,77.0736214679577,16.2012826982802,105.508104892722
