"Sample","ENSBTAG00000012398-ENSBTAG00000008008","ENSBTAG00000014906-ENSBTAG00000008008","ENSBTAG00000021697-ENSBTAG00000019929","ENSBTAG00000012004-ENSBTAG00000019929","ENSBTAG00000005947-ENSBTAG00000015910","ENSBTAG00000021697-ENSBTAG00000002804","ENSBTAG00000025210-ENSBTAG00000019929","ENSBTAG00000017564-ENSBTAG00000000561","ENSBTAG00000017564-ENSBTAG00000018035","ENSBTAG00000002317-ENSBTAG00000012119"
"Zo_NP_1.NP_Hols_9",13.8200341243054,57.0468284025032,18.7725463373645,18.7725463373645,149.624479770122,15.9050147741367,18.7725463373645,105.1690294205,78.900811309003,12.3842775916456
"Zo_NP_4.NP_Hols_9",13.8200341243054,53.3544516496326,18.7725463373645,18.7725463373645,149.358294874017,15.9050147741367,80.6749862351257,107.531555746378,80.6732460730944,12.3842775916456
"Zo_NP_5.NP_Hols_9",13.8200341243054,60.8887034586884,18.7725463373645,18.7725463373645,149.298759818582,15.9050147741367,81.9508369474447,106.121990708611,79.615750100321,12.3842775916456
"Zo_NP_6.NP_Hols_9",13.8200341243054,13.8200341243054,18.7725463373645,18.7725463373645,151.466647250379,15.9050147741367,90.3308956484087,106.729816740172,80.0717585591721,12.3842775916456
"Zo_NP_12.NP_Hols_9",13.8200341243054,31.8066068076477,55.4315268987789,18.7725463373645,150.063805735201,46.9642870196695,44.0107257174399,106.390910600813,79.8175014884318,12.3842775916456
"Zo_NP_13.NP_Hols_9",13.8200341243054,53.3721324682394,18.7725463373645,18.7725463373645,143.056146606777,15.9050147741367,91.2823096780584,106.802345634245,80.1261718081792,52.4808719636469
"SW_NP_5.NP_Hols_9",13.8200341243054,64.012947663653,18.7725463373645,18.7725463373645,145.133464979062,15.9050147741367,92.0704594121947,101.240087662753,75.9532069241361,23.343585154765
"Zo_NP_1.NP_Hols_11",14.0873898839748,58.1504290164448,17.6908265532174,17.6908265532174,151.585625961296,14.4639046921633,17.6908265532174,107.811212538287,78.569040399195,11.1506211737057
"Zo_NP_4.NP_Hols_11",14.0873898839748,54.3866213117495,17.6908265532174,17.6908265532174,151.315952147495,14.4639046921633,76.0262972864859,110.233093098086,80.3340222323912,11.1506211737057
"Zo_NP_5.NP_Hols_11",14.0873898839748,62.0666271470133,17.6908265532174,17.6908265532174,151.255636758873,14.4639046921633,77.2286303772563,108.788115268485,79.28097293634,11.1506211737057
"Zo_NP_6.NP_Hols_11",14.0873898839748,14.0873898839748,17.6908265532174,17.6908265532174,153.451938953992,14.4639046921633,85.1258097113917,109.411211838227,79.7350639200883,11.1506211737057
"Zo_NP_12.NP_Hols_11",14.0873898839748,32.4219221859655,52.2374274817729,17.6908265532174,152.030710225047,42.7089808487633,41.4747206455828,109.063791290349,79.4818759777675,11.1506211737057
"Zo_NP_13.NP_Hols_11",14.0873898839748,54.4046441750031,17.6908265532174,17.6908265532174,144.931200859082,14.4639046921633,86.0224009503399,109.485562890596,79.7892483662121,47.2530042872383
"SW_NP_5.NP_Hols_11",14.0873898839748,65.2513114836952,17.6908265532174,17.6908265532174,147.035746895048,14.4639046921633,86.7651355796223,103.783563170131,75.6338304291927,21.0182203177131
