"feature","importance"
"ENSBTAG00000021697-ENSBTAG00000007173",0.09375
"ENSBTAG00000013155-ENSBTAG00000008165",0.0625
"ENSBTAG00000005710-ENSBTAG00000015457",0.03125
"ENSBTAG00000002278-ENSBTAG00000019929",0.03125
"ENSBTAG00000014575-ENSBTAG00000019929",0.03125
"ENSBTAG00000005947-ENSBTAG00000019929",0.03125
"ENSBTAG00000007244-ENSBTAG00000019929",-0.03125
"ENSBTAG00000020221-ENSBTAG00000005092",-0.03125
"ENSBTAG00000015150-ENSBTAG00000017745",-0.03125
"ENSBTAG00000012066-ENSBTAG00000019929",-0.03125
