"dataset","feature","mean_importance","sd_importance"
"vitro","ENSBTAG00000015043.ENSBTAG00000022799",48.473039866762,47.8418199758989
"vitro","ENSBTAG00000000470.ENSBTAG00000019929",38.29017014225,36.0051407754149
"vitro","ENSBTAG00000022120.ENSBTAG00000019929",37.4285473542129,42.6201959024671
"vitro","ENSBTAG00000000016.ENSBTAG00000016455",33.5756281209025,41.871703559939
"vitro","ENSBTAG00000009357.ENSBTAG00000012771",23.9376727963301,32.2803690212973
"vitro","ENSBTAG00000004630.ENSBTAG00000019929",23.1413562191856,29.7936612755402
"vitro","ENSBTAG00000000283.ENSBTAG00000012771",22.3366363425036,32.4307211693047
"vitro","ENSBTAG00000009761.ENSBTAG00000012314",22.2630335365867,24.2026944466945
"vitro","ENSBTAG00000010123.ENSBTAG00000018517",21.1275375670929,29.2172251989329
"vitro","ENSBTAG00000020406.ENSBTAG00000021527",20.6344198598896,33.9095944262092
"vivo","ENSBTAG00000002278.ENSBTAG00000015910",40.3008088094966,42.9955738785176
"vivo","ENSBTAG00000014583.ENSBTAG00000010986",37.5565753266455,44.3580676118121
"vivo","ENSBTAG00000002278.ENSBTAG00000019929",36.7281043983693,37.9985986992851
"vivo","ENSBTAG00000025644.ENSBTAG00000010986",35.1144478769695,37.9392812972399
"vivo","ENSBTAG00000007773.ENSBTAG00000003418",30.8769538464394,32.1309469472073
"vivo","ENSBTAG00000021697.ENSBTAG00000002804",28.0864997758656,41.7571322793352
"vivo","ENSBTAG00000021697.ENSBTAG00000019929",27.3855734997096,44.1086624155965
"vivo","ENSBTAG00000002278.ENSBTAG00000013745",25.6866300955796,30.9967858123479
"vivo","ENSBTAG00000021697.ENSBTAG00000005990",24.5515421487903,38.4234934651546
"vivo","ENSBTAG00000012817.ENSBTAG00000007909",18.0453580258166,30.4711583140602
