"dataset","feature","mean_shap","sd_shap"
"vitro","ENSBTAG00000015043.ENSBTAG00000022799",0.0795360796426873,0.0883293762835836
"vitro","ENSBTAG00000022120.ENSBTAG00000019929",0.0693876035825596,0.0759491155162892
"vitro","ENSBTAG00000000470.ENSBTAG00000019929",0.0597440459453184,0.0482618191364162
"vitro","ENSBTAG00000020406.ENSBTAG00000021527",0.051732376186563,0.125135602901447
"vitro","ENSBTAG00000000016.ENSBTAG00000016455",0.0449281646480692,0.0513951462710764
"vitro","ENSBTAG00000009761.ENSBTAG00000012314",0.0443016789321333,0.0392986629296246
"vitro","ENSBTAG00000009357.ENSBTAG00000012771",0.0346478464476145,0.0387493615770376
"vitro","ENSBTAG00000010123.ENSBTAG00000018517",0.0332146292167899,0.0380344207431636
"vitro","ENSBTAG00000004630.ENSBTAG00000019929",0.0309636400293866,0.0490179688775152
"vitro","ENSBTAG00000000283.ENSBTAG00000012771",0.0279685539770533,0.040132202888269
"vivo","ENSBTAG00000007773.ENSBTAG00000003418",0.0816990381868998,0.147784267787425
"vivo","ENSBTAG00000012817.ENSBTAG00000007909",0.0727779908396602,0.146821924845209
"vivo","ENSBTAG00000025644.ENSBTAG00000010986",0.0549000514717326,0.0565299588382919
"vivo","ENSBTAG00000014583.ENSBTAG00000010986",0.0544596321439015,0.0619676756047735
"vivo","ENSBTAG00000002278.ENSBTAG00000015910",0.0540391188064675,0.0549625252135245
"vivo","ENSBTAG00000002278.ENSBTAG00000019929",0.0519708501731082,0.0448415981364615
"vivo","ENSBTAG00000021697.ENSBTAG00000002804",0.037968452432217,0.0467679234537641
"vivo","ENSBTAG00000021697.ENSBTAG00000019929",0.0375513584512838,0.0474512897629984
"vivo","ENSBTAG00000002278.ENSBTAG00000013745",0.0365814754543102,0.0322438158095716
"vivo","ENSBTAG00000021697.ENSBTAG00000005990",0.0351241419668992,0.0440327000998014
