	Zo_NP_1-Zo_NP_1	Zo_NP_3-Zo_NP_1	Zo_NP_4-Zo_NP_1	Zo_NP_5-Zo_NP_1	Zo_NP_6-Zo_NP_1	Zo_NP_8-Zo_NP_1	Zo_NP_9-Zo_NP_1	Zo_NP_10-Zo_NP_1	Zo_NP_11-Zo_NP_1	Zo_NP_12-Zo_NP_1	Zo_NP_13-Zo_NP_1	Zo_NP_14-Zo_NP_1	Zo_NP_15-Zo_NP_1	SW_NP_1-Zo_NP_1	SW_NP_3-Zo_NP_1	SW_NP_5-Zo_NP_1	Zo_NP_1-Zo_NP_3	Zo_NP_3-Zo_NP_3	Zo_NP_4-Zo_NP_3	Zo_NP_5-Zo_NP_3	Zo_NP_6-Zo_NP_3	Zo_NP_8-Zo_NP_3	Zo_NP_9-Zo_NP_3	Zo_NP_10-Zo_NP_3	Zo_NP_11-Zo_NP_3	Zo_NP_12-Zo_NP_3	Zo_NP_13-Zo_NP_3	Zo_NP_14-Zo_NP_3	Zo_NP_15-Zo_NP_3	SW_NP_1-Zo_NP_3	SW_NP_3-Zo_NP_3	SW_NP_5-Zo_NP_3	Zo_NP_1-Zo_NP_4	Zo_NP_3-Zo_NP_4	Zo_NP_4-Zo_NP_4	Zo_NP_5-Zo_NP_4	Zo_NP_6-Zo_NP_4	Zo_NP_8-Zo_NP_4	Zo_NP_9-Zo_NP_4	Zo_NP_10-Zo_NP_4	Zo_NP_11-Zo_NP_4	Zo_NP_12-Zo_NP_4	Zo_NP_13-Zo_NP_4	Zo_NP_14-Zo_NP_4	Zo_NP_15-Zo_NP_4	SW_NP_1-Zo_NP_4	SW_NP_3-Zo_NP_4	SW_NP_5-Zo_NP_4	Zo_NP_1-Zo_NP_5	Zo_NP_3-Zo_NP_5	Zo_NP_4-Zo_NP_5	Zo_NP_5-Zo_NP_5	Zo_NP_6-Zo_NP_5	Zo_NP_8-Zo_NP_5	Zo_NP_9-Zo_NP_5	Zo_NP_10-Zo_NP_5	Zo_NP_11-Zo_NP_5	Zo_NP_12-Zo_NP_5	Zo_NP_13-Zo_NP_5	Zo_NP_14-Zo_NP_5	Zo_NP_15-Zo_NP_5	SW_NP_1-Zo_NP_5	SW_NP_3-Zo_NP_5	SW_NP_5-Zo_NP_5	Zo_NP_1-Zo_NP_6	Zo_NP_3-Zo_NP_6	Zo_NP_4-Zo_NP_6	Zo_NP_5-Zo_NP_6	Zo_NP_6-Zo_NP_6	Zo_NP_8-Zo_NP_6	Zo_NP_9-Zo_NP_6	Zo_NP_10-Zo_NP_6	Zo_NP_11-Zo_NP_6	Zo_NP_12-Zo_NP_6	Zo_NP_13-Zo_NP_6	Zo_NP_14-Zo_NP_6	Zo_NP_15-Zo_NP_6	SW_NP_1-Zo_NP_6	SW_NP_3-Zo_NP_6	SW_NP_5-Zo_NP_6	Zo_NP_1-Zo_NP_8	Zo_NP_3-Zo_NP_8	Zo_NP_4-Zo_NP_8	Zo_NP_5-Zo_NP_8	Zo_NP_6-Zo_NP_8	Zo_NP_8-Zo_NP_8	Zo_NP_9-Zo_NP_8	Zo_NP_10-Zo_NP_8	Zo_NP_11-Zo_NP_8	Zo_NP_12-Zo_NP_8	Zo_NP_13-Zo_NP_8	Zo_NP_14-Zo_NP_8	Zo_NP_15-Zo_NP_8	SW_NP_1-Zo_NP_8	SW_NP_3-Zo_NP_8	SW_NP_5-Zo_NP_8	Zo_NP_1-Zo_NP_9	Zo_NP_3-Zo_NP_9	Zo_NP_4-Zo_NP_9	Zo_NP_5-Zo_NP_9	Zo_NP_6-Zo_NP_9	Zo_NP_8-Zo_NP_9	Zo_NP_9-Zo_NP_9	Zo_NP_10-Zo_NP_9	Zo_NP_11-Zo_NP_9	Zo_NP_12-Zo_NP_9	Zo_NP_13-Zo_NP_9	Zo_NP_14-Zo_NP_9	Zo_NP_15-Zo_NP_9	SW_NP_1-Zo_NP_9	SW_NP_3-Zo_NP_9	SW_NP_5-Zo_NP_9	Zo_NP_1-Zo_NP_10	Zo_NP_3-Zo_NP_10	Zo_NP_4-Zo_NP_10	Zo_NP_5-Zo_NP_10	Zo_NP_6-Zo_NP_10	Zo_NP_8-Zo_NP_10	Zo_NP_9-Zo_NP_10	Zo_NP_10-Zo_NP_10	Zo_NP_11-Zo_NP_10	Zo_NP_12-Zo_NP_10	Zo_NP_13-Zo_NP_10	Zo_NP_14-Zo_NP_10	Zo_NP_15-Zo_NP_10	SW_NP_1-Zo_NP_10	SW_NP_3-Zo_NP_10	SW_NP_5-Zo_NP_10	Zo_NP_1-Zo_NP_11	Zo_NP_3-Zo_NP_11	Zo_NP_4-Zo_NP_11	Zo_NP_5-Zo_NP_11	Zo_NP_6-Zo_NP_11	Zo_NP_8-Zo_NP_11	Zo_NP_9-Zo_NP_11	Zo_NP_10-Zo_NP_11	Zo_NP_11-Zo_NP_11	Zo_NP_12-Zo_NP_11	Zo_NP_13-Zo_NP_11	Zo_NP_14-Zo_NP_11	Zo_NP_15-Zo_NP_11	SW_NP_1-Zo_NP_11	SW_NP_3-Zo_NP_11	SW_NP_5-Zo_NP_11	Zo_NP_1-Zo_NP_12	Zo_NP_3-Zo_NP_12	Zo_NP_4-Zo_NP_12	Zo_NP_5-Zo_NP_12	Zo_NP_6-Zo_NP_12	Zo_NP_8-Zo_NP_12	Zo_NP_9-Zo_NP_12	Zo_NP_10-Zo_NP_12	Zo_NP_11-Zo_NP_12	Zo_NP_12-Zo_NP_12	Zo_NP_13-Zo_NP_12	Zo_NP_14-Zo_NP_12	Zo_NP_15-Zo_NP_12	SW_NP_1-Zo_NP_12	SW_NP_3-Zo_NP_12	SW_NP_5-Zo_NP_12	Zo_NP_1-Zo_NP_13	Zo_NP_3-Zo_NP_13	Zo_NP_4-Zo_NP_13	Zo_NP_5-Zo_NP_13	Zo_NP_6-Zo_NP_13	Zo_NP_8-Zo_NP_13	Zo_NP_9-Zo_NP_13	Zo_NP_10-Zo_NP_13	Zo_NP_11-Zo_NP_13	Zo_NP_12-Zo_NP_13	Zo_NP_13-Zo_NP_13	Zo_NP_14-Zo_NP_13	Zo_NP_15-Zo_NP_13	SW_NP_1-Zo_NP_13	SW_NP_3-Zo_NP_13	SW_NP_5-Zo_NP_13	Zo_NP_1-Zo_NP_14	Zo_NP_3-Zo_NP_14	Zo_NP_4-Zo_NP_14	Zo_NP_5-Zo_NP_14	Zo_NP_6-Zo_NP_14	Zo_NP_8-Zo_NP_14	Zo_NP_9-Zo_NP_14	Zo_NP_10-Zo_NP_14	Zo_NP_11-Zo_NP_14	Zo_NP_12-Zo_NP_14	Zo_NP_13-Zo_NP_14	Zo_NP_14-Zo_NP_14	Zo_NP_15-Zo_NP_14	SW_NP_1-Zo_NP_14	SW_NP_3-Zo_NP_14	SW_NP_5-Zo_NP_14	Zo_NP_1-Zo_NP_15	Zo_NP_3-Zo_NP_15	Zo_NP_4-Zo_NP_15	Zo_NP_5-Zo_NP_15	Zo_NP_6-Zo_NP_15	Zo_NP_8-Zo_NP_15	Zo_NP_9-Zo_NP_15	Zo_NP_10-Zo_NP_15	Zo_NP_11-Zo_NP_15	Zo_NP_12-Zo_NP_15	Zo_NP_13-Zo_NP_15	Zo_NP_14-Zo_NP_15	Zo_NP_15-Zo_NP_15	SW_NP_1-Zo_NP_15	SW_NP_3-Zo_NP_15	SW_NP_5-Zo_NP_15	Zo_NP_1-SW_NP_1	Zo_NP_3-SW_NP_1	Zo_NP_4-SW_NP_1	Zo_NP_5-SW_NP_1	Zo_NP_6-SW_NP_1	Zo_NP_8-SW_NP_1	Zo_NP_9-SW_NP_1	Zo_NP_10-SW_NP_1	Zo_NP_11-SW_NP_1	Zo_NP_12-SW_NP_1	Zo_NP_13-SW_NP_1	Zo_NP_14-SW_NP_1	Zo_NP_15-SW_NP_1	SW_NP_1-SW_NP_1	SW_NP_3-SW_NP_1	SW_NP_5-SW_NP_1	Zo_NP_1-SW_NP_3	Zo_NP_3-SW_NP_3	Zo_NP_4-SW_NP_3	Zo_NP_5-SW_NP_3	Zo_NP_6-SW_NP_3	Zo_NP_8-SW_NP_3	Zo_NP_9-SW_NP_3	Zo_NP_10-SW_NP_3	Zo_NP_11-SW_NP_3	Zo_NP_12-SW_NP_3	Zo_NP_13-SW_NP_3	Zo_NP_14-SW_NP_3	Zo_NP_15-SW_NP_3	SW_NP_1-SW_NP_3	SW_NP_3-SW_NP_3	SW_NP_5-SW_NP_3	Zo_NP_1-SW_NP_5	Zo_NP_3-SW_NP_5	Zo_NP_4-SW_NP_5	Zo_NP_5-SW_NP_5	Zo_NP_6-SW_NP_5	Zo_NP_8-SW_NP_5	Zo_NP_9-SW_NP_5	Zo_NP_10-SW_NP_5	Zo_NP_11-SW_NP_5	Zo_NP_12-SW_NP_5	Zo_NP_13-SW_NP_5	Zo_NP_14-SW_NP_5	Zo_NP_15-SW_NP_5	SW_NP_1-SW_NP_5	SW_NP_3-SW_NP_5	SW_NP_5-SW_NP_5	Zo_PR_1-Zo_PR_1	Zo_PR_2-Zo_PR_1	Zo_PR_3-Zo_PR_1	Zo_PR_4-Zo_PR_1	SW_PR_1-Zo_PR_1	SW_PR_2-Zo_PR_1	SW_PR_3-Zo_PR_1	SW_PR_4-Zo_PR_1	SW_PR_5-Zo_PR_1	SW_PR_6-Zo_PR_1	SW_PR_7-Zo_PR_1	Zo_PR_1-Zo_PR_2	Zo_PR_2-Zo_PR_2	Zo_PR_3-Zo_PR_2	Zo_PR_4-Zo_PR_2	SW_PR_1-Zo_PR_2	SW_PR_2-Zo_PR_2	SW_PR_3-Zo_PR_2	SW_PR_4-Zo_PR_2	SW_PR_5-Zo_PR_2	SW_PR_6-Zo_PR_2	SW_PR_7-Zo_PR_2	Zo_PR_1-Zo_PR_3	Zo_PR_2-Zo_PR_3	Zo_PR_3-Zo_PR_3	Zo_PR_4-Zo_PR_3	SW_PR_1-Zo_PR_3	SW_PR_2-Zo_PR_3	SW_PR_3-Zo_PR_3	SW_PR_4-Zo_PR_3	SW_PR_5-Zo_PR_3	SW_PR_6-Zo_PR_3	SW_PR_7-Zo_PR_3	Zo_PR_1-Zo_PR_4	Zo_PR_2-Zo_PR_4	Zo_PR_3-Zo_PR_4	Zo_PR_4-Zo_PR_4	SW_PR_1-Zo_PR_4	SW_PR_2-Zo_PR_4	SW_PR_3-Zo_PR_4	SW_PR_4-Zo_PR_4	SW_PR_5-Zo_PR_4	SW_PR_6-Zo_PR_4	SW_PR_7-Zo_PR_4	Zo_PR_1-SW_PR_1	Zo_PR_2-SW_PR_1	Zo_PR_3-SW_PR_1	Zo_PR_4-SW_PR_1	SW_PR_1-SW_PR_1	SW_PR_2-SW_PR_1	SW_PR_3-SW_PR_1	SW_PR_4-SW_PR_1	SW_PR_5-SW_PR_1	SW_PR_6-SW_PR_1	SW_PR_7-SW_PR_1	Zo_PR_1-SW_PR_2	Zo_PR_2-SW_PR_2	Zo_PR_3-SW_PR_2	Zo_PR_4-SW_PR_2	SW_PR_1-SW_PR_2	SW_PR_2-SW_PR_2	SW_PR_3-SW_PR_2	SW_PR_4-SW_PR_2	SW_PR_5-SW_PR_2	SW_PR_6-SW_PR_2	SW_PR_7-SW_PR_2	Zo_PR_1-SW_PR_3	Zo_PR_2-SW_PR_3	Zo_PR_3-SW_PR_3	Zo_PR_4-SW_PR_3	SW_PR_1-SW_PR_3	SW_PR_2-SW_PR_3	SW_PR_3-SW_PR_3	SW_PR_4-SW_PR_3	SW_PR_5-SW_PR_3	SW_PR_6-SW_PR_3	SW_PR_7-SW_PR_3	Zo_PR_1-SW_PR_4	Zo_PR_2-SW_PR_4	Zo_PR_3-SW_PR_4	Zo_PR_4-SW_PR_4	SW_PR_1-SW_PR_4	SW_PR_2-SW_PR_4	SW_PR_3-SW_PR_4	SW_PR_4-SW_PR_4	SW_PR_5-SW_PR_4	SW_PR_6-SW_PR_4	SW_PR_7-SW_PR_4	Zo_PR_1-SW_PR_5	Zo_PR_2-SW_PR_5	Zo_PR_3-SW_PR_5	Zo_PR_4-SW_PR_5	SW_PR_1-SW_PR_5	SW_PR_2-SW_PR_5	SW_PR_3-SW_PR_5	SW_PR_4-SW_PR_5	SW_PR_5-SW_PR_5	SW_PR_6-SW_PR_5	SW_PR_7-SW_PR_5	Zo_PR_1-SW_PR_6	Zo_PR_2-SW_PR_6	Zo_PR_3-SW_PR_6	Zo_PR_4-SW_PR_6	SW_PR_1-SW_PR_6	SW_PR_2-SW_PR_6	SW_PR_3-SW_PR_6	SW_PR_4-SW_PR_6	SW_PR_5-SW_PR_6	SW_PR_6-SW_PR_6	SW_PR_7-SW_PR_6	Zo_PR_1-SW_PR_7	Zo_PR_2-SW_PR_7	Zo_PR_3-SW_PR_7	Zo_PR_4-SW_PR_7	SW_PR_1-SW_PR_7	SW_PR_2-SW_PR_7	SW_PR_3-SW_PR_7	SW_PR_4-SW_PR_7	SW_PR_5-SW_PR_7	SW_PR_6-SW_PR_7	SW_PR_7-SW_PR_7
ENSBTAG00000018137-ENSBTAG00000010830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAG00000050098-ENSBTAG00000046938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAG00000050098-ENSBTAG00000050009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAG00000024950-ENSBTAG00000040386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAG00000024950-ENSBTAG00000021717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
