"dataset","mean_accuracy","sd_accuracy","mean_kappa","sd_kappa","mean_auc","sd_auc"
"vitro",0.5875,0.14152873186899,0.175,0.28305746373798,0.65859375,0.129355278539136
"vivo",0.6828125,0.123262666269367,0.365625,0.246525332538734,0.733203125,0.0943188399289251
