"Sample","ENSBTAG00000025644-ENSBTAG00000010986","ENSBTAG00000014583-ENSBTAG00000010986","ENSBTAG00000014906-ENSBTAG00000008008","ENSBTAG00000014906-ENSBTAG00000015910","ENSBTAG00000020645-ENSBTAG00000011461","ENSBTAG00000014583-ENSBTAG00000011050","ENSBTAG00000014906-ENSBTAG00000011578","ENSBTAG00000005947-ENSBTAG00000019712","ENSBTAG00000015362-ENSBTAG00000006420","ENSBTAG00000014906-ENSBTAG00000020755","ENSBTAG00000015362-ENSBTAG00000011909","ENSBTAG00000015362-ENSBTAG00000000231","ENSBTAG00000007273-ENSBTAG00000011738","ENSBTAG00000015362-ENSBTAG00000008997","ENSBTAG00000013472-ENSBTAG00000017866"
"Zo_NP_12.NP_Sim_2",76.8300391939408,68.8075945948545,33.7444291142503,59.0132676395366,62.6091263584473,96.6885492148378,36.0471503867953,126.337535292545,49.0634520045249,33.9298418156057,56.0476986024998,56.2971073848627,6.85384806395589,40.1381484612501,73.3632931570142
"Zo_NP_13.NP_Sim_2",75.2941240780668,70.6691243650241,56.6238376712929,99.0254621276891,62.6642388289873,99.3043740210632,60.4878507531962,120.437842304499,64.7528738492771,56.9349639513731,73.9705301782529,74.2996944494451,6.85384806395589,52.9734528996285,64.0060396509006
"Zo_NP_14.NP_Sim_2",76.0475003968811,69.8781235876219,54.6855877743577,95.6357926941696,62.9596884825387,98.1928583803093,58.4173346011684,124.581175517412,15.12473306645,54.9860641143226,17.2777586108998,17.3546435650469,6.85384806395589,12.3733401637121,70.1814898842173
"Zo_NP_15.NP_Sim_2",75.7270301124732,68.2776144006062,60.8801006417982,106.468942204719,62.6260691163793,95.9438201424701,65.0345612891514,125.928121752078,15.12473306645,61.2146134551746,17.2777586108998,17.3546435650469,6.85384806395589,12.3733401637121,71.4805035012801
"Zo_PR_2.PR_Sim_2",60.8043708374525,56.4847186225566,73.9316041805138,126.81516892705,53.1296204355382,98.3911251579503,69.0386744497509,109.96728828035,72.3358834239993,73.526167427006,81.2990517122035,80.0476698514006,8.19910098852291,63.196865269534,52.5266463505749
"Zo_PR_4.PR_Sim_2",59.453236911057,54.3025820567264,74.1558863242652,127.199880962754,54.1881363214775,94.5900462609298,69.2481131881493,116.068100745262,57.5956836023704,73.7492196201126,64.7323878266937,63.7360055291543,36.1747984286727,50.3189632093177,55.0539545581637
"SW_PR_2.PR_Sim_2",60.124462034139,56.9242934301448,70.8652571404846,121.5554518929,51.800371442961,99.1568235798314,66.1752639043817,125.042047727196,74.1065196521188,70.476636061448,83.2890881845531,82.0070750249664,26.5688685677194,64.7437968041076,48.3604159595751
"SW_PR_3.PR_Sim_2",62.1779585073424,55.7159244392756,72.5190564839432,124.392220355277,56.1965613348275,97.0519572103615,67.719611761348,124.009953052825,57.3583223184167,72.1213660624489,64.4656150109736,63.4733389687411,35.9054432503286,50.111590486788,56.5745177008497
"SW_PR_4.PR_Sim_2",61.9121107615164,55.2988974998575,67.2894847192421,115.42191551599,55.3251106940927,96.3255350772406,62.83614268778,123.328310033789,63.0176700673272,66.9204729747767,70.8262148062249,69.7360343107427,8.19910098852291,55.0559282106386,55.0943933407679
"SW_PR_5.PR_Sim_2",62.3108263037148,55.8109012793527,63.7933114507899,109.424915876235,56.1954979487032,97.217398030233,59.5713526054323,124.501868349296,57.9386649827869,63.4434725236246,65.117868167334,64.1155524290494,35.3191329687779,50.618611835451,57.5162415671441
"SW_PR_6.PR_Sim_2",62.4620497184942,54.2290028245084,63.9618983338425,109.714093614094,56.3917736397212,94.4618780833636,59.7287820980638,123.986736584562,58.0274050178606,63.6111348857053,65.2176040156973,64.2137531102873,8.19910098852291,50.6961403285737,57.2338489817181
"Zo_PR_2.PR_Cont_6",63.2642617900917,58.7698544834875,71.3977061005841,125.34153810925,55.8058991642217,96.4710840147208,76.4682203055377,105.783563028711,66.6022143354513,59.8953961388802,82.2396594857237,80.8337834817165,7.9858766714526,61.1630072825585,57.6990029346107
