"feature","importance"
"ENSBTAG00000015089-ENSBTAG00000023144",0.09375
"ENSBTAG00000005077-ENSBTAG00000015910",0.09375
"ENSBTAG00000021105-ENSBTAG00000014031",0.0625
"ENSBTAG00000000470-ENSBTAG00000019929",0.0625
"ENSBTAG00000031998-ENSBTAG00000039292",0.0625
"ENSBTAG00000005691-ENSBTAG00000011154",0.0625
"ENSBTAG00000010303-ENSBTAG00000017060",0.0625
"ENSBTAG00000025644-ENSBTAG00000012100",0.03125
"ENSBTAG00000005077-ENSBTAG00000014798",0.03125
"ENSBTAG00000020645-ENSBTAG00000014798",0
"ENSBTAG00000038735-ENSBTAG00000017489",0
"ENSBTAG00000016800-ENSBTAG00000000782",0
"ENSBTAG00000008027-ENSBTAG00000017489",0
"ENSBTAG00000014583-ENSBTAG00000012100",0
"ENSBTAG00000025644-ENSBTAG00000010986",0
