"NOT_PREGNANT","PREGNANT"
100,100
85.8695652173913,85.8695652173913
79.7101449275362,79.7101449275362
77.8985507246377,77.8985507246377
74.6376811594203,74.6376811594203
70.2898550724638,70.2898550724638
69.2028985507247,69.2028985507247
58.3333333333334,58.3333333333334
44.2028985507247,44.2028985507247
43.4782608695652,43.4782608695652
43.1159420289855,43.1159420289855
40.5797101449276,40.5797101449276
39.1304347826088,39.1304347826088
38.0434782608696,38.0434782608696
35.5072463768116,35.5072463768116
34.0579710144927,34.0579710144927
32.2463768115942,32.2463768115942
31.5217391304348,31.5217391304348
28.9855072463768,28.9855072463768
27.1739130434783,27.1739130434783
21.3768115942029,21.3768115942029
19.9275362318841,19.9275362318841
17.7536231884058,17.7536231884058
14.8550724637681,14.8550724637681
14.4927536231884,14.4927536231884
13.4057971014493,13.4057971014493
12.3188405797102,12.3188405797102
12.3188405797102,12.3188405797102
12.3188405797102,12.3188405797102
11.9565217391305,11.9565217391305
7.9710144927536,7.9710144927536
5.79710144927536,5.79710144927536
3.62318840579713,3.62318840579713
3.62318840579713,3.62318840579713
3.62318840579713,3.62318840579713
2.53623188405796,2.53623188405796
1.81159420289861,1.81159420289861
0.724637681159445,0.724637681159445
0.362318840579722,0.362318840579722
0,0
