"dataset","feature","mean_shap","sd_shap"
"vitro","ENSBTAG00000008300.ENSBTAG00000008165",0.0876398616845013,0.109242720977496
"vitro","ENSBTAG00000000575.ENSBTAG00000015296",0.0703813085440534,0.0730074648351946
"vitro","ENSBTAG00000005947.ENSBTAG00000015910",0.0692492237936083,0.0899133978335587
"vitro","ENSBTAG00000008300.ENSBTAG00000011741",0.0490920999921442,0.0717089051949303
"vitro","ENSBTAG00000013103.ENSBTAG00000010682",0.0419801626265973,0.0488141352209215
"vitro","ENSBTAG00000021466.ENSBTAG00000010682",0.0418924279467616,0.0503928579615605
"vitro","ENSBTAG00000004148.ENSBTAG00000003255",0.0412694797854804,0.0732069000779559
"vitro","ENSBTAG00000015991.ENSBTAG00000024015",0.0371892166723381,0.063130942241822
"vitro","ENSBTAG00000021945.ENSBTAG00000011741",0.0317188194879367,0.0451580055062516
"vitro","ENSBTAG00000021217.ENSBTAG00000010682",0.022197940956877,0.0262243932802787
"vivo","ENSBTAG00000017745.ENSBTAG00000015361",0.0788674042356447,0.10220812386535
"vivo","ENSBTAG00000010452.ENSBTAG00000011515",0.0669594377132346,0.0331158626623116
"vivo","ENSBTAG00000014737.ENSBTAG00000037649",0.0559371504602559,0.0630511032641201
"vivo","ENSBTAG00000025644.ENSBTAG00000011515",0.0558702350578715,0.0265222878792362
"vivo","ENSBTAG00000014583.ENSBTAG00000011515",0.0539903017363058,0.0228167641532505
"vivo","ENSBTAG00000010562.ENSBTAG00000011515",0.0523699174996291,0.0281162092422846
"vivo","ENSBTAG00000014906.ENSBTAG00000011515",0.0514587809403371,0.025898735251072
"vivo","ENSBTAG00000001941.ENSBTAG00000023144",0.0426725028920923,0.0369520178120262
"vivo","ENSBTAG00000015089.ENSBTAG00000023144",0.0395385040652662,0.0316696806317839
"vivo","ENSBTAG00000001492.ENSBTAG00000007213",0.0275122799977902,0.080664765131743
