"feature","shap_importance","dataset","seed"
"ENSBTAG00000014583.ENSBTAG00000011515",0.0525178394316206,"vivo",64
"ENSBTAG00000025644.ENSBTAG00000011515",0.0488698032888122,"vivo",64
"ENSBTAG00000017745.ENSBTAG00000015361",0.0856336643394146,"vivo",64
"ENSBTAG00000014906.ENSBTAG00000011515",0.0542376894728278,"vivo",64
"ENSBTAG00000010452.ENSBTAG00000011515",0.0675230517400755,"vivo",64
"ENSBTAG00000010562.ENSBTAG00000011515",0.0454891342630677,"vivo",64
"ENSBTAG00000014737.ENSBTAG00000037649",0.0668431839100972,"vivo",64
"ENSBTAG00000015089.ENSBTAG00000023144",0.0362179256422541,"vivo",64
"ENSBTAG00000001941.ENSBTAG00000023144",0.0423148136257421,"vivo",64
"ENSBTAG00000001492.ENSBTAG00000007213",0.00252666151188184,"vivo",64
"ENSBTAG00000008300.ENSBTAG00000008165",0.0228828364939711,"vitro",64
"ENSBTAG00000004148.ENSBTAG00000003255",0.000868480451261701,"vitro",64
"ENSBTAG00000013103.ENSBTAG00000010682",0.158848223066534,"vitro",64
"ENSBTAG00000021466.ENSBTAG00000010682",0.162840313895494,"vitro",64
"ENSBTAG00000000575.ENSBTAG00000015296",0.0214697953507162,"vitro",64
"ENSBTAG00000021945.ENSBTAG00000011741",0.0239743892713572,"vitro",64
"ENSBTAG00000005947.ENSBTAG00000015910",0.00836893635243656,"vitro",64
"ENSBTAG00000015991.ENSBTAG00000024015",0.00086961621904015,"vitro",64
"ENSBTAG00000021217.ENSBTAG00000010682",0.0833239138955242,"vitro",64
"ENSBTAG00000008300.ENSBTAG00000011741",0.00492918510339038,"vitro",64
"ENSBTAG00000014583.ENSBTAG00000011515",0.0675139331089318,"vivo",28
"ENSBTAG00000025644.ENSBTAG00000011515",0.0778407998271751,"vivo",28
"ENSBTAG00000017745.ENSBTAG00000015361",0.0106982415749976,"vivo",28
"ENSBTAG00000014906.ENSBTAG00000011515",0.0738617340428896,"vivo",28
"ENSBTAG00000010452.ENSBTAG00000011515",0.102215912725086,"vivo",28
"ENSBTAG00000010562.ENSBTAG00000011515",0.0638155751571426,"vivo",28
"ENSBTAG00000014737.ENSBTAG00000037649",0.0048418949063765,"vivo",28
"ENSBTAG00000015089.ENSBTAG00000023144",0.0655979293572885,"vivo",28
