"NOT_PREGNANT","PREGNANT"
100,100
100,100
100,100
93.75,93.75
81.25,81.25
75.0000000000001,75.0000000000001
62.5,62.5
62.5,62.5
51.5625,51.5625
50,50
50,50
50,50
46.875,46.875
37.5000000000001,37.5000000000001
31.25,31.25
29.6875000000001,29.6875000000001
18.75,18.75
18.75,18.75
18.75,18.75
14.0625000000001,14.0625000000001
9.37500000000005,9.37500000000005
7.8125,7.8125
6.25000000000007,6.25000000000007
6.25000000000007,6.25000000000007
6.25000000000007,6.25000000000007
4.68750000000002,4.68750000000002
3.12500000000009,3.12500000000009
1.56250000000004,1.56250000000004
0,0
0,0
