"feature","importance"
"ENSBTAG00000015991-ENSBTAG00000024015",0.105770568196343
"ENSBTAG00000005691-ENSBTAG00000010543",0.0842511295010668
"ENSBTAG00000017564-ENSBTAG00000017846",0.0435958176632799
"ENSBTAG00000000476-ENSBTAG00000003781",0.0365267685016375
"ENSBTAG00000017745-ENSBTAG00000010423",0.0288384614664836
"ENSBTAG00000010312-ENSBTAG00000020199",0.0244920323330465
"ENSBTAG00000020645-ENSBTAG00000020199",0.021747463620867
"ENSBTAG00000000575-ENSBTAG00000015296",0.0193552919349669
"ENSBTAG00000021217-ENSBTAG00000010682",0.0188933230511166
"ENSBTAG00000005077-ENSBTAG00000001060",0.0185258970301612
"ENSBTAG00000007773-ENSBTAG00000003418",0.0183129443857269
"ENSBTAG00000007773-ENSBTAG00000010347",0.0118895335878699
"ENSBTAG00000021466-ENSBTAG00000010682",0.0108817670497994
"ENSBTAG00000013201-ENSBTAG00000020319",0.0105445151311443
"ENSBTAG00000005947-ENSBTAG00000015910",0.00791337364328848
"ENSBTAG00000020221-ENSBTAG00000005092",0.0075396803676635
"ENSBTAG00000013103-ENSBTAG00000010682",0.00701738377433292
"ENSBTAG00000005077-ENSBTAG00000015127",0.00700037283958654
"ENSBTAG00000012066-ENSBTAG00000013569",0.00689869077186778
"ENSBTAG00000001745-ENSBTAG00000019289",0.00619418751107748
"ENSBTAG00000017060-ENSBTAG00000010303",0.00580648915571236
"ENSBTAG00000008096-ENSBTAG00000019733",0.00530327277918907
"ENSBTAG00000005339-ENSBTAG00000019866",0.0042073967731352
"ENSBTAG00000000575-ENSBTAG00000026676",0.00304970668100046
"ENSBTAG00000003253-ENSBTAG00000011434",0.00159566789864862
"ENSBTAG00000040584-ENSBTAG00000021923",0.00152265425015286
"ENSBTAG00000032436-ENSBTAG00000018035",0.00152019843560325
"ENSBTAG00000025644-ENSBTAG00000020667",0.00124154105930252
"ENSBTAG00000012066-ENSBTAG00000019929",0.00082701507201699
"ENSBTAG00000007737-ENSBTAG00000018035",0.000484323740508108
"ENSBTAG00000022635-ENSBTAG00000009757",0.000320533962648417
"ENSBTAG00000008300-ENSBTAG00000019929",-1.5712431736481e-05
"ENSBTAG00000002278-ENSBTAG00000019929",-0.000260236408415326
"ENSBTAG00000014583-ENSBTAG00000020667",-0.000693071549347724
"ENSBTAG00000011966-ENSBTAG00000019929",-0.000983752367674451
"ENSBTAG00000013155-ENSBTAG00000010682",-0.0027745876173062
"ENSBTAG00000007773-ENSBTAG00000015910",-0.00321958194347571
"ENSBTAG00000005947-ENSBTAG00000013125",-0.00403162718285022
"ENSBTAG00000003837-ENSBTAG00000011761",-0.00470163866301798
"ENSBTAG00000021302-ENSBTAG00000015910",-0.004874575321695
"ENSBTAG00000013898-ENSBTAG00000047704",-0.00498403464573882
"ENSBTAG00000005339-ENSBTAG00000015910",-0.00546586876494815
"ENSBTAG00000018255-ENSBTAG00000015127",-0.0102208796636115
"ENSBTAG00000006354-ENSBTAG00000025101",-0.0107559732306485
"ENSBTAG00000020457-ENSBTAG00000001060",-0.0159812429148382
"ENSBTAG00000020342-ENSBTAG00000035084",-0.0183953785770909
"ENSBTAG00000017060-ENSBTAG00000007103",-0.0192791358824238
"ENSBTAG00000008300-ENSBTAG00000008165",-0.0292566843618217
"ENSBTAG00000004129-ENSBTAG00000001338",-0.0576708556439968
