	Zo_IVT_NP_3	Zo_IVT_NP_6	Zo_IVT_NP_10	Zo_IVT_NP_13	Zo_IVT_NP_15	Zo_IVT_NP_18	Zo_IVT_NP_20	Zo_IVT_NP_21	Zo_IVT_NP_23	Zo_IVT_NP_26	Zo_IVT_NP_28	Zo_IVT_PR_1	Zo_IVT_PR_2	Zo_IVT_PR_3	Zo_IVT_PR_5	Zo_IVT_PR_7	SW_IVT_NP_1	SW_IVT_NP_2	SW_IVT_NP_3	SW_IVT_NP_4	SW_IVT_NP_5	SW_IVT_NP_6	SW_IVT_PR_1	SW_IVT_PR_2	SW_IVT_PR_3	SW_IVT_PR_4
ENSBTAG00000000005	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	5.685557263	9.140234632	5.764400784	5.808995664	5.537539191	5.993174782	5.620291261	6.292964367	6.281331972	5.308495089	6.042562081	5.47687711	6.06076728	5.806157748
ENSBTAG00000000008	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.647767501	5.834309964	5.93982071	5.731016036	5.983777768	5.554436715	5.533564567	5.443627309	5.531002393	5.882972231	5.518084268	5.66124583	6.065137277
ENSBTAG00000000009	5.672304582	5.672304582	5.672304582	10.32214294	5.672304582	5.672304582	5.672304582	5.672304582	5.672304582	5.672304582	5.672304582	5.672304582	5.672304582	5.672304582	5.750269551	5.794367511	5.824284278	6.08214581	6.009889139	5.927779161	5.947947136	5.960465603	5.829355305	5.955466141	5.735365238	5.390185757
ENSBTAG00000000010	5.732411147	5.732411147	5.732411147	5.732411147	5.732411147	5.732411147	5.732411147	5.732411147	5.732411147	9.805093628	5.732411147	5.732411147	5.732411147	5.732411147	5.81085462	5.855223228	5.938131478	6.023915724	6.146831917	5.746748141	5.584236012	5.722856904	6.384218347	6.040692213	5.333614912	6.450748076
ENSBTAG00000000011	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.803468926	5.996218065	6.105239385	5.835569422	6.366555883	5.678170358	5.552050393	5.721459876	5.62977175	6.07149164	5.799079421	5.563867589	6.319790838
ENSBTAG00000000012	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.687564721	5.837223518	5.921872402	5.811959306	5.775710558	5.615468934	5.612805386	5.583612813	5.732334173	5.71754914	5.830795711	5.782687004	5.773880972
ENSBTAG00000000013	6.172588946	9.971560719	6.172588946	6.172588946	6.172588946	6.172588946	10.16922551	6.172588946	9.28520153	6.172588946	8.699631261	6.172588946	6.172588946	6.172588946	6.253469855	6.299217107	7.515872147	7.679893128	7.988817103	4.956498649	6.095306778	6.207525601	6.939485978	7.848347566	7.360084784	7.600357611
ENSBTAG00000000014	5.632160368	5.632160368	8.29108968	5.632160368	8.133131435	7.763185327	6.796396983	9.729634598	7.96007545	8.010154065	9.326307496	5.632160368	10.63330835	5.632160368	5.710157922	5.754274312	6.818839797	6.783804711	6.476380797	7.474098377	7.040752597	7.474751565	7.549521329	7.027513565	7.275347088	7.625955908
ENSBTAG00000000015	8.90278163	8.927092799	5.347141277	10.0379661	5.347141277	8.924705112	8.227933587	7.352446676	8.54714454	8.728674243	5.347141277	7.848069628	5.347141277	5.347141277	5.425137499	5.469253136	7.17800912	6.515667133	7.686778193	7.032950779	6.778230333	6.649051532	7.145692319	6.655219112	7.39032395	6.795706479
ENSBTAG00000000016	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.577580985	7.771417193	7.881053374	7.533913444	7.865628172	7.642168255	7.07178967	7.660604979	7.717013108	7.871407121	8.216761093	7.330966045	7.857572548
ENSBTAG00000000019	9.295052471	9.668388163	8.97921662	9.833473855	6.823723639	8.492309295	8.414208782	8.877386834	7.341460088	5.18453672	10.63541951	8.605673451	5.18453672	8.834144287	5.262506889	10.31371963	8.35148719	8.384987734	7.535840238	8.5364974	8.36248451	8.189942357	7.747124844	7.486124879	8.161962719	7.754612013
ENSBTAG00000000020	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.804517814	5.997210031	6.106199156	5.785746493	6.389134589	5.948998598	5.643712241	5.554436866	5.638808958	5.976073265	5.77223262	5.593465324	6.290796971
ENSBTAG00000000021	6.214466513	6.214466513	9.272113613	6.214466513	6.214466513	6.214466513	6.214466513	6.214466513	6.214466513	6.214466513	9.032184297	6.214466513	6.214466513	6.214466513	6.294432897	6.339662883	7.050460418	6.175660657	5.820627132	7.951150582	7.28300341	6.977041523	6.451094807	6.382311459	6.641765854	5.693524017
ENSBTAG00000000022	5.536409008	8.946660652	5.536409008	6.476496109	8.216190857	5.536409008	9.690735973	9.320840503	5.536409008	10.07679576	5.536409008	5.536409008	5.536409008	5.536409008	5.61431102	5.658373371	6.625042952	6.588608122	6.681407565	6.941226746	6.726501171	6.96552908	6.955371473	6.456419526	6.576780105	6.320339798
ENSBTAG00000000023	5.452553658	9.752694367	5.452553658	8.378221382	8.401276479	9.625286452	9.310413597	7.778862429	5.452553658	5.452553658	10.16086133	5.452553658	5.452553658	8.552257766	10.01459828	5.57553649	8.064387052	6.656496984	7.37988082	8.338106173	8.168996707	8.37961985	7.03879128	6.493983975	7.63683987	6.33021864
ENSBTAG00000000024	5.879995655	5.879995655	5.879995655	10.80573379	5.879995655	5.879995655	5.879995655	5.879995655	5.879995655	5.879995655	5.879995655	5.879995655	5.879995655	5.879995655	5.958571141	6.003014416	5.783099727	6.789438689	6.425025975	5.910020405	5.689639038	6.080594621	6.255613305	5.684347228	6.1210517	6.926667452
ENSBTAG00000000025	4.836770359	10.01169782	9.460538607	8.48160251	7.658093448	9.15230751	8.809057059	8.87130535	8.571047278	7.733196075	10.36964113	6.005301584	9.466769984	9.841238403	7.390465069	8.42619897	8.8090729	8.477374802	9.086466597	8.361621234	8.800982508	7.449948153	8.493722248	8.116297298	8.616088228	8.125978075
ENSBTAG00000000026	5.676708657	5.676708657	5.676708657	5.676708657	5.676708657	5.676708657	5.676708657	5.676708657	8.528758262	5.676708657	5.676708657	5.676708657	5.676708657	5.676708657	5.755059879	5.799376309	5.952155082	5.262183316	6.227432683	6.049998052	5.879390262	5.962475917	5.832398872	6.114771978	6.177301973	5.834498021
ENSBTAG00000000029	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	5.889214022	6.059686763	6.156108275	5.925197876	6.060746711	5.986798103	5.967364709	6.006465878	5.861475776	5.760755121	6.004580431	5.887485291	6.003951107
ENSBTAG00000000030	5.50064751	5.50064751	5.50064751	8.417572703	5.50064751	5.50064751	5.50064751	5.50064751	9.646362276	5.50064751	5.50064751	5.50064751	9.275530072	10.13632832	5.579622014	5.624290979	5.443035171	7.512001314	6.765189871	5.911141057	5.963202749	5.682696664	7.28371181	5.791728197	5.854634386	7.425229533
ENSBTAG00000000031	5.808726531	5.808726531	9.901432566	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.808726531	5.889764842	5.935601123	5.303715573	5.111076397	5.75057515	6.504903856	6.342367113	6.80970943	6.561332971	5.544001106	5.877551914	5.821179557
ENSBTAG00000000032	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.763249947	5.924030662	6.014970243	5.702388054	5.828073355	5.714996509	5.825049579	5.815167845	5.746166076	5.977775323	5.687366201	5.758152615	5.854947126
ENSBTAG00000000033	5.587665458	5.587665458	5.587665458	5.587665458	5.587665458	5.587665458	5.587665458	8.952335002	9.601539325	8.128520685	8.180432402	10.10074414	8.97496415	8.433061571	5.665833896	5.710046942	6.086527764	6.874540957	7.509482675	6.98669566	6.997264695	6.849816064	7.537681759	6.810702566	6.387668842	6.99810429
ENSBTAG00000000037	5.589793982	5.589793982	5.589793982	5.589793982	9.527180248	5.589793982	5.589793982	5.589793982	5.589793982	6.540605622	8.841744245	8.091458545	5.589793982	5.589793982	8.147883209	5.713149718	6.06205972	6.260354194	5.860986278	5.923780992	6.984361142	6.285657019	6.774779544	5.562055059	6.285657019	5.750274436
ENSBTAG00000000039	5.772550465	5.772550465	5.772550465	5.772550465	5.772550465	5.772550465	8.171625545	5.772550465	5.772550465	5.772550465	5.772550465	5.772550465	5.772550465	5.772550465	5.853560103	5.899380167	5.447669442	5.887802271	5.500298069	6.133252811	6.19900106	6.041181777	6.245074034	6.382969339	5.336224495	6.041281024
ENSBTAG00000000040	9.134736961	5.673890264	8.51275638	9.46453994	8.110913504	9.988257822	5.673890264	8.372551443	5.673890264	9.967413499	5.673890264	5.673890264	10.50065124	5.673890264	5.752341103	5.796713878	7.426621286	6.341357243	8.39740759	7.651927697	7.762694758	6.868573107	6.567705158	6.571463171	7.184935575	6.121209207
ENSBTAG00000000042	6.039858993	6.039858993	6.039858993	6.039858993	6.039858993	6.039858993	8.360187722	6.039858993	6.039858993	6.039858993	6.039858993	10.32245987	6.039858993	8.86925361	6.121873186	6.168261438	6.184575896	4.950724956	7.237228986	6.812393068	6.681355052	6.962766711	6.471165472	7.624946975	6.242074064	5.110534864
ENSBTAG00000000044	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.680207385	5.85259116	5.950093576	5.81722383	5.816537395	5.705258454	5.721371213	5.438424264	5.696705248	5.76995608	5.552757987	5.798390837	5.907090068
ENSBTAG00000000046	5.552260681	5.552260681	5.552260681	5.552260681	5.552260681	5.552260681	5.552260681	5.552260681	5.552260681	5.552260681	9.429785892	5.552260681	5.552260681	5.552260681	5.633097238	5.678819404	5.635606963	5.127560784	5.779353917	5.390789314	5.512489949	6.351053014	5.264315623	7.086732476	5.930445211	5.358325857
ENSBTAG00000000049	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	5.766886278	7.212168217	5.863712348	5.918478382	6.093494329	5.353905472	5.508824911	6.250635593	6.013137862	5.967168433	5.895508443	5.35517356	6.22151484	5.990033312
ENSBTAG00000000050	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.747500996	5.925919142	6.026834674	6.057020223	5.862722023	5.720910192	5.84433718	5.661256689	5.799387516	5.632306229	5.599728512	5.995200114	5.704391487
ENSBTAG00000000052	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.763847334	5.933830921	6.02997576	5.79112193	5.906479844	5.65555291	5.65555291	5.773167382	5.948037272	5.888015628	5.867936064	5.598409034	5.973293234
ENSBTAG00000000053	5.537677219	9.979907018	5.537677219	5.537677219	5.537677219	5.537677219	5.537677219	5.537677219	5.537677219	5.537677219	6.139818319	5.537677219	5.537677219	8.943006464	5.615576274	5.659636953	6.458901631	6.486720528	6.851989791	6.458901631	6.936747049	6.759626796	6.42314471	6.839012192	6.344260896	7.020604188
ENSBTAG00000000054	5.604171904	5.604171904	9.651376548	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.604171904	5.68520752	5.731042277	5.764179075	4.939231425	6.265392502	6.309978353	6.601028181	5.082818676	6.208889655	5.377533765	5.484479665	5.430299117
ENSBTAG00000000056	6.020766056	6.020766056	9.594605627	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.020766056	6.116265405	6.170281029	6.185376049	4.970134876	5.532232989	6.926697099	6.969954858	6.612370695	6.56618576	5.264686401	6.853533809	5.531121751
ENSBTAG00000000057	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	6.970830846	7.169832911	7.282390964	6.603436081	7.555146001	7.588018652	5.529401253	6.524355556	7.294730238	7.311604528	8.06120977	6.432676936	7.556238551
ENSBTAG00000000060	5.646833292	8.792829541	5.646833292	5.646833292	5.646833292	5.646833292	5.646833292	9.653476577	5.646833292	5.646833292	5.646833292	5.646833292	6.810161384	7.747898458	5.72476998	5.768851943	6.089028413	6.349627137	6.262220991	6.297458144	5.822169995	6.574149364	6.274253485	6.486603548	6.297030977	6.525537432
ENSBTAG00000000061	5.666715921	5.666715921	5.666715921	5.666715921	5.666715921	5.666715921	5.666715921	5.666715921	5.666715921	5.666715921	6.988240643	5.666715921	5.666715921	5.666715921	5.755250927	5.805327432	6.055561422	5.611392282	5.516084858	5.487645514	5.678068586	5.489482241	5.946177055	5.718608827	6.158393387	5.576526926
ENSBTAG00000000062	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.677963165	5.868580829	5.97639656	5.473536998	5.73944144	5.374040604	5.547392401	5.651056208	5.892633807	5.695157822	6.253474549	5.814242484	5.535385064
ENSBTAG00000000064	9.286109411	5.769206716	7.248148072	5.769206716	8.22129774	5.769206716	5.769206716	5.769206716	7.846320554	10.30785281	7.879253364	5.769206716	5.769206716	5.769206716	5.848617062	5.893532545	6.15577185	8.029090391	6.09741307	6.352257547	6.21427075	6.363362571	7.100301365	6.352257547	5.797550775	7.924188216
ENSBTAG00000000065	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.730519223	5.808619674	5.852794264	6.101535463	5.911966146	5.636910954	6.222523536	5.763364041	6.229017614	5.695486759	5.888280828	5.966607494	5.762790971
ENSBTAG00000000066	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.575912832	5.747502392	5.84455559	5.619839792	5.784282351	5.741746425	5.391856514	5.546601234	5.391856514	5.666529531	5.5493417	5.691333845	5.665079192
ENSBTAG00000000067	5.706434987	5.706434987	5.706434987	5.706434987	9.870718296	5.706434987	5.706434987	5.706434987	5.706434987	5.706434987	5.706434987	5.706434987	5.706434987	8.98901203	5.784523701	5.828691652	6.221720753	6.075103199	6.323970101	6.461913341	6.138754543	6.121367251	5.755092198	5.534577793	6.238382926	6.048251346
ENSBTAG00000000070	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	5.943072247	6.139452392	6.250527454	5.633858956	6.593428568	6.095404784	5.667084426	5.699958845	6.080047471	5.862389843	6.383408696	5.680375554	6.506487268
ENSBTAG00000000071	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.725456718	5.914607968	6.021594276	5.52213531	6.030874951	5.923307296	5.438012268	5.64245244	5.740248943	5.8338808	5.872736116	5.632093431	6.170875191
ENSBTAG00000000072	5.89345806	8.780923554	5.89345806	5.89345806	5.89345806	5.89345806	9.506284955	5.89345806	8.770851202	5.89345806	10.48443322	5.89345806	5.89345806	5.89345806	5.971634956	6.015852784	7.243465848	7.704990669	7.017326006	6.183489984	6.35662434	6.700509829	6.586835059	6.749859371	6.703796402	6.245389222
ENSBTAG00000000073	11.16122886	10.05648072	10.76067986	9.114914586	9.648270877	7.401446915	10.31183345	10.5264021	9.045966423	12.38897266	9.141457562	9.869838942	6.443315285	8.520088005	6.52271259	6.567620697	9.245213098	7.359585357	8.538995981	10.49571159	9.645476528	8.704381321	9.330143977	8.141015815	9.222243167	7.950340638
ENSBTAG00000000074	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.689919158	5.848631815	5.938401677	5.579361912	5.749655612	5.752386327	5.748016139	5.69146332	5.624988158	5.887481714	5.693828849	5.617073391	5.87997612
ENSBTAG00000000076	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.651314659	5.840169319	5.946987873	5.853313891	5.188977955	5.920167211	5.896411859	5.757595412	5.688158848	5.58561466	5.686003877	5.723010043	5.371769808
ENSBTAG00000000077	5.638793221	8.164682048	8.48743454	6.845517385	8.119635583	7.971806764	5.638793221	7.338397214	5.638793221	8.854606573	10.08103709	5.638793221	9.929624438	5.638793221	5.719637211	5.765363581	7.889044213	6.558466154	5.847136798	8.598339294	8.563849276	7.869210976	6.657258601	6.137838592	8.325107046	6.734745573
ENSBTAG00000000078	8.368244779	9.22246448	5.472624059	5.472624059	9.0005416	6.799279727	9.672760165	8.601708114	5.472624059	8.877564827	6.413905079	9.434709134	5.472624059	5.472624059	10.2653024	9.802920191	7.568663458	7.430473393	8.395245605	7.568663458	7.522337767	6.849270471	7.24929379	7.121027013	7.197803415	7.23527548
ENSBTAG00000000079	5.662934378	5.662934378	5.662934378	5.662934378	5.662934378	9.459666805	5.662934378	9.001786761	9.432391746	10.14086431	5.662934378	5.662934378	10.33999774	8.344788443	5.741362643	5.78572265	6.787038554	7.599529717	7.422632128	6.613585249	6.677942655	5.935361092	7.09315844	5.767375583	6.746701975	7.882756867
ENSBTAG00000000080	5.57189545	5.57189545	5.57189545	9.546460864	9.296306788	5.57189545	8.689621039	5.57189545	5.57189545	8.24944108	5.57189545	5.57189545	5.57189545	8.082637148	5.650197719	5.694486461	7.478893342	6.496241375	6.309323141	7.10595016	6.734812557	6.831893681	5.998863271	6.340747779	7.26404883	6.40934225
ENSBTAG00000000081	9.985688442	8.547987324	9.005050465	9.334173014	8.734440988	7.394360172	9.479502624	9.581888287	9.090304072	10.79592729	9.309667942	9.193281094	4.810732694	9.550068137	9.628325511	8.486242643	8.836037774	8.694073518	9.298544864	8.962310878	9.030493001	8.967429159	8.644915904	8.612361853	9.074882859	8.502990894
ENSBTAG00000000082	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.752069606	5.934402923	6.037532924	5.643617361	5.846093373	5.869990323	5.732604891	5.781285721	5.652908891	6.083629175	5.615172889	5.608732075	5.950225233
ENSBTAG00000000084	5.729442693	9.893884232	7.818745356	8.11050989	9.635536261	5.729442693	10.33849023	9.476267826	8.327550948	5.729442693	5.729442693	10.55102586	5.729442693	5.729442693	5.808072351	5.852546268	7.91036108	6.448466024	6.757862497	8.609476395	7.727309694	7.400954321	6.862176795	6.429280829	6.830817723	6.081402474
ENSBTAG00000000085	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.729246946	5.912040163	6.015430289	5.703540649	5.726103583	6.039859532	5.709479585	5.820930323	5.813901544	5.580013547	5.984273668	5.59295824	5.833967857
ENSBTAG00000000087	5.17807939	9.582618043	8.298818994	9.899870043	10.14984099	7.814251055	9.289004744	9.504602128	10.61206849	9.747721509	9.400634122	9.847702042	9.685645719	9.939151621	5.25616002	5.300323399	9.224660564	8.368715116	8.206942909	9.072864494	9.196645676	9.219069787	8.335807573	8.991959977	9.231796737	8.039341056
ENSBTAG00000000088	5.898857909	6.502767297	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.898857909	5.976985728	6.021175798	5.659322812	5.904846419	5.985206382	6.232981597	6.391540693	6.481629331	6.240632402	6.056386749	6.101599902	6.308118654
ENSBTAG00000000090	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.750993645	5.912144823	6.003293943	5.724086978	5.810957021	5.97613274	5.825135868	5.658301592	5.720167097	5.884824298	5.766174488	5.640320284	5.806482541
ENSBTAG00000000091	6.015556822	6.644820315	6.015556822	6.644820315	10.06776265	10.68820829	9.938727364	9.882582288	9.965739418	10.19157225	6.015556822	10.93164254	10.58386022	6.015556822	6.096964704	6.143010019	7.786138388	6.52642622	5.664729398	9.569845509	9.964167994	7.990245703	7.837103017	6.461058763	9.587626834	7.188357224
ENSBTAG00000000092	5.676900118	8.68076889	5.676900118	10.284161	9.571762928	5.676900118	5.676900118	9.205183676	5.676900118	5.676900118	5.676900118	5.676900118	5.676900118	5.676900118	5.755054018	5.799258841	6.104134152	7.0589553	7.076725723	6.024221166	6.358157031	6.148831911	6.285436863	6.867940539	5.890967485	6.635150125
ENSBTAG00000000094	6.086813749	6.086813749	6.086813749	6.086813749	10.01653839	6.086813749	6.086813749	8.870972343	6.086813749	6.086813749	6.086813749	6.086813749	6.086813749	6.086813749	6.165636075	6.210218967	7.169637185	6.084743187	6.960994608	6.764717305	6.409945137	6.785889045	5.802364173	6.073379219	6.434768287	5.880677647
ENSBTAG00000000095	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	5.917134393	6.115490757	6.227683594	5.87770874	6.860963236	5.733682051	5.429625338	5.465298859	5.484188364	6.388901055	5.69074084	5.839012558	7.188557572
ENSBTAG00000000097	8.076578764	7.23126736	9.190219461	9.711314673	8.109634437	9.675173153	6.992481323	8.730354147	7.23126736	5.603393382	5.603393382	5.603393382	5.603393382	9.196716995	8.693232912	8.316773263	8.356117156	5.943280768	7.285102656	8.654635831	8.568665275	9.205692712	8.209659363	7.328180941	8.980687684	6.509806763
ENSBTAG00000000098	5.630598745	8.317168812	5.630598745	7.493021489	5.630598745	5.630598745	5.630598745	8.851129742	7.738023465	5.630598745	5.630598745	5.630598745	5.630598745	5.630598745	9.364965491	5.754770088	6.943887761	5.610538962	5.957063628	6.979733182	6.638449143	6.853130109	5.728672465	7.28818818	6.540718156	5.134733502
ENSBTAG00000000099	5.410274079	5.410274079	9.455874809	5.410274079	8.506720326	5.410274079	10.46493162	7.911187588	6.013162672	8.561375188	5.410274079	9.533463807	5.410274079	5.410274079	5.488269837	5.532385213	7.117166629	6.514270877	6.501721169	6.919493145	7.157450947	7.178699101	6.481551702	6.640541341	7.508481622	7.017853415
ENSBTAG00000000102	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.629428762	5.810290397	5.912587996	5.637037558	5.642877813	5.724226123	5.429207653	5.672671288	5.628799272	5.905108269	5.502397003	5.642877813	5.63937805
ENSBTAG00000000103	5.732975576	8.367369618	8.404511308	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	5.732975576	6.761410613	5.85685948	6.032159602	5.34384951	6.442528494	6.471720755	6.384616262	5.761485312	6.264621829	5.663199119	6.061549558	5.720882614
ENSBTAG00000000105	8.110565982	5.519168631	5.519168631	5.519168631	5.519168631	8.27877214	9.384525202	10.20994147	5.519168631	5.519168631	9.085727107	10.3312179	5.519168631	5.519168631	5.597295778	5.641485468	7.566344743	6.737075434	6.730082981	7.729757332	6.804887887	6.450941922	6.358392868	6.33382272	6.874061089	6.886228402
ENSBTAG00000000106	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	5.842782813	6.037671923	6.147903638	5.740672409	6.430758775	5.575859108	5.706121174	5.700824809	5.906269137	5.965592505	5.733010653	5.831807675	6.571651777
ENSBTAG00000000108	5.681738986	5.681738986	5.681738986	8.450803774	8.999608723	5.681738986	5.681738986	8.164907358	5.681738986	5.681738986	5.681738986	5.681738986	5.681738986	5.681738986	5.759947163	7.803148215	6.528380727	6.325047853	6.152112369	6.983742135	6.702631435	6.826911504	5.816495218	6.429136494	6.22361176	5.912014308
ENSBTAG00000000111	10.19930354	9.766271665	9.64123345	8.065540601	5.542773887	9.962726635	9.990331065	9.091901481	8.831995683	10.40258631	10.1613264	8.945746573	7.877899315	5.542773887	5.624473047	9.303052182	9.578446947	8.051415253	8.365066582	10.71180174	9.807210343	8.934306213	8.368700876	6.991782666	8.682615343	7.159177489
ENSBTAG00000000113	5.626313396	5.626313396	5.626313396	10.31520958	5.626313396	5.626313396	5.626313396	7.518718079	8.667595547	8.476431193	5.626313396	5.626313396	5.626313396	5.626313396	5.704763517	5.749135885	6.523431927	6.743919035	5.431342399	5.905125856	6.390808259	6.272571741	6.191166604	5.766312642	6.780177972	6.918013523
ENSBTAG00000000115	5.632052791	5.632052791	9.150166226	8.686676823	8.562859391	5.632052791	5.632052791	7.515414867	9.165928981	9.702714638	9.450623683	5.632052791	5.632052791	5.632052791	5.710128048	5.754288388	7.065586124	7.396750575	7.254040538	7.390351407	7.572490107	6.831952942	6.317720733	6.72667076	7.024346249	6.80652815
ENSBTAG00000000120	5.628277029	8.52861853	5.628277029	10.22163792	5.628277029	5.628277029	9.603091668	5.628277029	5.628277029	5.628277029	5.628277029	5.628277029	5.628277029	9.807533305	5.706668135	5.751007124	6.610782336	7.418416793	6.410993519	6.701959224	6.579803195	6.428475546	6.991006787	6.432863424	6.37936662	8.294820168
ENSBTAG00000000123	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.409738927	6.60566429	6.716482122	6.198148204	6.819358013	7.11645269	5.949364195	6.267753008	6.078657634	6.660691125	6.675341533	6.142891443	6.826315715
ENSBTAG00000000124	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.753090143	5.930319591	6.03056278	5.664722032	5.783227591	6.114587936	5.716257223	5.814128359	5.56481619	5.83272362	5.732507535	5.787704983	5.966093004
ENSBTAG00000000125	9.763536414	5.499536397	6.10814285	5.499536397	5.499536397	5.499536397	8.995443289	9.787366114	6.10814285	5.499536397	9.424931211	5.499536397	5.499536397	8.874075097	5.578271876	5.622805646	7.775638128	5.68277437	6.137043762	7.394560955	7.215474365	6.597002826	6.306132027	6.428246025	7.537601333	5.485329721
ENSBTAG00000000128	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.717279507	5.875299567	5.964677686	5.607344136	5.868688276	5.789551379	5.722801639	5.779063812	5.783845116	5.843145149	5.73992983	5.566344937	5.7508519
ENSBTAG00000000130	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.58882502	5.783646518	5.89383999	5.391160727	5.293450279	5.672279218	5.65489387	5.658397298	5.828222622	5.40779484	6.309391795	5.635980411	5.002483877
