ligand	receptor	d.ligand	d.receptor	ligand_ensembl	receptor_ensembl
UBA52	SMAD3	ubiquitin A-52 residue ribosomal protein fusion product 1	SMAD family member 3	ENSBTAG00000007737	ENSBTAG00000012599
UBA52	TGFBR1	ubiquitin A-52 residue ribosomal protein fusion product 1	transforming growth factor beta receptor 1	ENSBTAG00000007737	ENSBTAG00000018035
UBA52	TGFBR2	ubiquitin A-52 residue ribosomal protein fusion product 1	transforming growth factor beta receptor 2	ENSBTAG00000007737	ENSBTAG00000019832
UBA52	TLR4	ubiquitin A-52 residue ribosomal protein fusion product 1	toll like receptor 4	ENSBTAG00000007737	ENSBTAG00000006240
UBB	ADRB2	ubiquitin B	adrenoceptor beta 2	ENSBTAG00000017246	ENSBTAG00000002144
UBB	ERBB2	ubiquitin B	erb-b2 receptor tyrosine kinase 2	ENSBTAG00000017246	ENSBTAG00000021798
UBB	FGFR2	ubiquitin B	fibroblast growth factor receptor 2	ENSBTAG00000017246	ENSBTAG00000014064
UBB	LDLR	ubiquitin B	low density lipoprotein receptor	ENSBTAG00000017246	ENSBTAG00000012314
UBB	LRP2	ubiquitin B	LDL receptor related protein 2	ENSBTAG00000017246	ENSBTAG00000004555
UBB	RIPK1	ubiquitin B	receptor interacting serine/threonine kinase 1	ENSBTAG00000017246	ENSBTAG00000006378
UBB	SMAD3	ubiquitin B	SMAD family member 3	ENSBTAG00000017246	ENSBTAG00000012599
UBB	TGFBR1	ubiquitin B	transforming growth factor beta receptor 1	ENSBTAG00000017246	ENSBTAG00000018035
UBB	TGFBR2	ubiquitin B	transforming growth factor beta receptor 2	ENSBTAG00000017246	ENSBTAG00000019832
UBB	TLR4	ubiquitin B	toll like receptor 4	ENSBTAG00000017246	ENSBTAG00000006240
UBC	ADRB2	ubiquitin C	adrenoceptor beta 2	ENSBTAG00000032436	ENSBTAG00000002144
UBC	ERBB2	ubiquitin C	erb-b2 receptor tyrosine kinase 2	ENSBTAG00000032436	ENSBTAG00000021798
UBC	FGFR2	ubiquitin C	fibroblast growth factor receptor 2	ENSBTAG00000032436	ENSBTAG00000014064
UBC	LDLR	ubiquitin C	low density lipoprotein receptor	ENSBTAG00000032436	ENSBTAG00000012314
UBC	LRP2	ubiquitin C	LDL receptor related protein 2	ENSBTAG00000032436	ENSBTAG00000004555
UBC	RIPK1	ubiquitin C	receptor interacting serine/threonine kinase 1	ENSBTAG00000032436	ENSBTAG00000006378
UBC	SMAD3	ubiquitin C	SMAD family member 3	ENSBTAG00000032436	ENSBTAG00000012599
UBC	TGFBR1	ubiquitin C	transforming growth factor beta receptor 1	ENSBTAG00000032436	ENSBTAG00000018035
UBC	TGFBR2	ubiquitin C	transforming growth factor beta receptor 2	ENSBTAG00000032436	ENSBTAG00000019832
UBC	TLR4	ubiquitin C	toll like receptor 4	ENSBTAG00000032436	ENSBTAG00000006240
UCN2	CRHR1	urocortin 2	corticotropin releasing hormone receptor 1	ENSBTAG00000019078	ENSBTAG00000002749
UCN2	CRHR2	urocortin 2	corticotropin releasing hormone receptor 2	ENSBTAG00000019078	ENSBTAG00000014381
UCN2	IL10RB	urocortin 2	interleukin 10 receptor subunit beta	ENSBTAG00000019078	ENSBTAG00000019404
UCN3	CRHR1	urocortin 3	corticotropin releasing hormone receptor 1	ENSBTAG00000035696	ENSBTAG00000002749
UCN3	CRHR2	urocortin 3	corticotropin releasing hormone receptor 2	ENSBTAG00000035696	ENSBTAG00000014381
UCN3	IL10RB	urocortin 3	interleukin 10 receptor subunit beta	ENSBTAG00000035696	ENSBTAG00000019404
UCN	CRHR1	urocortin	corticotropin releasing hormone receptor 1	ENSBTAG00000063861	ENSBTAG00000002749
UCN	CRHR2	urocortin	corticotropin releasing hormone receptor 2	ENSBTAG00000063861	ENSBTAG00000014381
UTS2B	UTS2R	urotensin 2B	urotensin 2 receptor	ENSBTAG00000044148	ENSBTAG00000060577
UTS2	UTS2R	urotensin 2	urotensin 2 receptor	ENSBTAG00000048839	ENSBTAG00000060577
VASP	CXCR2	vasodilator stimulated phosphoprotein	C-X-C motif chemokine receptor 2	ENSBTAG00000019604	ENSBTAG00000038042
VCAM1	ITGA4	vascular cell adhesion molecule 1	integrin subunit alpha 4	ENSBTAG00000007773	ENSBTAG00000009256
VCAM1	ITGA9	vascular cell adhesion molecule 1	integrin subunit alpha 9	ENSBTAG00000007773	ENSBTAG00000016566
VCAM1	ITGAD	vascular cell adhesion molecule 1	integrin subunit alpha D	ENSBTAG00000007773	ENSBTAG00000019524
VCAM1	ITGB1	vascular cell adhesion molecule 1	integrin subunit beta 1	ENSBTAG00000007773	ENSBTAG00000015910
VCAM1	ITGB2	vascular cell adhesion molecule 1	integrin subunit beta 2	ENSBTAG00000007773	ENSBTAG00000017060
VCAM1	ITGB7	vascular cell adhesion molecule 1	integrin subunit beta 7	ENSBTAG00000007773	ENSBTAG00000018993
VCAN	CD44	versican	CD44 molecule (Indian blood group)	ENSBTAG00000014906	ENSBTAG00000011578
VCAN	EGFR	versican	epidermal growth factor receptor	ENSBTAG00000014906	ENSBTAG00000011628
VCAN	ITGA4	versican	integrin subunit alpha 4	ENSBTAG00000014906	ENSBTAG00000009256
VCAN	ITGB1	versican	integrin subunit beta 1	ENSBTAG00000014906	ENSBTAG00000015910
VCAN	SELL	versican	selectin L	ENSBTAG00000014906	ENSBTAG00000011515
VCAN	SELP	versican	selectin P	ENSBTAG00000014906	ENSBTAG00000020755
VCAN	TLR2	versican	toll like receptor 2	ENSBTAG00000014906	ENSBTAG00000008008
VCL	ITGB5	vinculin	integrin subunit beta 5	ENSBTAG00000021879	ENSBTAG00000013755
VEGFA	EGFR	vascular endothelial growth factor A	epidermal growth factor receptor	ENSBTAG00000005339	ENSBTAG00000011628
VEGFA	EPHB2	vascular endothelial growth factor A	EPH receptor B2	ENSBTAG00000005339	ENSBTAG00000045902
VEGFA	FLT1	vascular endothelial growth factor A	fms related receptor tyrosine kinase 1	ENSBTAG00000005339	ENSBTAG00000016915
VEGFA	GPC1	vascular endothelial growth factor A	glypican 1	ENSBTAG00000005339	ENSBTAG00000015996
VEGFA	ITGA9	vascular endothelial growth factor A	integrin subunit alpha 9	ENSBTAG00000005339	ENSBTAG00000016566
VEGFA	ITGAV	vascular endothelial growth factor A	integrin subunit alpha V	ENSBTAG00000005339	ENSBTAG00000019929
VEGFA	ITGB1	vascular endothelial growth factor A	integrin subunit beta 1	ENSBTAG00000005339	ENSBTAG00000015910
VEGFA	ITGB3	vascular endothelial growth factor A	integrin subunit beta 3	ENSBTAG00000005339	ENSBTAG00000009987
VEGFA	KDR	vascular endothelial growth factor A	kinase insert domain receptor	ENSBTAG00000005339	ENSBTAG00000000782
VEGFA	NRP1	vascular endothelial growth factor A	neuropilin 1	ENSBTAG00000005339	ENSBTAG00000019866
VEGFA	NRP2	vascular endothelial growth factor A	neuropilin 2	ENSBTAG00000005339	ENSBTAG00000011971
VEGFA	RET	vascular endothelial growth factor A	ret proto-oncogene	ENSBTAG00000005339	ENSBTAG00000000570
VEGFA	SIRPA	vascular endothelial growth factor A	signal regulatory protein alpha	ENSBTAG00000005339	ENSBTAG00000007213
VEGFA	TYRO3	vascular endothelial growth factor A	TYRO3 protein tyrosine kinase	ENSBTAG00000005339	ENSBTAG00000001694
VEGFB	FLT1	vascular endothelial growth factor B	fms related receptor tyrosine kinase 1	ENSBTAG00000047567	ENSBTAG00000016915
VEGFB	NRP1	vascular endothelial growth factor B	neuropilin 1	ENSBTAG00000047567	ENSBTAG00000019866
VEGFB	RET	vascular endothelial growth factor B	ret proto-oncogene	ENSBTAG00000047567	ENSBTAG00000000570
VEGFB	TYRO3	vascular endothelial growth factor B	TYRO3 protein tyrosine kinase	ENSBTAG00000047567	ENSBTAG00000001694
VEGFC	FLT1	vascular endothelial growth factor C	fms related receptor tyrosine kinase 1	ENSBTAG00000014737	ENSBTAG00000016915
VEGFC	FLT4	vascular endothelial growth factor C	fms related receptor tyrosine kinase 4	ENSBTAG00000014737	ENSBTAG00000001462
VEGFC	ITGA9	vascular endothelial growth factor C	integrin subunit alpha 9	ENSBTAG00000014737	ENSBTAG00000016566
VEGFC	ITGB1	vascular endothelial growth factor C	integrin subunit beta 1	ENSBTAG00000014737	ENSBTAG00000015910
VEGFC	KDR	vascular endothelial growth factor C	kinase insert domain receptor	ENSBTAG00000014737	ENSBTAG00000000782
VEGFC	LYVE1	vascular endothelial growth factor C	lymphatic vessel endothelial hyaluronan receptor 1	ENSBTAG00000014737	ENSBTAG00000000802
VEGFC	NRP2	vascular endothelial growth factor C	neuropilin 2	ENSBTAG00000014737	ENSBTAG00000011971
VEGFC	VIPR2	vascular endothelial growth factor C	vasoactive intestinal peptide receptor 2	ENSBTAG00000014737	ENSBTAG00000037649
VEGFD	FLT1	vascular endothelial growth factor D	fms related receptor tyrosine kinase 1	ENSBTAG00000009476	ENSBTAG00000016915
VEGFD	FLT4	vascular endothelial growth factor D	fms related receptor tyrosine kinase 4	ENSBTAG00000009476	ENSBTAG00000001462
VEGFD	ITGA1	vascular endothelial growth factor D	integrin subunit alpha 1	ENSBTAG00000009476	ENSBTAG00000016525
VEGFD	ITGA2	vascular endothelial growth factor D	integrin subunit alpha 2	ENSBTAG00000009476	ENSBTAG00000019289
VEGFD	ITGA4	vascular endothelial growth factor D	integrin subunit alpha 4	ENSBTAG00000009476	ENSBTAG00000009256
VEGFD	ITGA5	vascular endothelial growth factor D	integrin subunit alpha 5	ENSBTAG00000009476	ENSBTAG00000013745
VEGFD	ITGA9	vascular endothelial growth factor D	integrin subunit alpha 9	ENSBTAG00000009476	ENSBTAG00000016566
VEGFD	ITGB1	vascular endothelial growth factor D	integrin subunit beta 1	ENSBTAG00000009476	ENSBTAG00000015910
VEGFD	KDR	vascular endothelial growth factor D	kinase insert domain receptor	ENSBTAG00000009476	ENSBTAG00000000782
VEGFD	NRP2	vascular endothelial growth factor D	neuropilin 2	ENSBTAG00000009476	ENSBTAG00000011971
VIM	CD44	vimentin	CD44 molecule (Indian blood group)	ENSBTAG00000018463	ENSBTAG00000011578
VIP	ADCYAP1R1	vasoactive intestinal peptide	ADCYAP receptor type I	ENSBTAG00000013400	ENSBTAG00000020247
VIP	ADRB2	vasoactive intestinal peptide	adrenoceptor beta 2	ENSBTAG00000013400	ENSBTAG00000002144
VIP	ADRB3	vasoactive intestinal peptide	adrenoceptor beta 3	ENSBTAG00000013400	ENSBTAG00000017981
VIP	GPR20	vasoactive intestinal peptide	G protein-coupled receptor 20	ENSBTAG00000013400	ENSBTAG00000015985
VIP	GPR84	vasoactive intestinal peptide	G protein-coupled receptor 84	ENSBTAG00000013400	ENSBTAG00000015592
VIP	NPR3	vasoactive intestinal peptide	natriuretic peptide receptor 3	ENSBTAG00000013400	ENSBTAG00000007665
VIP	PTH1R	vasoactive intestinal peptide	parathyroid hormone 1 receptor	ENSBTAG00000013400	ENSBTAG00000016948
VIP	RAMP2	vasoactive intestinal peptide	receptor activity modifying protein 2	ENSBTAG00000013400	ENSBTAG00000019903
VIP	RAMP3	vasoactive intestinal peptide	receptor activity modifying protein 3	ENSBTAG00000013400	ENSBTAG00000020704
VIP	SCTR	vasoactive intestinal peptide	secretin receptor	ENSBTAG00000013400	ENSBTAG00000013619
VIP	TSHR	vasoactive intestinal peptide	thyroid stimulating hormone receptor	ENSBTAG00000013400	ENSBTAG00000017489
VIP	VIPR1	vasoactive intestinal peptide	vasoactive intestinal peptide receptor 1	ENSBTAG00000013400	ENSBTAG00000006567
VIP	VIPR2	vasoactive intestinal peptide	vasoactive intestinal peptide receptor 2	ENSBTAG00000013400	ENSBTAG00000037649
VTN	CD47	vitronectin	CD47 molecule	ENSBTAG00000016151	ENSBTAG00000003585
VTN	ITGA2B	vitronectin	integrin subunit alpha 2b	ENSBTAG00000016151	ENSBTAG00000008165
VTN	ITGA3	vitronectin	integrin subunit alpha 3	ENSBTAG00000016151	ENSBTAG00000019498
VTN	ITGA5	vitronectin	integrin subunit alpha 5	ENSBTAG00000016151	ENSBTAG00000013745
VTN	ITGA8	vitronectin	integrin subunit alpha 8	ENSBTAG00000016151	ENSBTAG00000007602
VTN	ITGAV	vitronectin	integrin subunit alpha V	ENSBTAG00000016151	ENSBTAG00000019929
VTN	ITGB1	vitronectin	integrin subunit beta 1	ENSBTAG00000016151	ENSBTAG00000015910
VTN	ITGB3	vitronectin	integrin subunit beta 3	ENSBTAG00000016151	ENSBTAG00000009987
VTN	ITGB5	vitronectin	integrin subunit beta 5	ENSBTAG00000016151	ENSBTAG00000013755
VTN	ITGB6	vitronectin	integrin subunit beta 6	ENSBTAG00000016151	ENSBTAG00000009080
VTN	ITGB8	vitronectin	integrin subunit beta 8	ENSBTAG00000016151	ENSBTAG00000003709
VTN	KDR	vitronectin	kinase insert domain receptor	ENSBTAG00000016151	ENSBTAG00000000782
VTN	PLAUR	vitronectin	"plasminogen activator, urokinase receptor"	ENSBTAG00000016151	ENSBTAG00000013125
VTN	PVR	vitronectin	PVR cell adhesion molecule	ENSBTAG00000016151	ENSBTAG00000048075
VTN	TNFRSF11B	vitronectin	TNF receptor superfamily member 11b	ENSBTAG00000016151	ENSBTAG00000007423
VWF	GP1BA	von Willebrand factor	glycoprotein Ib platelet subunit alpha	ENSBTAG00000012265	ENSBTAG00000004909
VWF	ITGA2B	von Willebrand factor	integrin subunit alpha 2b	ENSBTAG00000012265	ENSBTAG00000008165
VWF	ITGB3	von Willebrand factor	integrin subunit beta 3	ENSBTAG00000012265	ENSBTAG00000009987
VWF	SELP	von Willebrand factor	selectin P	ENSBTAG00000012265	ENSBTAG00000020755
VWF	SIRPA	von Willebrand factor	signal regulatory protein alpha	ENSBTAG00000012265	ENSBTAG00000007213
VWF	TNFRSF11B	von Willebrand factor	TNF receptor superfamily member 11b	ENSBTAG00000012265	ENSBTAG00000007423
WNT11	FZD7	Wnt family member 11	frizzled class receptor 7	ENSBTAG00000010820	ENSBTAG00000002283
WNT16	FZD6	Wnt family member 16	frizzled class receptor 6	ENSBTAG00000002940	ENSBTAG00000010529
WNT1	FZD1	Wnt family member 1	frizzled class receptor 1	ENSBTAG00000015364	ENSBTAG00000002107
WNT1	FZD3	Wnt family member 1	frizzled class receptor 3	ENSBTAG00000015364	ENSBTAG00000035084
WNT1	FZD5	Wnt family member 1	frizzled class receptor 5	ENSBTAG00000015364	ENSBTAG00000020957
WNT1	FZD7	Wnt family member 1	frizzled class receptor 7	ENSBTAG00000015364	ENSBTAG00000002283
WNT1	FZD8	Wnt family member 1	frizzled class receptor 8	ENSBTAG00000015364	ENSBTAG00000052989
WNT1	FZD9	Wnt family member 1	frizzled class receptor 9	ENSBTAG00000015364	ENSBTAG00000051341
WNT1	LRP5	Wnt family member 1	LDL receptor related protein 5	ENSBTAG00000015364	ENSBTAG00000005903
WNT1	LRP6	Wnt family member 1	LDL receptor related protein 6	ENSBTAG00000015364	ENSBTAG00000011761
WNT1	RYK	Wnt family member 1	receptor like tyrosine kinase	ENSBTAG00000015364	ENSBTAG00000016999
WNT2	FZD1	Wnt family member 2	frizzled class receptor 1	ENSBTAG00000008097	ENSBTAG00000002107
WNT2	FZD5	Wnt family member 2	frizzled class receptor 5	ENSBTAG00000008097	ENSBTAG00000020957
WNT2	FZD7	Wnt family member 2	frizzled class receptor 7	ENSBTAG00000008097	ENSBTAG00000002283
WNT2	FZD8	Wnt family member 2	frizzled class receptor 8	ENSBTAG00000008097	ENSBTAG00000052989
WNT2	FZD9	Wnt family member 2	frizzled class receptor 9	ENSBTAG00000008097	ENSBTAG00000051341
WNT2	LRP6	Wnt family member 2	LDL receptor related protein 6	ENSBTAG00000008097	ENSBTAG00000011761
WNT3A	APCDD1	Wnt family member 3A	APC down-regulated 1	ENSBTAG00000039397	ENSBTAG00000005154
WNT3A	ATP6AP2	Wnt family member 3A	ATPase H+ transporting accessory protein 2	ENSBTAG00000039397	ENSBTAG00000017801
WNT3A	FZD1	Wnt family member 3A	frizzled class receptor 1	ENSBTAG00000039397	ENSBTAG00000002107
WNT3A	FZD2	Wnt family member 3A	frizzled class receptor 2	ENSBTAG00000039397	ENSBTAG00000020590
WNT3A	FZD5	Wnt family member 3A	frizzled class receptor 5	ENSBTAG00000039397	ENSBTAG00000020957
WNT3A	FZD6	Wnt family member 3A	frizzled class receptor 6	ENSBTAG00000039397	ENSBTAG00000010529
WNT3A	FZD7	Wnt family member 3A	frizzled class receptor 7	ENSBTAG00000039397	ENSBTAG00000002283
WNT3A	FZD8	Wnt family member 3A	frizzled class receptor 8	ENSBTAG00000039397	ENSBTAG00000052989
WNT3A	LRP1	Wnt family member 3A	LDL receptor related protein 1	ENSBTAG00000039397	ENSBTAG00000010830
WNT3A	LRP5	Wnt family member 3A	LDL receptor related protein 5	ENSBTAG00000039397	ENSBTAG00000005903
WNT3A	LRP6	Wnt family member 3A	LDL receptor related protein 6	ENSBTAG00000039397	ENSBTAG00000011761
WNT3A	RYK	Wnt family member 3A	receptor like tyrosine kinase	ENSBTAG00000039397	ENSBTAG00000016999
WNT3	FZD1	Wnt family member 3	frizzled class receptor 1	ENSBTAG00000016012	ENSBTAG00000002107
WNT3	FZD5	Wnt family member 3	frizzled class receptor 5	ENSBTAG00000016012	ENSBTAG00000020957
WNT3	FZD7	Wnt family member 3	frizzled class receptor 7	ENSBTAG00000016012	ENSBTAG00000002283
WNT3	FZD8	Wnt family member 3	frizzled class receptor 8	ENSBTAG00000016012	ENSBTAG00000052989
WNT3	LRP6	Wnt family member 3	LDL receptor related protein 6	ENSBTAG00000016012	ENSBTAG00000011761
WNT3	RYK	Wnt family member 3	receptor like tyrosine kinase	ENSBTAG00000016012	ENSBTAG00000016999
WNT4	FZD2	Wnt family member 4	frizzled class receptor 2	ENSBTAG00000051083	ENSBTAG00000020590
WNT4	FZD6	Wnt family member 4	frizzled class receptor 6	ENSBTAG00000051083	ENSBTAG00000010529
WNT5A	ADRB2	Wnt family member 5A	adrenoceptor beta 2	ENSBTAG00000020221	ENSBTAG00000002144
WNT5A	FZD1	Wnt family member 5A	frizzled class receptor 1	ENSBTAG00000020221	ENSBTAG00000002107
WNT5A	FZD2	Wnt family member 5A	frizzled class receptor 2	ENSBTAG00000020221	ENSBTAG00000020590
WNT5A	FZD4	Wnt family member 5A	frizzled class receptor 4	ENSBTAG00000020221	ENSBTAG00000074291
WNT5A	FZD5	Wnt family member 5A	frizzled class receptor 5	ENSBTAG00000020221	ENSBTAG00000020957
WNT5A	FZD6	Wnt family member 5A	frizzled class receptor 6	ENSBTAG00000020221	ENSBTAG00000010529
WNT5A	FZD7	Wnt family member 5A	frizzled class receptor 7	ENSBTAG00000020221	ENSBTAG00000002283
WNT5A	FZD8	Wnt family member 5A	frizzled class receptor 8	ENSBTAG00000020221	ENSBTAG00000052989
WNT5A	LDLR	Wnt family member 5A	low density lipoprotein receptor	ENSBTAG00000020221	ENSBTAG00000012314
WNT5A	LRP2	Wnt family member 5A	LDL receptor related protein 2	ENSBTAG00000020221	ENSBTAG00000004555
WNT5A	LRP5	Wnt family member 5A	LDL receptor related protein 5	ENSBTAG00000020221	ENSBTAG00000005903
WNT5A	MCAM	Wnt family member 5A	melanoma cell adhesion molecule	ENSBTAG00000020221	ENSBTAG00000006835
WNT5A	ROR1	Wnt family member 5A	receptor tyrosine kinase like orphan receptor 1	ENSBTAG00000020221	ENSBTAG00000012312
WNT5A	ROR2	Wnt family member 5A	receptor tyrosine kinase like orphan receptor 2	ENSBTAG00000020221	ENSBTAG00000005092
WNT5A	RYK	Wnt family member 5A	receptor like tyrosine kinase	ENSBTAG00000020221	ENSBTAG00000016999
WNT7A	FZD10	Wnt family member 7A	frizzled class receptor 10	ENSBTAG00000001668	ENSBTAG00000007047
WNT7A	FZD5	Wnt family member 7A	frizzled class receptor 5	ENSBTAG00000001668	ENSBTAG00000020957
WNT7A	FZD9	Wnt family member 7A	frizzled class receptor 9	ENSBTAG00000001668	ENSBTAG00000051341
WNT7A	LRP6	Wnt family member 7A	LDL receptor related protein 6	ENSBTAG00000001668	ENSBTAG00000011761
WNT7B	FZD1	Wnt family member 7B	frizzled class receptor 1	ENSBTAG00000048365	ENSBTAG00000002107
WNT7B	FZD10	Wnt family member 7B	frizzled class receptor 10	ENSBTAG00000048365	ENSBTAG00000007047
WNT7B	LRP5	Wnt family member 7B	LDL receptor related protein 5	ENSBTAG00000048365	ENSBTAG00000005903
WNT8A	LRP5	Wnt family member 8A	LDL receptor related protein 5	ENSBTAG00000005570	ENSBTAG00000005903
WNT8B	LRP5	Wnt family member 8B	LDL receptor related protein 5	ENSBTAG00000012914	ENSBTAG00000005903
XCL1	XCR1	X-C motif chemokine ligand 1	X-C motif chemokine receptor 1	ENSBTAG00000009938	ENSBTAG00000063018
XCL2	XCR1	X-C motif chemokine ligand 2	X-C motif chemokine receptor 1	ENSBTAG00000009943	ENSBTAG00000063018
ZG16B	CXCR4	zymogen granule protein 16B	C-X-C motif chemokine receptor 4	ENSBTAG00000047368	ENSBTAG00000001060
ZG16B	TLR2	zymogen granule protein 16B	toll like receptor 2	ENSBTAG00000047368	ENSBTAG00000008008
ZG16B	TLR4	zymogen granule protein 16B	toll like receptor 4	ENSBTAG00000047368	ENSBTAG00000006240
ZG16B	TLR5	zymogen granule protein 16B	toll like receptor 5	ENSBTAG00000047368	ENSBTAG00000000477
ZG16B	TLR6	zymogen granule protein 16B	toll like receptor 6	ENSBTAG00000047368	ENSBTAG00000014031
ZP3	EGFR	zona pellucida glycoprotein 3	epidermal growth factor receptor	ENSBTAG00000014834	ENSBTAG00000011628
ZP3	MERTK	zona pellucida glycoprotein 3	"MER proto-oncogene, tyrosine kinase"	ENSBTAG00000014834	ENSBTAG00000005828
MELTF	PLG	melanotransferrin	plasminogen	ENSBTAG00000002998	ENSBTAG00000001271
FYN	SPN	"FYN proto-oncogene, Src family tyrosine kinase"	sialophorin	ENSBTAG00000011851	ENSBTAG00000026326
VCAM1	MSN	vascular cell adhesion molecule 1	moesin	ENSBTAG00000007773	ENSBTAG00000003418
VCAM1	EZR	vascular cell adhesion molecule 1	ezrin	ENSBTAG00000007773	ENSBTAG00000010347
TP53	TNFRSF10D	tumor protein p53	TNF receptor superfamily member 10d	ENSBTAG00000001069	ENSBTAG00000051704
ADAM10	NOTCH1	ADAM metallopeptidase domain 10	notch receptor 1	ENSBTAG00000005481	ENSBTAG00000022799
ADAM10	EFNA3	ADAM metallopeptidase domain 10	ephrin A3	ENSBTAG00000005481	ENSBTAG00000033423
LGALS8	ITGA3	galectin 8	integrin subunit alpha 3	ENSBTAG00000013544	ENSBTAG00000019498
TIMP3	ADAM17	TIMP metallopeptidase inhibitor 3	ADAM metallopeptidase domain 17	ENSBTAG00000020638	ENSBTAG00000001141
TYROBP	TREM1	transmembrane immune signaling adaptor TYROBP	triggering receptor expressed on myeloid cells 1	ENSBTAG00000007338	ENSBTAG00000017593
ADA	DPP4	adenosine deaminase	dipeptidyl peptidase 4	ENSBTAG00000005280	ENSBTAG00000048246
FYN	THY1	"FYN proto-oncogene, Src family tyrosine kinase"	Thy-1 cell surface antigen	ENSBTAG00000011851	ENSBTAG00000019627
FADD	FAS	Fas associated via death domain	Fas cell surface death receptor	ENSBTAG00000073119	ENSBTAG00000010785
SHH	GAS1	sonic hedgehog signaling molecule	growth arrest specific 1	ENSBTAG00000024552	ENSBTAG00000069574
