	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
ENSBTAG00000005728	5.61232595	5.355561513	5.23737602	6.326165001	5.20165986	5.114363145	5.34871482	5.745865904	5.091661961	5.636391698	5.312206059	5.371924118	5.96357348	4.782745918	4.143229132	6.237580045	5.451102401	5.457620341	6.073789812	5.556664765	4.408636349	4.446500635	5.803220362	6.329520801	4.535006273	5.367793284	6.407704794
ENSBTAG00000005729	5.210528848	6.357089534	5.172714112	5.43253498	6.304155418	5.539014886	5.381120415	4.463267055	5.465584896	5.385453611	5.165445059	5.553121448	5.133148153	5.288518133	5.362277868	5.015972693	5.780393131	6.169703246	5.942615794	5.524993478	5.388252273	5.715815303	5.50682203	5.325111492	5.350912098	5.910882419	5.400182349
ENSBTAG00000005730	6.54427284	7.379660547	6.757684894	6.305537582	6.833942535	7.011473446	6.248669069	6.72360943	6.466365254	6.396297708	6.649643355	6.831612986	6.563242061	5.989715207	5.989715207	6.395648769	5.473832365	6.130711081	5.229825911	5.73890629	5.810459304	5.940276414	5.709509969	6.145546569	6.162317894	6.581530881	6.338693482
ENSBTAG00000005732	5.235642573	6.237341403	5.891398786	4.425141851	5.087123569	5.294730634	5.449704746	4.582793341	5.044859309	5.640820903	4.97605178	5.252303475	5.490118496	5.197973554	4.912482797	5.55884551	5.526858367	5.200944323	4.979585666	4.689658088	4.662469822	4.770106371	5.303264308	5.531890186	5.273262056	5.250815691	5.282674624
ENSBTAG00000005734	8.59867489	9.931905231	9.449497073	9.675879485	10.00430516	9.291538722	9.76216102	8.603425984	10.04502248	9.019194822	9.146413925	8.772349917	9.336039255	9.126298045	9.824832643	9.951675969	9.019541581	8.942503491	9.009064772	8.938690395	9.254580616	8.275458311	9.233697756	9.260485542	9.821529683	9.871130354	7.987741676
ENSBTAG00000005735	7.762629297	7.306278731	6.937164361	7.99751733	7.164717137	7.918463413	7.756712631	7.214652512	8.179577567	7.259582839	7.694424847	7.872719618	7.680031617	6.838504887	7.30404791	7.030072684	7.051256169	6.982223489	7.662203652	6.861627123	7.96731442	7.453067539	7.913460033	7.529370473	8.20620582	8.140485675	7.321022891
ENSBTAG00000005736	5.433851091	4.910464706	5.270061755	5.04705083	5.595540485	4.842940617	4.621560553	5.728882565	4.416558801	4.575223298	4.871031961	5.540832997	5.416786911	5.329113926	4.872372214	5.015681942	5.305373123	5.411254071	5.213648532	4.801237087	5.164711608	5.477109574	5.320373876	5.110984588	5.196372936	5.610328091	5.025626743
ENSBTAG00000005738	7.194568286	6.374823406	6.687560519	6.709792579	7.397029011	6.922021252	6.551423485	6.636076293	6.587141634	6.618218446	6.042971012	6.264022523	6.394137877	6.055828674	6.469760987	6.817826093	6.0137528	6.3057736	6.719333084	6.129057195	6.111284819	6.399805573	6.443644085	6.724756775	6.139008862	6.354399039	6.92034575
ENSBTAG00000005741	5.287788284	5.14415578	4.577298492	4.53820742	5.428708975	4.476377749	5.58924946	5.300087636	4.457753517	4.620973938	4.925276511	5.286307156	4.700126086	5.251833161	5.552811475	4.583048171	5.223648492	4.751884507	5.357090141	4.833141342	5.338530096	4.852971118	5.243278057	4.951974673	4.555463072	5.032223983	4.552209572
ENSBTAG00000005743	6.768989339	7.199644297	6.958898108	6.450843938	6.097632229	6.413420186	6.169927623	6.274854477	7.104273745	6.000499235	6.520386315	6.267235217	6.501363223	5.96426427	6.006256566	6.351015847	6.187784761	5.95005075	6.110509542	6.060070422	6.646077077	6.646191548	6.79074748	6.094063414	6.511903148	6.445773293	6.119319693
ENSBTAG00000005744	6.187149232	6.630662911	5.660088618	6.416104636	6.245332746	5.99884996	5.856382477	5.689108232	6.192398703	5.910617345	6.040455936	6.625142812	6.963078235	6.145964917	5.346708941	5.402040181	5.409363339	5.865760765	5.38060496	5.787531978	6.182975929	5.700682147	6.643154002	5.89062803	6.724017946	6.199967336	5.714740671
ENSBTAG00000005745	5.481489618	5.065754407	5.175487539	4.463270073	5.454853262	4.401793864	4.59295873	5.725564612	4.383276101	5.381900158	4.563177878	4.903406115	4.624263098	4.860637414	5.256305794	5.280677883	5.018426611	5.519392586	5.611601755	6.436260704	5.126283751	5.550265732	5.014335238	5.109565091	4.857961556	4.907179089	5.685274521
ENSBTAG00000005748	4.745719126	4.817771718	4.717993124	4.677765821	4.964253416	4.614138994	4.811991369	4.844192475	5.8030808	4.762938052	4.781168696	5.447610015	5.565807202	5.248650516	4.867334604	4.858102845	4.893131193	4.898633991	4.806516693	5.478515573	4.670880261	4.332971987	5.274410812	4.761478028	5.230255039	5.039494463	5.638435443
ENSBTAG00000005750	5.109283906	5.191513822	5.077641647	5.031732296	5.043228991	4.959118273	6.788765166	5.221666472	4.937245595	5.12893498	5.149740676	6.128031641	6.234388649	7.079554274	5.61439687	4.257799869	5.270945295	5.838027375	5.172096624	5.728472446	6.032234162	7.49418967	4.986519538	4.434301158	5.872823396	4.952159168	5.430035792
ENSBTAG00000005751	6.527708609	7.016476005	6.331649231	5.821363644	5.626890323	5.449449829	6.384270248	6.408158015	6.269803983	6.754344976	6.319882743	6.734720877	5.932382915	6.668375777	5.620717714	5.418510861	6.360052712	5.789746956	6.3698287	6.59415321	6.142547202	7.731682815	6.212562598	5.891993917	5.773432104	5.812780184	6.839747674
ENSBTAG00000005753	5.726286412	6.023830773	5.999151844	5.657089975	5.588449471	6.343109648	5.705721169	5.443808518	5.859268115	5.882100174	4.875379806	5.815812437	4.643778083	6.146495361	5.928626276	5.802195105	5.863830567	5.955081791	5.954118869	6.026257004	5.265247765	5.820568823	5.784443555	6.162374144	5.917537408	5.584850002	5.381686018
ENSBTAG00000005754	6.214227791	5.97906891	5.754127828	5.6637057	6.669528347	6.215653857	6.809932113	5.928643437	6.511144849	5.319692218	6.209955328	5.98386302	6.618089472	6.540422666	6.430122798	6.660388785	7.636130096	6.340240962	6.932458809	5.997056739	6.250110021	6.180119777	6.483726744	6.114842003	6.411561392	6.14763995	6.42589635
ENSBTAG00000005756	4.555379894	5.276749758	5.152360541	4.483947068	4.785104146	6.064862363	5.269818452	5.170491802	4.978674163	4.880354167	4.592644645	5.155750747	4.659104072	4.145992052	4.974765476	5.195205191	5.485956318	5.588135676	4.942677727	4.813766733	4.945776981	5.514633345	5.472201726	5.154743306	4.166850456	5.311159493	5.861222796
ENSBTAG00000005757	7.644733338	8.00463883	7.929209174	8.40813823	7.95654622	7.839212063	8.135198159	8.17804849	8.366748438	7.506710764	8.510732437	7.836045988	7.755072836	7.762495266	7.69969425	7.833441096	7.504604135	7.494982407	7.8852252	7.375774207	7.835323192	7.846061981	7.715260929	7.997295878	7.805148049	7.544754728	7.927102812
ENSBTAG00000005759	4.662151407	5.055598653	5.458101296	5.711470306	5.492467892	5.223885722	5.242698288	5.622080148	4.50276199	5.182557974	5.01146096	5.40428852	5.971978975	5.372472979	4.940612711	5.125496494	5.584956199	4.820430198	5.722326196	5.433562025	4.943031858	5.922152951	4.946663523	5.225000972	4.952996106	5.41525096	5.154254925
ENSBTAG00000005760	7.007729209	7.746527008	7.274902299	6.462176974	7.848341304	7.722659354	8.060634835	6.714846609	7.968992964	7.656844931	7.808673409	7.34587833	7.296217225	8.136793511	7.444563518	7.568912629	7.138462614	7.020398853	7.16623387	7.575955795	7.385098976	6.550199433	7.418859053	7.680924922	7.4642313	6.831116783	7.335811753
ENSBTAG00000005761	6.424213194	6.066441535	6.090121191	5.884365411	6.938219084	6.655698319	6.598684367	5.219063002	6.212439492	5.4154618	5.603980959	6.338886799	6.063589324	5.621226327	6.576269827	6.357498767	5.773808572	5.783665834	6.496332438	5.295737453	6.502962054	5.9185328	5.615347235	5.960121589	6.182996511	6.079675344	5.663683029
ENSBTAG00000005762	4.581054764	4.66418015	4.549067926	4.50265863	4.514280522	4.429253852	4.657511496	4.694661157	4.407142985	4.600919835	4.621952101	4.680117265	4.694890025	4.681523292	4.43871427	4.6898785	4.745758875	4.752107324	4.645833759	4.848576217	4.525352012	4.870952712	4.38704548	4.644926334	4.777081383	5.065996412	4.770952833
ENSBTAG00000005763	5.514244041	6.770932215	5.685135691	6.688607237	5.704047625	6.226119272	5.709809482	5.144368504	5.479152826	5.77833445	5.650996913	6.576363343	5.809318472	5.760588743	4.999209001	5.925759321	5.46593374	5.305798095	4.987467805	5.36069781	4.780855884	5.850698807	5.487488461	6.111639616	5.758004187	5.573599814	6.048784281
ENSBTAG00000005765	7.152155012	6.967972094	6.014135287	6.651051445	6.371603164	7.215966266	6.888455394	5.4268225	6.544343241	6.638546998	5.384201372	6.690637992	6.629077003	6.003447252	5.915360643	7.032639433	5.873297022	5.718716982	6.726623018	5.735892412	6.536609471	6.743271035	5.982515042	6.995561589	5.762839748	6.169415951	5.868155233
ENSBTAG00000005769	5.147574031	5.485077644	5.827534246	5.655850606	6.148900203	5.304964592	5.578203443	5.342260077	5.195733768	5.885672333	5.852874859	5.179363181	5.467657174	6.062566833	6.137412663	5.815747568	6.152833331	6.24000836	6.628493761	6.834903402	6.078238097	5.751408578	5.718389182	5.782821227	5.769150175	5.605566958	5.958161289
ENSBTAG00000005772	5.049706395	6.423189145	5.650876378	5.833903376	5.733612947	6.003978625	6.832337179	5.828601419	5.435368412	5.463182779	6.139309414	5.931503979	5.688094266	5.18526123	5.713775974	6.1874123	6.176117615	5.327840361	6.430108642	5.862958981	5.349222638	5.328303047	6.402409441	5.766668945	6.106861715	6.516488233	6.149378114
ENSBTAG00000005773	8.538662594	8.099540687	8.643691006	7.661310235	8.367890793	7.965647499	7.543145053	7.964330079	8.830329086	8.298651435	7.821224657	7.977693967	7.794360806	7.37777468	7.392280129	7.789678308	6.981970195	8.003745106	7.373799638	7.856132005	7.911786759	9.077804095	8.065304017	8.315299991	7.999679987	8.167105706	8.828023974
ENSBTAG00000005774	4.594330983	5.810986102	4.567384146	5.558855997	4.98262486	5.012471869	5.802380089	5.850456966	4.985690302	5.298252785	5.474874462	5.66694563	4.690229809	4.876138923	5.561814655	5.326694777	5.453721606	5.050003356	5.939051581	4.832244591	5.546951734	6.342152078	5.162223984	5.022734696	4.765023149	5.404683044	5.132490922
ENSBTAG00000005779	4.927829861	4.70886521	4.608078491	4.567444746	4.577620315	5.737722753	5.005370877	5.227146313	4.483815846	4.653477525	5.389704003	5.027580579	4.735753298	5.718000432	4.634164557	5.189415299	5.098612478	5.290145171	5.187408252	4.878250417	4.805587474	4.591002631	4.920669228	5.069398369	5.357027234	4.533548906	5.150933606
ENSBTAG00000005780	7.539584913	7.746479141	7.642159075	7.620408067	7.685632369	7.535303449	7.659235983	6.642379717	8.231668383	7.500824678	7.0612584	6.735344775	7.338168871	6.757490674	7.112089502	7.420842322	6.490708797	6.893125517	7.254174968	7.079088781	7.25773728	7.919326407	7.538088334	7.528029272	7.621738252	7.547314982	7.243531304
ENSBTAG00000005782	4.44335175	4.515680253	4.699871483	4.375138232	5.076643055	4.311267758	4.509877769	4.542202182	4.292028799	5.329545465	5.905728361	4.832415898	5.030962523	4.821045916	4.484128783	4.449188542	4.903232968	5.093575942	4.507830792	4.997212667	4.514050323	5.091022038	4.558510816	4.534720598	4.605079163	5.689730569	4.568601798
ENSBTAG00000005784	4.221502541	4.761508622	5.023273865	5.087957907	4.915448182	4.818136957	4.981949132	5.707342695	4.074989822	4.82653488	5.282486508	5.004140513	5.104113379	5.392961322	4.979262667	5.095166262	5.887965154	5.299183387	5.370083351	5.320030734	5.017773765	5.577295519	4.829820586	5.077735757	5.104383509	5.333587819	5.967632261
ENSBTAG00000005785	6.270519381	5.396127269	6.136353226	5.92870481	5.974820135	6.531667072	5.149645685	5.53618683	6.216799212	6.020544206	6.166908076	5.693753471	5.434429048	6.640857146	5.773555399	5.930464798	5.887467931	6.160501156	6.615663028	5.641091809	5.742004007	5.521081541	6.079516401	6.003078123	6.037675356	5.353127564	6.164884483
ENSBTAG00000005786	6.817397125	5.335916528	6.481739661	5.977513265	6.049843063	5.085040279	5.467704531	5.87567775	6.484285118	6.365020487	6.999428657	5.898071998	5.683229008	5.356742804	5.991810098	6.296924528	6.143710667	5.59317615	6.694710705	6.265172482	6.299817897	5.485014363	6.569359964	5.873854781	6.526625652	6.512310223	5.820441767
ENSBTAG00000005787	4.846576832	6.179180319	5.740015193	6.358244769	5.832365821	5.974613695	6.507701205	5.807705727	5.850810152	5.236549697	6.683166613	5.245888224	6.072969391	5.927522496	5.48117905	5.363673695	6.130529024	6.213442862	5.96644342	5.095255856	5.625598223	5.903832806	6.326933525	5.611466661	5.905080044	6.047679207	5.911306063
ENSBTAG00000005788	5.318767193	5.608530548	5.495251668	6.683744053	6.028291082	5.920578525	5.903904639	5.928634208	5.965817262	5.96357162	4.650822105	5.097048699	5.332951311	5.644873197	6.042248747	5.821949953	5.833070349	5.88557608	6.312102642	5.593753084	5.860932595	5.940832121	5.868554572	5.721756255	5.431998959	5.83760599	5.489630984
ENSBTAG00000005791	5.393461953	6.231983522	4.976112343	4.477455269	4.938525326	5.549156106	5.214804221	5.353103772	5.399197756	4.561460604	4.870317859	4.629167962	4.64179747	5.16950209	4.973591848	4.777874549	5.163005811	5.493210414	5.068525941	4.766653703	4.923620188	5.39384004	4.892662218	5.047558333	4.869267431	5.226563296	4.509898364
ENSBTAG00000005792	7.024050834	6.268384689	7.128906087	6.779752605	6.832603529	7.670911237	6.845963957	7.217062922	7.436590492	6.837157153	6.952074785	6.872363494	7.429366937	6.711426098	6.759909333	6.78487272	6.46329562	6.520267604	6.877114269	5.611110434	6.666620802	6.560122144	7.020610686	6.847156901	6.841047392	6.818011466	6.40668179
ENSBTAG00000005793	6.088329172	6.842562422	6.415382841	5.813523273	6.857106595	6.228097786	7.051618661	5.985997435	6.430298391	5.698599546	6.725783434	6.066962877	6.502146578	6.259497938	6.973388494	6.891473121	6.415261516	6.771744395	7.299400951	5.865956667	6.461923076	6.306876881	6.269677335	6.392042617	6.720327051	6.631296972	6.742881592
ENSBTAG00000005795	6.691049332	6.778117462	6.134779848	6.869994713	6.330107213	6.240968755	5.901892873	5.971497478	6.46650181	6.275224326	6.691561682	5.366667337	6.164285701	6.086191095	6.855918354	5.832725237	5.913718582	6.781930913	6.172399898	6.3392971	6.881466634	6.079443297	5.964461021	5.946166308	5.840970386	6.532778312	5.676387218
ENSBTAG00000005796	6.287750025	5.332736378	6.385375015	6.488264428	6.648939548	6.037426023	5.978357588	5.933794959	6.202506737	5.840636885	6.241390719	6.668305676	6.213336456	5.545522989	6.155984505	6.382364684	6.131911364	5.91587236	5.758388139	6.338074891	6.147365917	6.409278335	6.232851694	6.360186286	6.094976958	5.938895133	6.480610715
ENSBTAG00000005797	4.775440566	4.848469993	4.747338675	4.706566	4.71677636	4.642076568	4.842611278	4.875248943	4.622651166	4.792892933	4.811370734	4.862471473	4.875450014	5.1860061	4.720354935	5.073442177	4.939351506	4.944928907	5.740291285	5.029681213	4.687090478	5.173391368	4.897358884	5.077898242	4.837843793	5.105669333	4.743604203
ENSBTAG00000005798	4.632567633	4.707665523	4.603669794	5.759720454	4.572241841	4.495426276	5.204837496	4.735202951	4.475450675	4.650514316	4.669515476	4.722063577	4.735409717	4.432392472	4.868722714	4.644692922	4.782952281	5.109365375	4.692677026	4.875840458	4.560260654	5.069375562	4.547350965	4.504099278	4.446982218	5.36718136	4.665271103
ENSBTAG00000005800	5.124874923	4.622102882	5.82867937	4.749195442	4.498805642	4.428868486	5.733237631	5.489004667	4.410681589	5.144454196	4.587368961	4.635211669	5.233446962	5.629905243	4.832305402	5.343047874	5.008024104	5.013620321	6.001043133	5.096864615	4.702592822	4.992645088	4.943090508	5.339807805	5.304545904	4.747365946	5.240939543
ENSBTAG00000005803	4.562201356	5.387816169	5.19842026	4.217651585	4.79486876	5.739319654	6.226800624	5.365812911	5.199776013	5.457003904	5.222977455	6.125033533	5.16025588	5.181908032	5.177480045	6.056570225	6.159165572	5.943279977	5.121100163	5.126978184	4.762745379	5.596626423	4.803391655	5.225517554	5.031274847	5.977559236	5.029384929
ENSBTAG00000005805	5.15936724	4.759121108	4.374010488	4.33526475	4.344967521	4.273981289	4.752843078	4.964313938	4.885852299	5.571345245	5.765848175	5.260499511	5.695303675	5.271472663	5.764594769	4.668426798	5.28082825	5.452330049	5.340215448	5.556398821	5.793038569	5.047333993	4.959032823	5.133679341	4.855724585	4.955078935	5.077897997
ENSBTAG00000005807	7.387300918	6.866513821	6.727809773	7.586336184	7.105915804	7.587456761	7.031255566	6.288304351	7.990393088	7.268348877	6.662476318	7.547672038	6.789298674	6.768120411	7.408600119	7.153518092	6.621090671	6.633476621	6.120387595	6.981509451	7.193047289	7.007555064	6.930708251	7.042734944	7.430711167	7.219539297	6.950487923
ENSBTAG00000005808	7.205957673	6.780829712	7.180622027	6.988502184	6.570769096	6.921100537	6.523727282	6.879832145	6.323471071	7.47318236	7.092310348	7.050716592	6.78813909	6.833301614	7.392859469	7.291070024	6.784978213	7.045354392	6.642265853	6.012228875	7.029010411	5.843115286	6.777323817	6.966108308	6.873478573	6.93028218	6.251865978
ENSBTAG00000005809	6.305573893	5.903988244	5.262902119	5.845847658	5.842827188	6.11247775	5.959027663	4.808531116	6.721217281	6.005538308	5.957968594	5.47788123	6.24266295	5.628062509	5.449033954	5.271458496	5.772386703	5.408630813	6.133068617	5.654680285	5.871428966	6.809093927	6.320719369	5.643368619	6.03583092	5.781693009	5.646073712
ENSBTAG00000005812	4.819328188	4.898932281	4.788696352	5.390184078	4.755382585	4.673957748	4.89254612	4.928122076	4.652783524	5.160872859	4.858493064	4.914194281	5.263225603	5.234633439	4.677620688	5.153493837	4.979817073	4.985896594	4.884124907	5.078278948	4.561534166	4.399290306	4.906487456	4.841931556	5.14152252	5.003562904	5.428457837
ENSBTAG00000005814	6.283040018	6.612991711	5.605092438	5.968076246	5.240299998	5.352812966	5.616901041	5.782084097	6.617744301	6.487251432	5.746375759	5.96963883	6.036576114	5.125999609	4.957156747	5.58077393	4.723839512	4.729253721	5.932002874	5.542063936	5.791159802	5.23221664	6.157927229	6.127816696	5.692951054	5.808595628	5.569332624
ENSBTAG00000005815	5.933154317	6.651130114	5.981441246	6.112344163	6.307661604	6.844988074	6.007315304	5.622180726	6.395799874	5.817721718	6.568570942	5.637220056	6.080278941	5.764743013	5.966395173	5.842285253	5.893844092	5.868798954	5.959986513	6.478611237	6.049581704	6.506690851	6.128541006	5.926473793	6.037567138	6.548897534	5.839210122
ENSBTAG00000005816	5.605069723	4.713089494	5.729218099	5.383476733	4.567945741	5.208439612	5.583115249	4.454477048	5.294091879	5.418376913	5.4916438	4.442562683	4.741137329	5.285415771	5.54348687	5.222523932	5.711029443	4.512290119	5.377713859	5.29304013	5.002713855	5.528968525	4.8694199	4.746861897	5.235436695	5.298978459	5.359058638
ENSBTAG00000005819	5.352939917	4.931382547	5.64951108	5.904999026	4.960154532	5.830058924	5.981261418	5.848297886	5.66534367	5.614416339	5.081853971	5.592043221	5.66397588	5.909853863	5.08870309	5.233729915	5.007741865	5.846281612	5.251987	5.109119949	5.124125926	6.2377647	5.132380518	5.519534268	5.941305403	5.333335364	4.85035356
ENSBTAG00000005824	6.59914393	5.922933663	6.199921988	5.994259385	5.863443954	6.156530457	5.966064294	6.113949262	6.184606333	5.735656141	6.542294578	6.419834794	6.828973809	6.153316918	5.49155374	6.263755135	5.568825977	5.340165995	6.298680657	5.929473477	5.424889746	6.387436108	6.126257532	6.158026698	5.932751878	5.738853215	6.037762418
ENSBTAG00000005825	5.974213373	5.093278696	5.777106764	6.066722106	5.14936354	6.278501955	5.30571607	5.122321726	4.967452228	4.362699559	5.47820624	5.645011127	4.726657521	5.87209083	5.570470119	5.218995681	5.827565873	5.384606476	5.554642867	6.510657836	5.447362293	5.440362847	6.100687574	5.142869238	5.689680991	5.500507909	5.55044878
ENSBTAG00000005826	5.784515356	5.1651023	5.387075341	4.679438245	4.23850949	5.343154367	4.970303236	4.876548134	4.877648703	5.405633716	4.331114267	5.703505513	4.876766095	5.402308815	4.768607524	5.449388916	5.561261192	5.976697647	5.379887475	5.046672603	4.810112484	4.6659012	6.027582853	5.279178636	5.292632874	5.095481112	5.206061457
ENSBTAG00000005827	6.84890023	6.839356727	6.912520427	6.019848202	5.964103048	6.502725104	6.673185963	5.859354197	6.405579599	5.979146411	5.79706956	6.633711191	6.50444932	5.915642938	6.692441334	6.397276395	6.228291152	6.086777246	6.34663471	6.161025883	6.347239505	6.153290933	6.364517662	6.141781306	6.548413837	6.459271519	6.11315932
ENSBTAG00000005828	7.380927457	7.261303327	7.329224217	7.483873128	7.625611963	6.60639388	7.233368013	6.632989698	7.84430302	7.204988744	6.845532876	6.495462053	6.728028655	7.198063569	7.061040084	6.837839161	6.129237435	6.00979505	6.867407896	6.536793248	7.014214727	6.587594891	6.907568717	7.160940411	7.253007789	7.075614696	6.480264882
ENSBTAG00000005830	5.981108654	6.707134492	6.367264419	5.87875083	5.947209925	6.020323088	6.207967247	6.017012453	6.473361853	5.727690324	6.235522884	5.627577528	6.0493726	5.627837221	5.976799263	6.398057936	5.691536695	6.339039612	5.735532894	5.447115441	5.820350357	5.636279591	5.504054989	6.042178702	6.107691798	5.993909933	5.867732247
ENSBTAG00000005832	5.821637211	6.533471333	6.647845662	6.466164055	6.290964196	5.90481639	6.261440681	6.046875802	6.262135205	5.637322918	6.322478924	5.708911582	5.898210307	5.9035437	5.999893519	6.242330664	5.724840954	6.189921019	5.268657288	5.761481876	6.092324587	5.566633319	5.881316745	6.474665767	5.635735088	5.584796685	6.122539248
ENSBTAG00000005833	7.365161183	6.249927545	6.884120394	6.484402109	6.772217347	6.625825106	6.347839421	6.736025197	7.171134527	7.133181992	6.326086914	6.752681034	6.413730859	6.363854027	6.627090226	6.526379424	6.20128524	6.126454694	6.063143883	5.886783598	6.70680758	6.898346147	6.547825759	6.295960636	6.24783226	5.692316772	6.583105395
ENSBTAG00000005835	5.718278376	6.759419419	6.313915596	6.483015173	6.228977513	6.999591813	6.805656809	6.306380685	7.105856552	5.154378472	6.319330862	6.227253265	6.233971903	5.992883233	5.823889344	5.820675046	6.118467002	5.837613045	6.051027744	5.324612017	5.807521989	6.564704178	6.844278443	5.864551222	5.570480234	6.307001677	6.097736686
ENSBTAG00000005838	5.150303417	7.270992183	6.740333936	5.873476698	5.633579484	6.676979382	5.965567795	5.795069962	6.136065685	6.017827909	6.089332418	5.71411266	6.397998277	6.377449742	5.130942613	5.649524495	5.743386813	5.750677788	6.160441379	4.865866564	5.280794094	5.554861907	5.855234751	5.722354709	5.833212925	5.954856118	5.564608333
ENSBTAG00000005842	5.697091697	4.311062459	5.919163502	5.944707102	5.754972737	5.715550361	5.676699455	5.650797178	6.063967488	6.401407511	5.465874393	6.299550776	4.921878449	6.068360314	5.744919321	6.031878841	6.21052199	5.977859808	6.195211943	6.097415324	5.730815845	5.67133239	5.663278356	6.061151724	5.553512893	5.570566172	6.110802423
ENSBTAG00000005843	7.072322227	7.041220654	6.998803441	7.586302216	6.405677659	7.604743287	7.043215502	7.069429884	7.336873071	6.856819371	6.800878269	6.917029022	7.109766747	6.849379075	7.070363508	6.675855302	6.731398167	6.88383399	7.1840168	6.21432955	7.221002059	7.110129849	6.916815367	6.771813687	7.060736916	6.961041697	7.181772197
ENSBTAG00000005844	8.098422933	8.70941956	8.260748452	8.637621298	8.288784899	8.3313139	7.907096095	7.781361519	8.724486962	8.305935049	7.860934095	7.961651777	7.749155655	7.439143545	7.901680971	8.243709002	7.550036569	7.340599814	7.313252767	7.56551539	7.792815769	8.438479173	7.813421587	7.771377571	7.756664296	7.952246185	7.749839129
ENSBTAG00000005845	5.928244817	6.099025084	5.844641967	5.829905919	5.906225316	6.202125898	5.487168763	4.543363167	5.435215748	5.048939307	6.060318337	5.980770116	5.588530098	5.331385097	4.936173176	5.52780884	4.552929204	5.84042933	4.934192734	5.248170626	5.107682532	5.196191708	5.519599815	5.57947483	5.584489095	5.619242706	6.270365803
ENSBTAG00000005846	4.483439216	5.13406665	4.457151741	5.42436329	5.227983863	5.517472837	4.546273012	5.038229071	5.0392807	4.499764761	5.094034317	5.148913435	4.576991496	4.667349623	5.212937536	5.119522616	5.107148299	4.938570851	5.319114062	5.196655398	5.305059614	4.942420556	4.901157888	5.308092748	5.000354295	4.827576743	5.024496255
ENSBTAG00000005847	8.171184274	7.12794525	7.978222922	7.155800159	8.039930335	7.804698263	7.141512926	7.789850007	8.238030119	7.975344886	7.313974528	7.703350478	7.576725566	7.189070712	7.951105659	6.958932679	6.635032219	7.264494056	7.455998362	6.939079561	8.068728636	7.680058424	7.53991858	7.183856488	7.568633802	7.452371778	6.791201604
ENSBTAG00000005848	5.579356858	4.571699472	5.161048727	4.703886632	4.44345977	5.3395517	5.67580357	5.606949044	4.351803199	5.299065461	4.535573216	5.193333916	5.396867794	5.974136848	5.623610263	5.726633366	5.496994203	6.925002726	6.024644756	5.604532163	5.165723064	4.591137413	5.100769951	5.55350761	5.33582572	5.066761896	5.80472433
ENSBTAG00000005850	4.669960411	5.035595103	4.642716925	4.603189698	4.613088171	4.540670169	5.785706095	4.766720028	4.521838138	4.686879677	6.062627532	5.050795346	4.766914957	4.623217931	4.491714444	5.552085616	4.82934587	4.834752903	5.845758157	4.916916353	4.475284073	5.064414173	5.674877282	5.282344519	4.756899166	5.027656823	4.878395439
ENSBTAG00000005851	6.91976948	7.497235256	7.084279709	6.51489124	6.688250956	7.470539923	7.317673961	6.687212791	7.115701879	6.733110772	6.564609526	6.758492966	6.531450485	6.815339265	7.029034603	6.877576776	6.805608442	6.299795401	6.889148288	6.447727323	7.059686292	7.233423922	6.919445352	6.9508842	6.852546187	6.852394349	6.271244493
ENSBTAG00000005852	4.619301795	6.431898077	4.592064464	4.552546169	4.562442405	4.490040766	5.734795373	4.716039548	4.47121299	4.636217237	5.575210476	5.571919717	5.19435387	5.232888868	4.909398145	4.449670427	5.2562365	5.866323644	4.68882291	5.348977792	4.782873882	5.12134048	5.058298777	5.149878919	5.036400204	5.493034719	4.596109221
ENSBTAG00000005854	6.891922621	6.506173621	6.541629484	7.020711062	6.116296297	7.057883401	6.955760434	6.85993272	7.205101803	6.557199927	6.84862905	7.000671818	6.541453279	6.187508417	6.061088779	6.282861792	5.859424329	6.492608822	6.504976105	6.134080758	6.408900755	6.868539681	6.718139112	6.63636297	6.688301115	6.842220891	6.35366035
ENSBTAG00000005857	5.278007133	5.601552567	5.174787183	6.192683115	5.137710726	5.219969566	6.112462842	5.956843764	5.764901785	4.925702271	5.598318092	6.117283546	5.690893893	5.395858778	5.679575491	5.766029478	5.78807384	5.742047173	5.752377496	5.865604781	5.690325406	6.378791738	5.319769434	6.050279839	5.676788025	5.863938347	5.587277687
ENSBTAG00000005858	4.948658782	5.487251716	4.915389244	4.419985646	4.700704666	4.357639978	4.844801727	5.289921001	4.980116356	5.279298484	5.608742654	4.570708494	6.026291062	5.276442489	5.321827817	5.203669286	5.750958592	5.557563032	5.781961122	5.578580791	4.858377495	5.144714522	5.736560893	5.089384458	5.032331175	4.957049667	5.861343773
ENSBTAG00000005859	4.548721071	4.620638173	4.521047207	4.480895548	4.490950393	4.417388368	4.614868693	4.647009247	4.398258838	4.857284387	5.453021686	5.118773646	4.647207255	5.011096503	4.37623858	4.689914748	4.719483384	5.347167642	5.346601397	4.808437261	4.81978478	4.865270689	5.47757441	4.975026967	4.957423008	4.70995512	4.430836078
