	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
ENSBTAG00000020177	5.962013198	6.072159081	5.963468016	6.18306856	6.074933227	6.307713854	5.887480428	5.189551739	6.314848432	5.370377285	6.091939504	5.802907072	6.190163557	5.579172821	5.727387703	5.829400472	5.82006206	5.29677725	5.495683573	5.476866828	5.694125214	5.761096891	5.846334483	5.670739111	5.626161594	5.959994677	6.066556878
ENSBTAG00000020178	4.915050279	5.116236022	5.829547287	4.409351779	4.969571812	5.587116243	4.535159016	5.732539806	4.331751927	5.567901797	5.172332005	5.447280645	5.241697293	5.217083206	5.32714685	4.962281772	4.602071125	5.804423929	5.342736456	4.685603101	4.884998958	5.248204158	5.021315702	5.034354277	5.234975356	5.089571825	5.105480106
ENSBTAG00000020179	5.944402225	6.174133109	5.823431657	6.19533888	5.514304565	5.536372734	5.250617906	5.298340393	6.131275317	5.832798126	5.839564803	5.720263168	5.46693019	5.509245998	5.153565272	5.638655929	5.830194716	5.841088977	5.661732905	5.079585816	5.463456753	5.175509689	5.928360999	5.734335135	5.91036282	6.058010153	5.337883543
ENSBTAG00000020180	7.669582985	6.779600954	6.501270396	7.285011772	6.538116684	7.059501537	7.523469687	6.979665142	7.36405328	6.877247626	6.235111445	6.895165709	7.094761391	7.097991559	6.742463419	6.576851571	6.280203752	6.80300511	6.960346043	6.136211248	7.051689147	6.964374788	6.616379002	6.893390746	6.814631813	6.534334446	6.423590345
ENSBTAG00000020183	4.768516077	4.851801009	4.736467846	4.689969475	4.701613673	4.616423808	4.845119556	4.88234052	4.594270502	4.788419277	4.80949191	4.867768713	4.882569827	4.825435389	4.968148184	4.508393309	4.934605295	4.940965929	4.834488389	5.611245737	5.075744397	5.061125691	4.610875513	4.682394675	4.707017952	5.158701559	4.592504477
ENSBTAG00000020184	4.616419955	5.296709936	4.588934016	4.549055017	4.559041581	4.485979096	5.392062567	5.014511713	4.466979469	4.633489793	4.651562589	5.501351664	4.714237347	5.017804666	5.641172606	4.942953201	4.794158968	5.417580796	5.502516498	6.084119847	5.45188795	5.178883085	4.58003581	4.617514249	4.789884403	4.819458304	5.501178134
ENSBTAG00000020185	4.448881687	4.517511014	4.422472965	4.384156887	4.393752062	4.735227146	5.096229613	5.006230409	4.305298011	5.04181838	5.240807244	4.99287364	4.542865459	5.001576157	5.023310613	4.763465798	5.673075688	4.626770863	5.554565699	4.706416752	4.59073679	4.990190503	4.668228853	4.965815013	5.010871357	5.003999276	4.576159951
ENSBTAG00000020186	5.680115501	6.880113805	6.130655817	5.776916764	5.900404023	5.815591173	6.333691016	5.460103939	6.061163189	5.6176026	6.004405723	6.485225428	6.484897245	5.128709463	5.752769095	5.617553497	6.014542394	6.124972258	4.80373554	5.0183858	5.901486107	7.40381011	5.522775349	5.613414719	5.331545291	5.564251444	8.51366217
ENSBTAG00000020190	4.621858076	4.694207879	4.594017708	5.325543729	4.563739811	5.053864124	4.688403686	4.720737618	4.470490564	4.639148029	4.657453872	5.518200929	5.533714794	4.480285736	5.642761337	4.810710665	4.789451121	5.773759575	5.002077733	4.878940203	5.481792494	5.697054391	4.699422708	4.55803829	5.016497958	4.942534275	5.056300006
ENSBTAG00000020191	4.852449798	4.629641373	4.527085412	4.48573837	5.100082515	4.420340471	4.623700126	4.65679756	4.400641422	4.873332953	4.592019495	4.643840093	4.657001463	5.147334679	4.59619808	4.849338934	5.356381631	4.721894099	4.627212689	4.807840316	4.597536637	4.935687732	4.5988624	4.621222771	5.340429893	4.654788465	4.797172647
ENSBTAG00000020192	7.562477696	7.292299267	7.296625137	7.347527856	7.349991199	7.828023086	7.458840697	7.460240757	7.370643741	7.542714697	7.0585228	7.460251217	7.131698507	7.267795127	7.468709581	7.076559632	7.275180448	6.859209975	7.290315926	7.012840652	7.589371893	6.974549326	7.26052058	7.357259807	7.20882746	7.470145915	7.244948087
ENSBTAG00000020193	6.60817186	5.512257768	6.514732016	5.347758062	5.548710088	6.243431862	5.875053444	5.648363296	5.626514728	6.418619957	5.747040244	6.591275994	5.972165816	6.394413731	5.911826506	6.367667523	6.657863109	6.298623605	6.009502309	6.214193852	5.84550951	5.332119908	6.17097887	6.422659034	6.247835775	5.927728063	5.836029854
ENSBTAG00000020194	5.318381503	4.625878426	4.979652491	6.440087613	4.50014158	6.402390861	6.777316508	4.651446106	5.905586267	5.97047088	5.927722228	5.419990652	5.993636431	6.159388987	5.199369617	5.608093878	5.827926829	5.835986494	6.379315641	5.683783593	4.922372606	5.868064168	5.055526059	5.778165084	5.298711443	5.860059052	5.719699922
ENSBTAG00000020195	5.303086665	4.55203855	4.45702629	4.418720609	4.691522948	4.769695605	5.383281563	4.577197211	4.339883131	4.952101445	5.794171255	4.565192855	5.040834505	4.646265859	5.229655559	5.074451105	5.258364484	4.670547903	6.130945754	4.750172181	5.335525154	4.922134896	5.080258805	4.837740539	4.635657898	4.96729679	5.849674687
ENSBTAG00000020196	6.126835536	5.803904429	4.491903437	6.160630305	5.842619037	6.827749012	6.189215766	6.329486607	7.458437111	5.718067811	6.164239354	7.701921853	5.898499794	5.524369435	6.597727687	6.499336288	6.097177655	6.248941402	6.115930023	5.955328706	7.056801117	5.353265165	6.999672961	6.706568462	7.296446736	7.01330994	4.988852132
ENSBTAG00000020198	4.599354836	4.672341597	4.571269363	4.530520509	4.540724904	5.292194424	4.969687223	4.699104902	4.4466547	4.616797007	4.635264013	4.686334897	4.699305855	5.252023866	4.683894193	5.167640151	4.751692285	5.496114909	4.66395482	4.841969219	4.755753792	4.325747564	4.573737293	4.870882755	4.980274195	4.440308916	5.01033153
ENSBTAG00000020199	6.132667314	6.310746977	6.023035387	6.074825538	6.717908723	5.65379297	6.033066502	7.034581428	6.900832938	6.542807898	7.206610219	6.077004729	6.132609117	6.974809187	6.097652099	6.518828575	6.305594339	6.178333436	7.039650708	6.673628449	6.131321163	6.488445519	6.639449878	6.643477017	6.372647625	6.071735359	6.262650925
ENSBTAG00000020201	4.63360147	4.716636554	4.60164938	4.555290499	4.566899766	4.481965463	4.709975145	4.747084449	4.459878614	4.653444961	4.674454379	4.732556357	4.747313069	5.125655247	4.609247752	4.73289987	4.802336456	4.808678009	4.702519891	4.905042106	4.453931875	4.549295936	4.387630471	4.382995265	5.125011031	4.595641295	4.899229225
ENSBTAG00000020202	4.455056456	5.878197246	4.88775111	5.218201199	4.671126001	4.324960355	4.520581246	4.552419171	4.306010945	4.472081179	5.534381847	4.838265114	4.552615315	5.193948763	5.432721037	4.682753785	5.263031959	5.373854948	5.428562725	6.161686521	5.458378425	5.083059424	4.914285872	5.34198734	4.552733552	5.473529849	4.727492308
ENSBTAG00000020203	5.142892073	4.727344562	4.62356604	4.581726103	4.592203729	4.515548601	4.72133249	4.754824475	4.495614722	4.670312722	4.689274196	5.246425409	5.261239048	4.505167552	5.106719005	4.995911295	5.347627731	4.842689539	5.383747119	5.586485837	4.949365668	5.326778534	5.212852174	4.583914703	5.54059389	5.603237972	5.666079967
ENSBTAG00000020212	5.621589725	4.359084216	5.273701009	5.309626113	5.408859932	5.794311525	5.347600765	6.024203775	5.508218502	5.830509721	5.022260231	5.166479593	5.610641309	5.619763641	5.772673063	5.290572682	5.637222114	5.93492191	5.95113514	4.831200829	5.872465067	5.514455621	5.75024009	5.52677773	5.545185523	4.299660667	5.242237789
ENSBTAG00000020214	5.125665391	6.036477428	5.093454773	5.140753182	6.445151887	4.840086557	6.380210274	4.648448416	4.412194865	5.454718997	5.819825417	5.942213981	6.004668476	6.411839264	5.637729986	5.753467547	5.554956393	5.561587456	5.575406442	6.506587555	5.434599745	4.894933788	5.408383134	5.357731685	5.506452988	5.258584623	5.884165965
ENSBTAG00000020215	7.426911383	7.868895557	7.526812073	7.35118339	7.560154822	7.506935317	7.409173327	7.022324867	7.925733372	7.427233312	7.359370955	7.446344621	7.042958011	6.286777597	7.29911105	7.685815353	6.977156997	6.715162342	6.773422357	7.226390827	7.081437573	6.647888872	7.547823232	7.318724983	7.662423394	8.091155546	7.663227408
ENSBTAG00000020218	7.010360863	6.171760346	6.724345096	6.924844713	6.332971844	6.737147411	6.913884411	6.427495537	6.934789504	6.633435131	6.606618364	6.316757841	6.876104101	6.474580113	6.692686796	6.745993899	6.606310772	6.456164834	5.975140546	6.426536196	6.689862082	6.794857593	6.541122827	6.834772389	6.723265678	6.33231345	6.172422728
ENSBTAG00000020219	5.014101007	5.089756073	6.533735229	5.824541917	6.630749563	5.329760296	6.559296138	6.122940953	4.855818348	5.032180843	6.414939918	6.948313448	6.123215651	6.354187843	5.124651699	5.061508402	5.490002039	7.020103089	6.195912605	5.588304091	5.504985211	7.517725608	5.610878438	5.383344441	5.147713764	5.249402221	6.455153676
ENSBTAG00000020221	5.740500005	4.382681281	5.288446023	5.324023429	4.701759063	5.529270989	4.377049046	4.882630774	4.165591916	5.018191913	4.347016165	4.396141506	5.404982329	5.232527819	5.052573541	5.246648007	5.067997845	5.073901917	5.073349142	4.851777001	4.864163468	5.597211711	4.877398341	4.100782457	5.288880738	4.762833383	4.864163468
ENSBTAG00000020223	4.729599615	4.798570537	5.370158596	5.528566736	6.059932191	4.603647132	4.793037411	4.823861284	4.58530127	4.746082093	4.763533016	5.500408904	4.824051181	5.017260301	4.642029886	5.485871779	4.880267726	5.18004994	5.817947992	4.965577488	4.43121857	5.360677258	5.078926156	5.146998911	4.938356888	5.18637166	5.143589829
ENSBTAG00000020225	4.903131381	5.554660106	4.419151258	4.645686257	4.657850986	4.318485607	5.204421724	5.591275854	4.29990845	5.230205753	5.73920111	4.529256579	4.541668388	4.631053857	4.313601776	5.25351254	4.572392462	4.577726316	4.488437159	5.139804653	4.525564865	5.118522987	4.27264274	5.49382985	4.851498116	5.031394969	4.481761564
ENSBTAG00000020226	5.628213211	5.977870629	6.04252019	5.53682985	5.765899368	5.817335553	5.825905763	5.810203972	6.213923415	6.432633297	6.606586418	6.105428646	5.850301148	5.310030712	6.204433116	5.878840196	5.316537505	6.283428329	6.378420212	5.064241144	6.348623515	5.569089217	6.358872951	5.448593229	6.491757776	6.270086308	5.704898378
ENSBTAG00000020227	5.809679943	6.10457258	5.696635262	6.674068494	5.715056464	6.023973674	5.570347133	6.135902001	5.83690882	6.30529403	5.995637288	6.163213626	5.540054727	5.604956078	5.72639795	5.708365023	5.465481801	5.839108802	5.900430763	5.910837303	5.882977751	6.477150409	6.004384132	6.133488904	5.809208589	5.94456682	5.920332281
ENSBTAG00000020229	5.46054311	6.206449862	5.552841121	4.473583383	5.839254828	5.449130758	5.969976503	5.417058821	4.385600115	5.483960478	5.429352745	4.637047603	5.417302686	6.049622259	5.0504399	5.489685921	5.888030854	6.078051399	5.382507445	5.79310909	5.050583607	7.391645754	4.924502289	5.551539259	5.554848177	5.284582128	5.616873785
ENSBTAG00000020232	6.322281594	6.964332807	6.839911699	7.059994218	7.538334317	7.583200292	7.048406698	7.172175603	6.993532973	6.490634092	7.022942984	7.006569385	7.148231864	6.072036329	7.111838882	7.155528535	6.942605301	6.616472973	7.145220479	6.409686099	7.106693404	6.239369582	6.973546984	6.880349768	6.861005735	7.282675549	7.029877942
ENSBTAG00000020237	6.273276612	6.409932477	6.318684426	6.101327544	5.69988837	5.500979313	6.070214334	5.532750116	6.098692196	6.357821678	6.503705269	5.793629545	6.051475909	5.888760079	6.287028885	5.587253999	5.93527008	5.558273123	6.434650496	5.796267758	6.280292456	5.923891592	5.87500738	5.629521319	6.006664261	6.2181977	6.252029362
ENSBTAG00000020238	4.782027636	5.19832907	6.005533153	5.214314934	5.659598556	5.219205658	4.996217122	4.898942393	5.349596885	4.937407291	5.22925866	5.01912625	5.231427327	5.757746463	5.113574898	5.3336034	5.529611463	5.778880351	5.271773887	5.584471122	5.067608624	4.569648968	5.458995203	5.44157394	5.88365273	5.595234306	5.236399422
ENSBTAG00000020242	5.431146468	5.515517943	5.398680132	5.351575138	5.363371248	5.277069987	5.508749323	6.116339459	5.254627667	5.793145791	5.817995886	5.531693963	5.901628303	5.570821431	4.467729843	5.913647804	5.60069084	5.607134456	6.063443159	6.444528646	4.59865288	6.255376655	5.776222235	6.289843428	4.81844105	5.177568642	6.104425547
ENSBTAG00000020243	5.142811931	5.298139561	5.235538606	5.210370466	5.335065183	3.945199196	5.289479763	5.650290253	3.926455812	5.06117873	5.459992304	5.415802652	4.774396371	5.818752352	5.777272025	5.656561313	6.646641504	6.184295457	6.381080787	6.822315195	5.586317717	5.800177401	5.685970181	5.505599721	5.800177401	5.40352404	5.558316716
ENSBTAG00000020244	6.251737963	6.655903609	5.698115399	5.62522595	5.925368057	6.650807418	5.626783007	6.379828532	6.758623382	5.591494861	4.647660188	5.561704316	5.767662132	5.386289795	5.938498666	6.223818831	5.877230961	6.016581959	6.264635248	6.174933791	6.300413982	5.196390771	6.103926213	6.038595601	6.417321599	6.290508931	6.920776713
ENSBTAG00000020247	4.628036332	4.700984179	4.599965834	4.559238706	4.56943766	4.494821315	4.695132009	4.727733214	4.475417613	5.126336565	4.663926363	5.020432011	4.72793406	4.696507147	4.600596508	4.766228111	4.785203997	5.102271925	4.697513311	4.875432798	4.618182737	4.918407304	4.966681047	4.556371724	4.579836799	5.165015239	4.858883048
ENSBTAG00000020249	4.544861216	4.619677765	4.516071638	4.474301205	4.959708315	4.408233636	4.61367568	4.647112029	4.38833287	4.562740665	4.581670641	5.551768581	4.64731802	4.865511327	4.654696465	4.760973665	5.475615646	5.235056434	5.736252467	4.811639335	4.970232866	5.133793621	4.503734554	4.610539403	5.02027505	5.309334712	4.870137046
ENSBTAG00000020250	5.235854307	6.120538003	4.454557473	5.335340683	5.085623524	4.769183826	5.51285252	4.575480559	5.042872141	5.077610341	5.277790369	5.153669835	4.86611382	4.790889416	5.643905734	5.402477277	5.689857944	5.108138618	5.389205044	4.717412507	5.646261999	5.518591874	5.00532032	5.177668489	4.751963289	5.026316017	5.187327877
ENSBTAG00000020251	4.712750465	5.803286781	4.686314408	4.647958668	5.314274662	4.587292061	5.236269157	5.095636294	4.569018164	4.729168286	4.746550754	4.794622327	4.806831522	5.097206377	5.014595193	4.931439362	4.871011454	5.470620412	5.072912851	5.253260209	4.882008311	5.480774797	5.047667718	4.896338626	4.72879777	4.779581685	5.091218414
ENSBTAG00000020252	5.120330027	6.248552642	5.765057299	6.241269015	5.457234575	4.953181063	5.977539991	5.576947738	5.86980524	5.939639615	6.60216653	6.04806599	6.361222848	5.634968009	5.477236336	5.480704712	5.246870449	5.558003213	5.637891454	5.07764487	5.381310978	5.920149661	5.697254876	5.972726311	5.475717331	5.492653274	5.557381289
ENSBTAG00000020253	4.526070661	4.596378904	4.499015889	4.459762464	5.141673047	4.397676004	4.590738493	4.62216003	4.378974421	4.542872728	5.027257458	5.31182567	4.622353609	4.415147496	4.759914738	5.223922394	4.667890956	4.673260535	4.583373341	4.754854844	4.689300046	4.681186072	4.429089866	4.831127961	4.835625006	4.507463475	4.862382158
ENSBTAG00000020257	6.180767633	5.995774931	6.398072002	6.545747422	6.6415474	6.675708234	6.397377644	6.139747807	6.614805017	6.144505736	5.54007392	6.772224552	6.507386974	6.952519553	6.180994453	6.522297927	6.077541078	6.382438451	6.308310157	6.300271805	6.380702048	6.054240031	6.520478401	6.736734424	6.693234528	6.326613401	5.951974613
ENSBTAG00000020261	5.522345541	6.330103954	5.122195447	6.013394472	5.338025383	5.582301078	5.377595841	5.593534473	5.363948269	5.411410426	5.272894392	5.572749209	5.644716148	5.67941744	5.674609508	5.138534052	4.992181736	5.286455561	5.236543272	5.695588008	5.665915181	5.586219395	5.329472731	5.165666761	6.171565497	5.737805507	5.029903292
ENSBTAG00000020262	8.664345143	8.576509208	9.270686889	8.763449038	8.774366597	8.563326756	8.442808462	7.904165432	8.832177498	9.223783334	8.263640258	8.223630257	8.629994858	8.326696813	8.765240306	8.452425616	8.097638797	7.362775008	8.374747399	7.967132187	8.744518066	7.752048431	8.372110696	8.40344469	8.255735498	8.105076264	8.021756155
ENSBTAG00000020263	4.668455628	4.744010264	4.639382031	4.59719952	4.607762934	4.530480174	4.737948967	4.771715176	4.510383081	4.686511463	4.705628188	4.758495887	4.771923199	4.707857087	4.67446025	5.205590666	4.838620156	5.609233615	5.060665358	4.932073281	4.762592601	5.151253519	4.844883644	5.075109027	5.057433714	5.155784202	4.662398163
ENSBTAG00000020264	4.844471064	5.307739955	5.246919078	5.710839282	5.487685916	4.263185375	5.427682637	5.94344217	5.501308715	5.686511819	4.424156528	5.565508079	5.528934723	5.43955633	5.229701962	5.517490506	6.010387256	6.0202779	5.647270761	4.93918444	4.868144786	5.401559903	5.042942114	5.698957855	5.238403102	5.288455937	6.079756923
ENSBTAG00000020266	6.448092486	5.538040241	6.664250972	6.225690301	5.908347649	6.384526223	6.077874109	6.658187078	6.866722492	6.040753933	5.84249896	6.525323342	6.599477218	6.087877474	6.147622375	6.463950134	6.31626735	5.772791142	6.487446905	5.476503266	6.186742278	5.602460884	5.87826651	6.817498126	6.289706424	6.040592077	5.924951148
ENSBTAG00000020267	4.733460121	5.117438004	4.704849881	4.663339649	4.673734709	4.597683635	4.801845918	4.835073982	4.577906837	5.644427965	4.770040248	4.822065374	5.33749794	4.66022074	4.650664664	5.355309817	4.89257318	5.215737713	5.111079563	4.984536906	4.533561636	5.356165825	4.834450457	5.338897743	4.893358789	4.795443119	5.209120978
ENSBTAG00000020268	6.884847362	7.248030439	7.126833474	6.899416851	6.967619111	6.904666947	6.388325338	7.119301392	7.494312156	7.421515371	7.374761999	6.778759746	6.688292125	7.32569066	6.774780909	6.60418774	7.10793022	6.43351682	6.507784735	6.767911741	6.97265373	7.94186317	6.665506301	6.842810946	6.917858747	6.54410339	6.858468324
ENSBTAG00000020269	7.291953268	6.310135374	7.676232707	7.246683334	7.31508598	6.892263122	7.568172665	6.338521681	6.070762183	6.564865694	6.587666263	6.846337524	7.437373751	7.463549256	7.311851818	6.549156006	7.352560716	7.175566607	7.438451383	7.014933656	7.365552223	7.759031179	7.02830855	7.275179775	5.602491575	5.905146655	6.893635515
ENSBTAG00000020270	6.257376459	5.467016963	6.697712653	5.716148083	6.035537878	6.372967238	6.82529175	6.74046794	6.555735446	6.558964986	6.186251557	6.506752197	6.180705039	5.226310746	6.514211696	6.38290938	6.031169713	6.47922721	6.131164319	6.351153274	6.777266424	5.856667741	6.574097746	6.592670726	6.98972972	6.682342268	6.001905103
ENSBTAG00000020272	6.269321276	6.331476482	6.336628458	6.406435025	6.670628954	6.032324543	5.603903326	6.418964709	6.650908059	6.018530665	6.60840575	5.48323456	5.868948792	6.110963121	6.243894809	5.946724093	6.353333449	5.817929374	6.049351281	5.718621208	6.072434886	6.656395918	6.042646484	6.176214694	5.831751946	5.992562069	6.23856331
ENSBTAG00000020273	5.649368124	4.297701384	6.246619696	5.737664592	5.274757483	5.16108476	4.772530567	6.017870446	5.170671136	5.170629226	5.921599043	5.324559333	4.625928391	5.123203265	6.417017551	4.93843325	5.497464813	5.300997922	5.705754232	5.974954472	6.171943759	6.020706578	5.005730198	5.142227898	5.726834162	5.648723989	5.248147037
ENSBTAG00000020277	6.381198295	5.952340528	6.437643308	6.701902841	6.698157244	5.73390576	6.252052908	6.261456599	6.487468205	6.870965854	6.69008125	6.604587582	5.823687672	6.288687206	5.743234718	5.91238107	5.856193773	5.754398563	5.638852183	5.699629739	5.826439683	6.087356451	6.315283635	5.827875857	6.163831273	6.715619153	5.893981965
ENSBTAG00000020279	7.030459075	6.193729588	6.185075959	6.756479832	6.348782672	6.538652432	5.711887343	6.228007816	6.694768732	6.464717279	5.943720054	7.248192178	6.412645659	5.983596427	6.279325206	6.287367415	5.282609653	5.99223198	6.374213596	5.711080443	6.494226827	5.989753946	6.429730146	5.867851841	6.774464156	6.627193286	5.828026487
ENSBTAG00000020281	7.054582869	6.584207174	6.957346482	6.439777703	7.056975772	6.657617134	6.331967708	5.823369587	7.272655879	6.710217064	7.039905555	6.045048459	6.355023594	6.970454598	6.826807483	6.958193053	6.772283625	6.969029983	6.785665389	7.316891436	6.672695998	7.112523643	6.823040105	6.741552885	6.662329819	6.221517556	6.790848759
ENSBTAG00000020282	6.160818479	6.207515291	6.486268585	7.121358693	6.250488149	6.204058219	5.122049114	6.641845739	6.909088215	5.88302105	6.056575167	6.317321318	6.70885684	5.632553166	6.508610377	6.253590207	5.529011081	6.196192523	6.651703174	6.214812896	6.592318642	5.573333625	6.58218337	6.350915967	6.75039307	6.776365934	5.919721318
ENSBTAG00000020285	4.596467241	4.987622032	4.56732225	4.525036152	5.548455485	4.458152965	4.666131234	4.699980361	4.438006521	4.614567416	4.633731086	5.534813469	4.700188896	4.7503679	5.039750561	4.351279501	5.5185277	4.758456276	4.661624505	4.846354465	5.141965143	4.546844142	4.607870044	4.661720326	4.509821286	5.441139088	4.723064499
ENSBTAG00000020286	7.480433054	5.684377469	7.000914151	6.895093002	6.89556862	7.483522345	6.667030429	6.575072838	7.51413451	6.913823892	6.851432248	6.603632797	6.783625243	6.451000267	6.746324865	6.058727412	5.870049138	6.16615009	5.744083221	6.197864545	6.691581122	8.213789635	6.096285964	6.071799411	6.208287055	6.387129055	6.207821693
ENSBTAG00000020289	4.609576396	4.392802556	5.073533456	5.40219275	5.772705444	4.621377842	4.387022223	4.722317743	4.907007265	5.706105736	5.516643735	4.891875118	5.140835956	5.812175296	4.951095968	5.526478776	6.417809264	6.212068078	5.706567017	6.05551377	5.0100388	5.43339484	5.834251817	5.246451213	5.860432405	5.11084408	5.139131079
ENSBTAG00000020294	4.582342871	5.545734155	4.556187535	4.518239091	5.893385668	5.227567994	4.927224665	5.696934455	4.440136847	5.34553017	6.127041094	5.244471953	5.750961056	5.052937271	5.586625015	5.325921756	5.979512842	5.19802677	5.845041797	4.813352277	5.253329892	5.444235892	5.254060253	5.354882128	4.949278358	5.050723898	4.879474092
ENSBTAG00000020296	7.315985453	7.094287035	7.076970248	7.032838759	7.41731262	7.524334476	7.359308456	7.135775086	7.006789454	7.367483303	6.795252859	6.941629714	7.520636118	7.020792538	7.155998815	7.271702178	7.004125721	6.842436966	6.872701873	6.876937523	7.172750239	6.858366709	7.263229503	7.407500274	7.271062034	6.903995793	7.025223417
ENSBTAG00000020297	7.347480558	6.108987518	6.826944674	6.395767133	6.723249898	8.003745403	6.551085544	7.532241109	7.919034779	6.938525069	6.843954965	7.227731669	7.124197093	6.971930388	7.357398772	7.259466181	6.739828134	7.003327603	7.142176494	6.499203325	6.893250433	6.658498859	7.249028522	6.720226709	7.190603364	6.924831909	6.8685949
ENSBTAG00000020298	4.867083711	4.656616607	4.559741202	4.520684366	5.804179876	4.458908845	4.651004444	5.733806883	4.440300923	4.603378398	5.962754279	5.36848029	4.682461226	5.404411403	4.97002817	5.176451226	5.467166017	4.765138942	5.527030049	5.821932711	4.893642022	5.98735736	5.112813161	5.160403495	4.959960929	4.195706896	5.405106947
ENSBTAG00000020299	5.335719656	5.434726985	5.734131175	5.920935376	5.176913877	5.786680879	5.344571498	5.179161111	5.43120535	5.279720351	5.847850869	4.823761844	5.386930288	4.851430469	6.138009913	5.060309709	4.892093006	5.540535495	5.678788746	5.563742132	6.047993146	5.277689073	5.69566477	4.819649956	5.112964655	5.370517502	5.174943186
ENSBTAG00000020301	7.154180939	7.1139765	7.083810583	7.418563373	7.012022598	6.274032708	6.914099036	6.541771205	7.072979502	6.834990943	7.389910636	6.791395056	6.875286816	6.557326261	6.413731811	6.901371688	6.580238477	6.718491943	6.504468914	6.462012313	6.843418272	7.201204319	6.766294359	6.940637936	7.028760886	7.103586986	7.251844382
ENSBTAG00000020302	5.032741853	4.621537488	5.769908419	5.07917909	5.092611231	4.411955139	5.246874944	5.284373399	4.392229601	4.565101723	4.583865019	4.635755301	5.482023219	4.475326056	5.286869335	5.873494038	5.944733514	5.826100134	5.865138747	5.488792327	5.435294266	4.788484495	5.674944216	5.575791693	5.5974008	5.969287916	5.661080621
ENSBTAG00000020303	7.36271489	6.2348554	6.572216389	6.468753583	6.621216351	6.618974099	6.716222068	6.154624424	6.686340672	7.087213945	7.020828576	7.033317032	6.641256083	6.099150231	6.418257327	6.481901005	6.349414027	6.238496295	6.300599913	6.94896557	6.718529336	6.047688673	6.934219513	6.549557269	6.927979743	6.911647023	6.916689411
ENSBTAG00000020304	6.310326183	5.543181346	5.633323155	6.12125019	5.545315704	5.965604306	6.37182069	5.681729622	5.558422031	5.949891847	6.349006029	5.661420954	6.150155691	5.48201265	5.635120125	6.070777123	5.561405979	5.914271805	4.934479067	5.235112301	5.643269027	5.422658239	5.702737443	5.61845785	5.615924739	5.383186858	6.265552584
ENSBTAG00000020305	6.28714861	5.513652009	5.945437312	5.924196113	5.877583238	5.523375249	5.458367871	5.844661123	5.970500361	5.851120901	6.26345072	5.332822061	5.768918804	5.878307322	5.847639672	5.967477108	5.970897857	5.359985958	6.025628942	5.665520988	5.94354791	5.261354556	5.824348634	5.971620846	5.621710826	5.851627372	6.211642854
ENSBTAG00000020307	6.976939492	6.121927112	6.985867717	6.160297763	6.360583131	7.169603422	6.456892071	6.513062032	6.755765449	5.439247993	7.096736423	6.270292379	6.488472752	6.053552144	7.153279854	6.876458087	6.217671467	6.195122429	6.830677151	6.414662161	6.81735468	6.218129062	6.786679627	6.264667513	6.744712671	6.675992047	6.305706668
ENSBTAG00000020308	9.962131479	9.654418835	9.817960223	9.792057531	9.657921752	10.19439577	9.590357031	9.894510004	10.42909852	9.80655426	9.991998644	9.963098617	9.801339591	9.723298898	9.791185554	9.901145254	9.354514757	9.405585545	9.753085062	9.392068774	10.18993154	9.264020936	10.02099476	10.1440128	10.08094697	9.99841411	9.372333736
ENSBTAG00000020309	7.657586665	8.213262367	7.52591803	8.078849242	7.840061588	7.821875534	8.030194883	7.947170688	8.13387832	7.422999102	8.106708936	7.001111498	7.450391643	7.322370213	8.177692125	7.057835135	7.806125277	7.356327652	7.294980733	7.157991799	8.024842429	7.428265281	7.268076079	7.074118258	7.017039666	7.714546697	8.010962618
ENSBTAG00000020311	5.862943902	5.587341397	5.450482656	5.676539904	5.760946203	5.429711664	5.632583653	5.95812807	5.32043085	5.741439047	4.980507375	5.660541393	5.565662357	5.76912288	5.115222102	5.226659566	5.084792818	4.617262795	5.608138926	6.035072421	5.34564333	5.686734851	5.332383093	5.332383093	5.715581862	6.03124949	5.504481712
ENSBTAG00000020312	6.85278576	7.313240338	7.384229566	7.08366323	7.347924662	7.529622758	6.794454594	6.584027286	7.533262428	6.90821335	6.442450771	6.517314223	7.006404007	6.896814196	6.463524873	6.724013779	6.637226598	6.000507948	6.600006103	5.956245282	6.680823542	7.004860027	6.803464131	6.997771819	6.734285116	6.35881581	6.894005927
ENSBTAG00000020313	5.521673384	5.755959456	5.541265101	5.641328582	6.01385801	5.585738261	5.673109945	5.875759648	6.356833386	6.260993902	7.156557708	4.960909549	6.128126195	5.590513542	6.139988084	5.57483438	6.310633184	5.286807873	6.061859426	6.086661107	6.500755717	5.648611679	6.082105604	5.553256926	6.370722299	6.542432074	5.653516664
ENSBTAG00000020314	6.545621467	6.357287044	6.42748407	6.670645709	6.422500576	6.948992614	6.359413961	7.083120014	6.850425154	6.82351139	6.358579396	6.211984726	6.618031153	6.499236425	6.367738079	6.185459498	6.409477239	6.797977549	6.326314561	6.563113714	6.634206123	6.615369228	6.654808961	6.466345305	7.242962455	7.180809167	6.244082496
