"Seed","Gene","Accuracy"
53,"ENSBTAG00000013155-ENSBTAG00000015910",0.7188
53,"ENSBTAG00000000575-ENSBTAG00000015910",0.7188
53,"ENSBTAG00000020645-ENSBTAG00000010860",0.7188
53,"ENSBTAG00000011238-ENSBTAG00000017256",0.7188
53,"ENSBTAG00000007773-ENSBTAG00000010347",0.7188
53,"ENSBTAG00000000575-ENSBTAG00000026676",0.7188
53,"ENSBTAG00000045582-ENSBTAG00000002144",0.7188
53,"ENSBTAG00000012829-ENSBTAG00000017745",0.7188
53,"ENSBTAG00000005710-ENSBTAG00000015457",0.7188
53,"ENSBTAG00000021217-ENSBTAG00000010682",0.7188
53,"ENSBTAG00000019770-ENSBTAG00000012314",0.7188
53,"ENSBTAG00000008300-ENSBTAG00000011741",0.7188
53,"ENSBTAG00000005077-ENSBTAG00000015127",0.7188
53,"ENSBTAG00000005947-ENSBTAG00000017060",0.7188
53,"ENSBTAG00000020221-ENSBTAG00000012314",0.7188
53,"ENSBTAG00000009761-ENSBTAG00000012314",0.7188
53,"ENSBTAG00000013162-ENSBTAG00000002144",0.7188
53,"ENSBTAG00000005947-ENSBTAG00000013125",0.7188
53,"ENSBTAG00000021697-ENSBTAG00000007173",0.7188
53,"ENSBTAG00000045582-ENSBTAG00000012314",0.7188
53,"ENSBTAG00000010963-ENSBTAG00000003255",0.7188
53,"ENSBTAG00000015089-ENSBTAG00000002135",0.7188
53,"ENSBTAG00000007244-ENSBTAG00000015910",0.7188
53,"ENSBTAG00000014113-ENSBTAG00000014162",0.7188
53,"ENSBTAG00000021466-ENSBTAG00000010682",0.7188
53,"ENSBTAG00000008300-ENSBTAG00000013125",0.7188
53,"ENSBTAG00000003658-ENSBTAG00000015910",0.7188
53,"ENSBTAG00000020221-ENSBTAG00000002144",0.7188
53,"ENSBTAG00000010963-ENSBTAG00000009024",0.7188
53,"ENSBTAG00000017473-ENSBTAG00000017266",0.7188
53,"ENSBTAG00000005947-ENSBTAG00000019712",0.7188
53,"ENSBTAG00000010123-ENSBTAG00000012314",0.7188
53,"ENSBTAG00000010123-ENSBTAG00000014611",0.7188
53,"ENSBTAG00000001292-ENSBTAG00000034385",0.7188
22,"ENSBTAG00000014113-ENSBTAG00000014162",0.625
22,"ENSBTAG00000014113-ENSBTAG00000003220",0.625
22,"ENSBTAG00000025257-ENSBTAG00000014162",0.625
22,"ENSBTAG00000025257-ENSBTAG00000001338",0.625
22,"ENSBTAG00000012066-ENSBTAG00000013569",0.625
22,"ENSBTAG00000014113-ENSBTAG00000001338",0.625
22,"ENSBTAG00000022635-ENSBTAG00000009757",0.625
22,"ENSBTAG00000001321-ENSBTAG00000013205",0.625
22,"ENSBTAG00000005947-ENSBTAG00000017060",0.625
22,"ENSBTAG00000010138-ENSBTAG00000019866",0.625
22,"ENSBTAG00000017246-ENSBTAG00000006240",0.625
22,"ENSBTAG00000013201-ENSBTAG00000020319",0.625
22,"ENSBTAG00000003253-ENSBTAG00000007665",0.625
22,"ENSBTAG00000014583-ENSBTAG00000020667",0.625
22,"ENSBTAG00000019716-ENSBTAG00000003220",0.625
22,"ENSBTAG00000025257-ENSBTAG00000019428",0.625
22,"ENSBTAG00000017246-ENSBTAG00000022799",0.625
22,"ENSBTAG00000005481-ENSBTAG00000003166",0.625
22,"ENSBTAG00000017753-ENSBTAG00000015228",0.625
22,"ENSBTAG00000012829-ENSBTAG00000016933",0.625
22,"ENSBTAG00000007148-ENSBTAG00000008165",0.625
22,"ENSBTAG00000004594-ENSBTAG00000011578",0.625
22,"ENSBTAG00000003253-ENSBTAG00000011434",0.625
22,"ENSBTAG00000002006-ENSBTAG00000008165",0.625
22,"ENSBTAG00000014113-ENSBTAG00000019428",0.625
22,"ENSBTAG00000021807-ENSBTAG00000021664",0.625
22,"ENSBTAG00000015114-ENSBTAG00000008165",0.625
22,"ENSBTAG00000015114-ENSBTAG00000017489",0.625
22,"ENSBTAG00000022120-ENSBTAG00000008165",0.625
22,"ENSBTAG00000022120-ENSBTAG00000017060",0.625
22,"ENSBTAG00000022120-ENSBTAG00000006240",0.625
22,"ENSBTAG00000012164-ENSBTAG00000010498",0.625
22,"ENSBTAG00000001321-ENSBTAG00000005273",0.625
22,"ENSBTAG00000015150-ENSBTAG00000016933",0.625
22,"ENSBTAG00000012057-ENSBTAG00000005072",0.625
22,"ENSBTAG00000007773-ENSBTAG00000017060",0.625
22,"ENSBTAG00000011757-ENSBTAG00000011578",0.625
22,"ENSBTAG00000009208-ENSBTAG00000044190",0.625
